language,analysis_unit,text,count,bpe_unique_signatures,fxt_unique_signatures,fxt_seed_signature_count,has_fxt_seed_variation,most_common_bpe,most_common_fxt,seed_signatures
en,whitespace_word,Journal-Constitution,1,1,5,5,True,J|ournal|-|Con|st|itution,Jou|r|n|al-|Const|itution,"{""42"": ""Jou|r|n|al-|Const|itution"", ""43"": ""Journ|al-|Const|it|ution"", ""44"": ""Jour|n|al-|Const|it|ution"", ""45"": ""Journ|al-|Const|itution"", ""46"": ""J|our|n|al-|Const|it|ution""}"
en,whitespace_word,"Kalaallit),",1,1,5,5,True,"K|ala|all|it|),","Kalaal|l|it|)|,","{""42"": ""Kalaal|l|it|)|,"", ""43"": ""K|alaal|l|it|),"", ""44"": ""Kalaal|l|it),"", ""45"": ""Kalaall|it)|,"", ""46"": ""Kalaall|it|),""}"
en,whitespace_word,Kirby,1,1,5,5,True,K|ir|by,Kir|b|y,"{""42"": ""Kir|b|y"", ""43"": ""Kir|by"", ""44"": ""K|ir|by"", ""45"": ""Kirby"", ""46"": ""K|ir|b|y""}"
en,whitespace_word,Klöcker,1,1,5,5,True,K|l|Ã¶|cker,Kl|öck|er,"{""42"": ""Kl|öck|er"", ""43"": ""Klöck|er"", ""44"": ""Klöcker"", ""45"": ""Kl|öcker"", ""46"": ""K|löcker""}"
en,whitespace_word,Meteorological,1,1,5,5,True,M|ete|or|ological,M|e te or|ol|ogical,"{""42"": ""M|e te or|ol|ogical"", ""43"": ""M|e te or|olog|ical"", ""44"": ""M|e te|or|ological"", ""45"": ""M|e te or|ol|og|ical"", ""46"": ""Me te or|ol|og|ical""}"
en,whitespace_word,Ngorongoro,1,1,5,5,True,N|g|or|ong|oro,N|gor|ong|or|o,"{""42"": ""N|gor|ong|or|o"", ""43"": ""N|gor|ong|oro"", ""44"": ""N|gor|ongor|o"", ""45"": ""N|g|or|ongor|o"", ""46"": ""N|gor|on|gor|o""}"
en,whitespace_word,Non-Aggression,1,1,5,5,True,N|on|-A|gg|ress|ion,N|on|-|Aggr|es s|ion,"{""42"": ""N|on|-|Aggr|es s|ion"", ""43"": ""N|on-|Agg|r|es sion"", ""44"": ""N|on|-|Aggr|es sion"", ""45"": ""N|on-|Aggr|es sion"", ""46"": ""N|on|-|Aggr|es si|on""}"
en,whitespace_word,Obanazawa,1,1,5,5,True,Ob|ana|za|wa,Ob|anazaw|a,"{""42"": ""Ob|anazaw|a"", ""43"": ""O|b|anaz|aw|a"", ""44"": ""Ob|an|az|aw|a"", ""45"": ""Ob|anaz|aw|a"", ""46"": ""O|b|an|az|aw|a""}"
en,whitespace_word,Occasional,1,1,5,5,True,O|c|cas|ional,O|c|cas|ion|al,"{""42"": ""O|c|cas|ion|al"", ""43"": ""Oc|cas|ion|al"", ""44"": ""Oc|casion|al"", ""45"": ""O|c|casion|al"", ""46"": ""Oc|c|asion|al""}"
en,whitespace_word,Ogarzynska,1,1,5,5,True,O|gar|z|yn|s|ka,O|g|arzyn|sk|a,"{""42"": ""O|g|arzyn|sk|a"", ""43"": ""Og|ar|zyn|sk|a"", ""44"": ""Og|arz|yn|sk|a"", ""45"": ""O|g|ar|zyn|sk|a"", ""46"": ""Og|ar|z|yn|sk|a""}"
en,whitespace_word,Ovechkin's,1,1,5,5,True,O|ve|ch|kin|'s,O|v|echk|in'|s,"{""42"": ""O|v|echk|in'|s"", ""43"": ""O|v|ech|kin'|s"", ""44"": ""Ov|echkin'|s"", ""45"": ""Ov|ech|kin'|s"", ""46"": ""Ov|ech|kin's""}"
en,whitespace_word,Pfannkuchen,1,1,5,5,True,P|f|ann|k|uch|en,P|fan|n|ku|ch|en,"{""42"": ""P|fan|n|ku|ch|en"", ""43"": ""P|f|an|n|kuch|en"", ""44"": ""P|fan|n|kuch|en"", ""45"": ""P|fan|n|kuch en"", ""46"": ""P|fan|n|k|uch en""}"
en,whitespace_word,Rockhampton.,1,1,5,5,True,R|ock|ham|pton|.,R|oc|k|h|am|p|t|on.,"{""42"": ""R|oc|k|h|am|p|t|on."", ""43"": ""R|oc|k|ham|pt|on."", ""44"": ""R|oc|kham|p|t|on."", ""45"": ""R|oc|k|ham|p|t|on."", ""46"": ""R|oc|khamp|t|on.""}"
en,whitespace_word,Schwarzenegger,1,1,5,5,True,S|ch|war|z|ene|g|ger,S|c|hw|arz en eg|ger,"{""42"": ""S|c|hw|arz en eg|ger"", ""43"": ""S|c|hw|ar|z en egger"", ""44"": ""S|chwarz en eg|ger"", ""45"": ""S|chw|ar|z en eg|ger"", ""46"": ""S|c|hw|arz en eg|g|er""}"
en,whitespace_word,Sea–Baltic,1,1,5,5,True,Se|a|âĢĵ|B|alt|ic,S|e|a–|B|al|t|ic,"{""42"": ""S|e|a–|B|al|t|ic"", ""43"": ""S|e|a|–|Bal|t|ic"", ""44"": ""S|e|a||B|al|t|ic"", ""45"": ""S|e|a–|Balt|ic"", ""46"": ""S|e|a–|Bal|t|ic""}"
en,whitespace_word,"Shimonoseki,",1,1,5,5,True,"Sh|imon|ose|ki|,","S|hi m|on|ose|k|i,","{""42"": ""S|hi m|on|ose|k|i,"", ""43"": ""S|hi m|on|ose|ki,"", ""44"": ""S|hi|m|on|ose|k|i,"", ""45"": ""S|hi m|on|ose|ki|,"", ""46"": ""S|hi|m|on|ose|ki,""}"
en,whitespace_word,Speciation,1,1,5,5,True,S|peci|ation,S|p|eci|at|ion,"{""42"": ""S|p|eci|at|ion"", ""43"": ""S|p|ec|iat|ion"", ""44"": ""S|p|eciat|ion"", ""45"": ""S|pec|i|at|ion"", ""46"": ""S|p|ec|i|at|ion""}"
