language,analysis_unit,text,count,bpe_unique_signatures,fxt_unique_signatures,fxt_seed_signature_count,has_fxt_seed_variation,most_common_bpe,most_common_fxt,seed_signatures
en,whitespace_word,two,60,1,1,1,False,t|wo,t|wo,"{""42"": ""t|wo"", ""43"": ""t|wo"", ""44"": ""t|wo"", ""45"": ""t|wo"", ""46"": ""t|wo""}"
en,whitespace_word,when,60,1,2,2,True,wh|en,w|h|en,"{""42"": ""w|h|en"", ""43"": ""w|h en"", ""44"": ""w|h|en"", ""45"": ""w|h en"", ""46"": ""w|h en""}"
en,whitespace_word,there,59,1,1,1,False,there,t|her|e,"{""42"": ""t|her|e"", ""43"": ""t|her|e"", ""44"": ""t|her|e"", ""45"": ""t|her|e"", ""46"": ""t|her|e""}"
en,whitespace_word,after,56,1,2,2,True,after,af|te r,"{""42"": ""af|te r"", ""43"": ""af|te r"", ""44"": ""a|f|te r"", ""45"": ""af|te r"", ""46"": ""af|te r""}"
en,whitespace_word,would,56,1,3,3,True,w|ould,w|ou|ld,"{""42"": ""w|ou|ld"", ""43"": ""w|oul|d"", ""44"": ""w|ou|ld"", ""45"": ""w|ou|ld"", ""46"": ""w|ould""}"
en,whitespace_word,used,54,1,1,1,False,used,u|s|e|d,"{""42"": ""u|s|e|d"", ""43"": ""u|s|e|d"", ""44"": ""u|s|e|d"", ""45"": ""u|s|e|d"", ""46"": ""u|s|e|d""}"
en,whitespace_word,so,53,1,1,1,False,so,s|o,"{""42"": ""s|o"", ""43"": ""s|o"", ""44"": ""s|o"", ""45"": ""s|o"", ""46"": ""s|o""}"
en,whitespace_word,time,53,1,1,1,False,time,t|ime,"{""42"": ""t|ime"", ""43"": ""t|ime"", ""44"": ""t|ime"", ""45"": ""t|ime"", ""46"": ""t|ime""}"
en,whitespace_word,if,49,1,1,1,False,if,if,"{""42"": ""if"", ""43"": ""if"", ""44"": ""if"", ""45"": ""if"", ""46"": ""if""}"
en,whitespace_word,like,48,1,1,1,False,like,l|ike,"{""42"": ""l|ike"", ""43"": ""l|ike"", ""44"": ""l|ike"", ""45"": ""l|ike"", ""46"": ""l|ike""}"
en,whitespace_word,no,48,1,1,1,False,no,n|o,"{""42"": ""n|o"", ""43"": ""n|o"", ""44"": ""n|o"", ""45"": ""n|o"", ""46"": ""n|o""}"
en,whitespace_word,up,48,1,1,1,False,up,u|p,"{""42"": ""u|p"", ""43"": ""u|p"", ""44"": ""u|p"", ""45"": ""u|p"", ""46"": ""u|p""}"
en,whitespace_word,A,47,1,1,1,False,A,A,"{""42"": ""A"", ""43"": ""A"", ""44"": ""A"", ""45"": ""A"", ""46"": ""A""}"
en,whitespace_word,even,47,1,1,1,False,e|ven,e|v|en,"{""42"": ""e|v|en"", ""43"": ""e|v|en"", ""44"": ""e|v|en"", ""45"": ""e|v|en"", ""46"": ""e|v|en""}"
en,whitespace_word,new,47,1,1,1,False,new,n|ew,"{""42"": ""n|ew"", ""43"": ""n|ew"", ""44"": ""n|ew"", ""45"": ""n|ew"", ""46"": ""n|ew""}"
en,whitespace_word,over,47,1,2,2,True,over,o|v|er,"{""42"": ""o|v|er"", ""43"": ""ov|er"", ""44"": ""o|v|er"", ""45"": ""ov|er"", ""46"": ""o|v|er""}"
en,whitespace_word,being,45,1,2,2,True,be|ing,b|ei|n|g,"{""42"": ""b|ei|n|g"", ""43"": ""b|ei|ng"", ""44"": ""b|ei|ng"", ""45"": ""b|ei|n|g"", ""46"": ""b|ei|n|g""}"
en,whitespace_word,very,45,1,1,1,False,very,v|er|y,"{""42"": ""v|er|y"", ""43"": ""v|er|y"", ""44"": ""v|er|y"", ""45"": ""v|er|y"", ""46"": ""v|er|y""}"
en,whitespace_word,called,44,1,1,1,False,c|alled,c|al|l|ed,"{""42"": ""c|al|l|ed"", ""43"": ""c|al|l|ed"", ""44"": ""c|al|l|ed"", ""45"": ""c|al|l|ed"", ""46"": ""c|al|l|ed""}"
en,whitespace_word,do,42,1,1,1,False,do,d|o,"{""42"": ""d|o"", ""43"": ""d|o"", ""44"": ""d|o"", ""45"": ""d|o"", ""46"": ""d|o""}"
en,whitespace_word,made,42,1,1,1,False,m|ade,m|ad|e,"{""42"": ""m|ad|e"", ""43"": ""m|ad|e"", ""44"": ""m|ad|e"", ""45"": ""m|ad|e"", ""46"": ""m|ad|e""}"
en,whitespace_word,such,42,1,1,1,False,s|uch,s|u|c|h,"{""42"": ""s|u|c|h"", ""43"": ""s|u|c|h"", ""44"": ""s|u|c|h"", ""45"": ""s|u|c|h"", ""46"": ""s|u|c|h""}"
en,whitespace_word,where,42,1,2,2,True,where,w|h|er|e,"{""42"": ""w|h|er|e"", ""43"": ""w|h|er|e"", ""44"": ""w|h|er|e"", ""45"": ""w|her|e"", ""46"": ""w|her|e""}"
en,whitespace_word,different,41,1,3,3,True,d|iffer|ent,d|if|f|er|en t,"{""42"": ""d|if|f|er|en t"", ""43"": ""d|if|fer|en t"", ""44"": ""d|if|f|er|en t"", ""45"": ""d|iff|er|en t"", ""46"": ""d|if|fer|en t""}"
en,whitespace_word,get,41,1,1,1,False,get,g|et,"{""42"": ""g|et"", ""43"": ""g|et"", ""44"": ""g|et"", ""45"": ""g|et"", ""46"": ""g|et""}"
en,whitespace_word,just,41,1,2,2,True,just,j|ust,"{""42"": ""j|ust"", ""43"": ""just"", ""44"": ""j|ust"", ""45"": ""j|ust"", ""46"": ""j|ust""}"
en,whitespace_word,make,41,1,2,2,True,ma|ke,m|ak|e,"{""42"": ""m|ak|e"", ""43"": ""m|ak|e"", ""44"": ""m|ak|e"", ""45"": ""m|ake"", ""46"": ""m|ak|e""}"
en,whitespace_word,through,41,1,3,3,True,th|rough,t|hr|oug|h,"{""42"": ""t|hr|oug|h"", ""43"": ""t|hr|ough"", ""44"": ""t|hroug|h"", ""45"": ""t|hr|ough"", ""46"": ""t|hr|ough""}"
en,whitespace_word,any,40,1,1,1,False,any,an|y,"{""42"": ""an|y"", ""43"": ""an|y"", ""44"": ""an|y"", ""45"": ""an|y"", ""46"": ""an|y""}"
en,whitespace_word,out,40,1,2,2,True,out,ou|t,"{""42"": ""ou|t"", ""43"": ""ou|t"", ""44"": ""ou|t"", ""45"": ""ou|t"", ""46"": ""o|u|t""}"
en,whitespace_word,said,39,1,1,1,False,sa|id,s|aid,"{""42"": ""s|aid"", ""43"": ""s|aid"", ""44"": ""s|aid"", ""45"": ""s|aid"", ""46"": ""s|aid""}"
en,whitespace_word,should,39,1,3,3,True,sh|ould,s|houl|d,"{""42"": ""s|houl|d"", ""43"": ""s|hould"", ""44"": ""s|h|oul|d"", ""45"": ""s|houl|d"", ""46"": ""s|hould""}"
en,whitespace_word,country,37,1,2,2,True,co|un|try,c|ou|nt|ry,"{""42"": ""c|ou|nt|ry"", ""43"": ""c|ou|nt|ry"", ""44"": ""c|ou|nt|ry"", ""45"": ""c|ou|nt|ry"", ""46"": ""c|ount|ry""}"
en,whitespace_word,during,37,1,3,3,True,d|uring,d|u|r|ing,"{""42"": ""d|u|r|ing"", ""43"": ""d|u|r|in|g"", ""44"": ""d|ur|in|g"", ""45"": ""d|ur|in|g"", ""46"": ""d|ur|in|g""}"
en,whitespace_word,They,36,1,1,1,False,They,T|hey,"{""42"": ""T|hey"", ""43"": ""T|hey"", ""44"": ""T|hey"", ""45"": ""T|hey"", ""46"": ""T|hey""}"
en,whitespace_word,because,36,1,3,3,True,b|ecause,b|ec|aus|e,"{""42"": ""b|ec|aus|e"", ""43"": ""b|ec|ause"", ""44"": ""b|ec|ause"", ""45"": ""b|ec|au|s|e"", ""46"": ""b|ec|ause""}"
en,whitespace_word,between,36,1,2,2,True,bet|ween,b|et|we en,"{""42"": ""b|et|we en"", ""43"": ""b|et|we en"", ""44"": ""b|et|w|e en"", ""45"": ""b|et|w|e en"", ""46"": ""b|et|we en""}"
en,whitespace_word,He,35,1,1,1,False,He,H|e,"{""42"": ""H|e"", ""43"": ""H|e"", ""44"": ""H|e"", ""45"": ""H|e"", ""46"": ""H|e""}"
en,whitespace_word,way,35,1,2,2,True,way,w|ay,"{""42"": ""w|ay"", ""43"": ""w|ay"", ""44"": ""way"", ""45"": ""w|ay"", ""46"": ""w|ay""}"
en,whitespace_word,while,35,1,4,4,True,while,w|hi l|e,"{""42"": ""w|hi l|e"", ""43"": ""w|hi le"", ""44"": ""w|hi|le"", ""45"": ""w|hi l|e"", ""46"": ""w hi|l|e""}"
en,whitespace_word,them,34,1,1,1,False,th|em,t|hem,"{""42"": ""t|hem"", ""43"": ""t|hem"", ""44"": ""t|hem"", ""45"": ""t|hem"", ""46"": ""t|hem""}"
en,whitespace_word,If,33,1,1,1,False,If,If,"{""42"": ""If"", ""43"": ""If"", ""44"": ""If"", ""45"": ""If"", ""46"": ""If""}"
en,whitespace_word,those,33,1,1,1,False,th|ose,t|hose,"{""42"": ""t|hose"", ""43"": ""t|hose"", ""44"": ""t|hose"", ""45"": ""t|hose"", ""46"": ""t|hose""}"
en,whitespace_word,around,32,1,3,3,True,ar|ound,ar|ou|nd,"{""42"": ""ar|ou|nd"", ""43"": ""ar|ou|nd"", ""44"": ""ar|ou|nd"", ""45"": ""ar|ound"", ""46"": ""ar|ou|n|d""}"
en,whitespace_word,well,32,1,2,2,True,well,w|el|l,"{""42"": ""w|el|l"", ""43"": ""w|el|l"", ""44"": ""w|el|l"", ""45"": ""w|ell"", ""46"": ""w|el|l""}"
en,whitespace_word,There,31,1,1,1,False,There,T|her|e,"{""42"": ""T|her|e"", ""43"": ""T|her|e"", ""44"": ""T|her|e"", ""45"": ""T|her|e"", ""46"": ""T|her|e""}"
en,whitespace_word,known,31,1,2,2,True,known,k|n|ow|n,"{""42"": ""k|n|ow|n"", ""43"": ""k|n|ow|n"", ""44"": ""kn|own"", ""45"": ""k|n|ow|n"", ""46"": ""k|n|ow|n""}"
en,whitespace_word,then,31,1,1,1,False,th|en,t|h en,"{""42"": ""t|h en"", ""43"": ""t|h en"", ""44"": ""t|h en"", ""45"": ""t|h en"", ""46"": ""t|h en""}"
en,whitespace_word,these,31,1,1,1,False,th|ese,t|h es e,"{""42"": ""t|h es e"", ""43"": ""t|h es e"", ""44"": ""t|h es e"", ""45"": ""t|h es e"", ""46"": ""t|h es e""}"
en,whitespace_word,what,31,1,2,2,True,what,w|h|at,"{""42"": ""w|h|at"", ""43"": ""w|hat"", ""44"": ""w|hat"", ""45"": ""w|hat"", ""46"": ""w|hat""}"
en,whitespace_word,back,30,1,1,1,False,back,b|ack,"{""42"": ""b|ack"", ""43"": ""b|ack"", ""44"": ""b|ack"", ""45"": ""b|ack"", ""46"": ""b|ack""}"
en,whitespace_word,both,30,1,1,1,False,b|oth,b|ot|h,"{""42"": ""b|ot|h"", ""43"": ""b|ot|h"", ""44"": ""b|ot|h"", ""45"": ""b|ot|h"", ""46"": ""b|ot|h""}"
en,whitespace_word,place,30,1,1,1,False,place,p|l|ace,"{""42"": ""p|l|ace"", ""43"": ""p|l|ace"", ""44"": ""p|l|ace"", ""45"": ""p|l|ace"", ""46"": ""p|l|ace""}"
en,whitespace_word,without,30,1,1,1,False,with|out,w|it|hout,"{""42"": ""w|it|hout"", ""43"": ""w|it|hout"", ""44"": ""w|it|hout"", ""45"": ""w|it|hout"", ""46"": ""w|it|hout""}"
en,whitespace_word,"However,",28,1,1,1,False,"However|,","H|ow|ever|,","{""42"": ""H|ow|ever|,"", ""43"": ""H|ow|ever|,"", ""44"": ""H|ow|ever|,"", ""45"": ""H|ow|ever|,"", ""46"": ""H|ow|ever|,""}"
en,whitespace_word,need,28,1,2,2,True,ne|ed,n|ee|d,"{""42"": ""n|ee|d"", ""43"": ""n|eed"", ""44"": ""n|ee|d"", ""45"": ""n|ee|d"", ""46"": ""n|ee|d""}"
en,whitespace_word,still,28,1,1,1,False,st|ill,s|t|ill,"{""42"": ""s|t|ill"", ""43"": ""s|t|ill"", ""44"": ""s|t|ill"", ""45"": ""s|t|ill"", ""46"": ""s|t|ill""}"
en,whitespace_word,water,28,1,2,2,True,water,w|a te r,"{""42"": ""w|a te r"", ""43"": ""w|a te r"", ""44"": ""w|a te r"", ""45"": ""wa te r"", ""46"": ""w|a te r""}"
en,whitespace_word,For,27,1,1,1,False,For,F|or,"{""42"": ""F|or"", ""43"": ""F|or"", ""44"": ""F|or"", ""45"": ""F|or"", ""46"": ""F|or""}"
en,whitespace_word,city,27,1,1,1,False,ci|ty,c|it|y,"{""42"": ""c|it|y"", ""43"": ""c|it|y"", ""44"": ""c|it|y"", ""45"": ""c|it|y"", ""46"": ""c|it|y""}"
en,whitespace_word,found,27,1,3,3,True,fo|und,f|ou|nd,"{""42"": ""f|ou|nd"", ""43"": ""f|oun|d"", ""44"": ""f|ou|n|d"", ""45"": ""f|ou|n|d"", ""46"": ""f|oun|d""}"
en,whitespace_word,take,27,1,1,1,False,take,t|ake,"{""42"": ""t|ake"", ""43"": ""t|ake"", ""44"": ""t|ake"", ""45"": ""t|ake"", ""46"": ""t|ake""}"
en,whitespace_word,we,27,1,1,1,False,we,w|e,"{""42"": ""w|e"", ""43"": ""w|e"", ""44"": ""w|e"", ""45"": ""w|e"", ""46"": ""w|e""}"
en,whitespace_word,work,27,1,2,2,True,work,w|or|k,"{""42"": ""w|or|k"", ""43"": ""w|or|k"", ""44"": ""w|or|k"", ""45"": ""w|or|k"", ""46"": ""wor|k""}"
en,whitespace_word,Some,26,1,1,1,False,Some,S|om|e,"{""42"": ""S|om|e"", ""43"": ""S|om|e"", ""44"": ""S|om|e"", ""45"": ""S|om|e"", ""46"": ""S|om|e""}"
en,whitespace_word,United,26,1,3,3,True,Un|ited,U|ni te|d,"{""42"": ""U|ni te|d"", ""43"": ""U|n|i te d"", ""44"": ""U|n|i te d"", ""45"": ""U|n|i te d"", ""46"": ""U|ni te d""}"
en,whitespace_word,due,26,1,2,2,True,d|ue,d|ue,"{""42"": ""d|ue"", ""43"": ""d|u|e"", ""44"": ""d|ue"", ""45"": ""d|ue"", ""46"": ""d|u|e""}"
en,whitespace_word,large,26,1,1,1,False,lar|ge,l|ar|g|e,"{""42"": ""l|ar|g|e"", ""43"": ""l|ar|g|e"", ""44"": ""l|ar|g|e"", ""45"": ""l|ar|g|e"", ""46"": ""l|ar|g|e""}"
en,whitespace_word,local,26,1,2,2,True,lo|cal,l|oc|al,"{""42"": ""l|oc|al"", ""43"": ""l|ocal"", ""44"": ""l|oc|al"", ""45"": ""l|ocal"", ""46"": ""l|ocal""}"
en,whitespace_word,same,26,1,2,2,True,s|ame,sam|e,"{""42"": ""sam|e"", ""43"": ""s|am|e"", ""44"": ""s|am|e"", ""45"": ""s|am|e"", ""46"": ""s|am|e""}"
en,whitespace_word,As,25,1,1,1,False,As,As,"{""42"": ""As"", ""43"": ""As"", ""44"": ""As"", ""45"": ""As"", ""46"": ""As""}"
en,whitespace_word,These,25,1,1,1,False,These,T|h es e,"{""42"": ""T|h es e"", ""43"": ""T|h es e"", ""44"": ""T|h es e"", ""45"": ""T|h es e"", ""46"": ""T|h es e""}"
en,whitespace_word,small,25,1,2,2,True,sm|all,s|m|al|l,"{""42"": ""s|m|al|l"", ""43"": ""s|m|al|l"", ""44"": ""s|m|al|l"", ""45"": ""s|m|all"", ""46"": ""s|m|al|l""}"
en,whitespace_word,use,25,1,1,1,False,use,u|s|e,"{""42"": ""u|s|e"", ""43"": ""u|s|e"", ""44"": ""u|s|e"", ""45"": ""u|s|e"", ""46"": ""u|s|e""}"
en,whitespace_word,world,25,1,2,2,True,world,w|or|ld,"{""42"": ""w|or|ld"", ""43"": ""w|or|ld"", ""44"": ""w|or|l|d"", ""45"": ""w|or|l|d"", ""46"": ""w|or|l|d""}"
en,whitespace_word,South,24,1,1,1,False,S|outh,S|ou|t|h,"{""42"": ""S|ou|t|h"", ""43"": ""S|ou|t|h"", ""44"": ""S|ou|t|h"", ""45"": ""S|ou|t|h"", ""46"": ""S|ou|t|h""}"
en,whitespace_word,along,24,1,1,1,False,al|ong,al|on|g,"{""42"": ""al|on|g"", ""43"": ""al|on|g"", ""44"": ""al|on|g"", ""45"": ""al|on|g"", ""46"": ""al|on|g""}"
en,whitespace_word,each,24,1,2,2,True,e|ach,e|ac|h,"{""42"": ""e|ac|h"", ""43"": ""e|ac|h"", ""44"": ""e|ac|h"", ""45"": ""e|ac|h"", ""46"": ""e|ach""}"
