text,count,langs,bpe_unique_signatures,fxt_unique_signatures,most_common_bpe,most_common_fxt,fxt_seed_signature_count
"In its most recent monthly report, OPEC said exports of crude had fallen to their lowest level for two decades at 2.8 million barrels per day.",1,{'en': 1},1,1,"In|Ġits|Ġmost|Ġrecent|Ġmonthly|Ġreport|,|ĠOP|EC|Ġsaid|Ġex|ports|Ġof|Ġcr|ude|Ġhad|Ġfall|en|Ġto|Ġtheir|Ġlowest|Ġlevel|Ġfor|Ġtwo|Ġdecades|Ġat|Ġ|2|.|8|Ġmillion|Ġbar|rel|s|Ġper|Ġday|.",<ERROR>,1
"The country's supreme leader, Ayatollah Ali Khamenei, has described the dependency on oil as ""a trap"" dating from before Iran's Islamic revolution in 1979 and from which the country should free itself.",1,{'en': 1},1,1,"The|Ġcountry|'s|Ġsup|reme|Ġleader|,|ĠAy|at|ol|lah|ĠAli|ĠK|ham|ene|i|,|Ġhas|Ġdescribed|Ġthe|Ġdepend|ency|Ġon|Ġoil|Ġas|Ġ""|a|Ġtra|p|""|Ġdating|Ġfrom|Ġbefore|ĠIran|'s|ĠIslamic|Ġrevolution|Ġin|Ġ|197|9|Ġand|Ġfrom|Ġwhich|Ġthe|Ġcountry|Ġshould|Ġfree|Ġitself|.",<ERROR>,1
"When the capsule gets to Earth and enters the atmosphere, at about 5am (eastern time), it is expected to put on quite a light show for folks in Northern California, Oregon, Nevada, and Utah.",1,{'en': 1},1,1,"When|Ġthe|Ġcap|s|ule|Ġgets|Ġto|ĠEarth|Ġand|Ġent|ers|Ġthe|Ġatmosphere|,|Ġat|Ġabout|Ġ|5|am|Ġ(|e|as|tern|Ġtime|),|Ġit|Ġis|Ġexpected|Ġto|Ġput|Ġon|Ġquite|Ġa|Ġlight|Ġshow|Ġfor|Ġfolks|Ġin|ĠNorthern|ĠCalifornia|,|ĠOregon|,|ĠNe|vada|,|Ġand|ĠUtah|.",<ERROR>,1
The capsule will look much like a shooting star going across the sky.,1,{'en': 1},1,1,The|Ġcap|s|ule|Ġwill|Ġlook|Ġmuch|Ġlike|Ġa|Ġshooting|Ġstar|Ġgoing|Ġacross|Ġthe|Ġsky|.,<ERROR>,1
"The capsule will be traveling at about 12.8 km or 8 miles per second, fast enough to go from San Francisco to Los Angeles in one minute.",1,{'en': 1},1,1,"The|Ġcap|s|ule|Ġwill|Ġbe|Ġtraveling|Ġat|Ġabout|Ġ|12|.|8|Ġkm|Ġor|Ġ|8|Ġmiles|Ġper|Ġsecond|,|Ġfast|Ġenough|Ġto|Ġgo|Ġfrom|ĠSan|ĠFrancisco|Ġto|ĠLos|ĠAngeles|Ġin|Ġone|Ġminute|.",<ERROR>,1
"Stardust will set a new all-time record for being the fastest spacecraft to return to Earth, breaking the previous record set in May of 1969 during the return of the Apollo X command module.",1,{'en': 1},1,1,"St|ard|ust|Ġwill|Ġset|Ġa|Ġnew|Ġall|-time|Ġrecord|Ġfor|Ġbeing|Ġthe|Ġfast|est|Ġspace|craft|Ġto|Ġreturn|Ġto|ĠEarth|,|Ġbreaking|Ġthe|Ġprevious|Ġrecord|Ġset|Ġin|ĠMay|Ġof|Ġ|196|9|Ġduring|Ġthe|Ġreturn|Ġof|Ġthe|ĠAp|ol|lo|ĠX|Ġcommand|Ġmod|ule|.",<ERROR>,1
"“It will move over the west coast of northern California and will light the sky from California through central Oregon and on through Nevada and Idaho and into Utah,” Tom Duxbury, Stardust's project manager said.",1,{'en': 1},1,1,"âĢľIt|Ġwill|Ġmove|Ġover|Ġthe|Ġwest|Ġcoast|Ġof|Ġnorthern|ĠCalifornia|Ġand|Ġwill|Ġlight|Ġthe|Ġsky|Ġfrom|ĠCalifornia|Ġthrough|Ġcentral|ĠOregon|Ġand|Ġon|Ġthrough|ĠNe|vada|Ġand|ĠI|da|ho|Ġand|Ġinto|ĠUtah|,âĢĿ|ĠTom|ĠD|ux|bury|,|ĠSt|ard|ust|'s|Ġproject|Ġmanager|Ġsaid|.",<ERROR>,1
"Mr. Rudd's decision to sign the Kyoto climate accord isolates the United States, which will now be the only developed nation not to ratify the agreement.",1,{'en': 1},1,1,"Mr|.|ĠR|ud|d|'s|Ġdecision|Ġto|Ġsign|Ġthe|ĠKy|oto|Ġclimate|Ġaccord|Ġisol|ates|Ġthe|ĠUnited|ĠStates|,|Ġwhich|Ġwill|Ġnow|Ġbe|Ġthe|Ġonly|Ġdeveloped|Ġnation|Ġnot|Ġto|Ġrat|ify|Ġthe|Ġagreement|.",<ERROR>,1
"Australia's former conservative government refused to ratify Kyoto, saying it would damage the economy with its heavy reliance on coal exports, while countries like India and China were not bound by emissions targets.",1,{'en': 1},1,1,"A|ustr|alia|'s|Ġformer|Ġconservative|Ġgovernment|Ġrefused|Ġto|Ġrat|ify|ĠKy|oto|,|Ġsaying|Ġit|Ġwould|Ġdamage|Ġthe|Ġeconomy|Ġwith|Ġits|Ġheavy|Ġrel|iance|Ġon|Ġcoal|Ġex|ports|,|Ġwhile|Ġcountries|Ġlike|ĠIndia|Ġand|ĠChina|Ġwere|Ġnot|Ġbound|Ġby|Ġemissions|Ġtargets|.",<ERROR>,1
It is the biggest acquisition in eBay's history.,1,{'en': 1},1,1,It|Ġis|Ġthe|Ġbiggest|Ġacquis|ition|Ġin|Ġe|B|ay|'s|Ġhistory|.,<ERROR>,1
"The company hopes to diversify its profit sources and gain popularity in areas where Skype holds a strong position, such as China, Eastern Europe, and Brazil.",1,{'en': 1},1,1,"The|Ġcompany|Ġhopes|Ġto|Ġdivers|ify|Ġits|Ġprofit|Ġsources|Ġand|Ġgain|Ġpopular|ity|Ġin|Ġareas|Ġwhere|ĠSkype|Ġholds|Ġa|Ġstrong|Ġposition|,|Ġsuch|Ġas|ĠChina|,|ĠEastern|ĠEurope|,|Ġand|ĠBrazil|.",<ERROR>,1
Scientists have suspected Enceladus as geologically active and a possible source of Saturn's icy E ring.,1,{'en': 1},1,1,S|cient|ists|Ġhave|Ġsuspect|ed|ĠEn|cel|ad|us|Ġas|Ġge|olog|ically|Ġactive|Ġand|Ġa|Ġpossible|Ġsource|Ġof|ĠS|atur|n|'s|Ġ|icy|ĠE|Ġring|.,<ERROR>,1
"Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it.",1,{'en': 1},1,1,"En|cel|ad|us|Ġis|Ġthe|Ġmost|Ġreflect|ive|Ġobject|Ġin|Ġthe|Ġsolar|Ġsystem|,|Ġreflect|ing|Ġabout|Ġ|90|Ġpercent|Ġof|Ġthe|Ġsun|light|Ġthat|Ġhits|Ġit|.",<ERROR>,1
The game publisher Konami stated today in a Japanese newspaper that they will not be releasing the game Six Days in Fallujah.,1,{'en': 1},1,1,The|Ġgame|Ġpubl|isher|ĠK|on|ami|Ġstated|Ġtoday|Ġin|Ġa|ĠJapanese|Ġnewspaper|Ġthat|Ġthey|Ġwill|Ġnot|Ġbe|Ġrele|asing|Ġthe|Ġgame|ĠSix|ĠDays|Ġin|ĠFall|u|ja|h|.,<ERROR>,1
"The game is based on the Second Battle of Fallujah, a vicious battle between American and Iraqi forces.",1,{'en': 1},1,1,"The|Ġgame|Ġis|Ġbased|Ġon|Ġthe|ĠSecond|ĠBattle|Ġof|ĠFall|u|ja|h|,|Ġa|Ġv|icious|Ġbattle|Ġbetween|ĠAmerican|Ġand|ĠIraq|i|Ġforces|.",<ERROR>,1
"The ACMA also found that despite the video being streamed on the Internet, Big Brother had not breached online content censorship laws as the media had not been stored on Big Brother's website.",1,{'en': 1},1,1,"The|ĠAC|MA|Ġalso|Ġfound|Ġthat|Ġdespite|Ġthe|Ġvideo|Ġbeing|Ġstream|ed|Ġon|Ġthe|ĠInternet|,|ĠBig|ĠBro|ther|Ġhad|Ġnot|Ġbre|ach|ed|Ġonline|Ġcontent|Ġcens|orship|Ġlaws|Ġas|Ġthe|Ġmedia|Ġhad|Ġnot|Ġbeen|Ġstored|Ġon|ĠBig|ĠBro|ther|'s|Ġwebsite|.",<ERROR>,1
"The Broadcasting Services Act provides for the regulation of Internet content, however to be considered Internet content, it must physically reside on a server.",1,{'en': 1},1,1,"The|ĠBroad|cast|ing|ĠServices|ĠAct|Ġprovides|Ġfor|Ġthe|Ġregulation|Ġof|ĠInternet|Ġcontent|,|Ġhowever|Ġto|Ġbe|Ġconsidered|ĠInternet|Ġcontent|,|Ġit|Ġmust|Ġphys|ically|Ġres|ide|Ġon|Ġa|Ġserver|.",<ERROR>,1
"The United States embassy located in Nairobi, Kenya has issued a warning that ""extremists from Somalia"" are planning to launch suicide bomb attacks in Kenya and Ethiopia.",1,{'en': 1},1,1,"The|ĠUnited|ĠStates|Ġemb|ass|y|Ġlocated|Ġin|ĠN|ai|rob|i|,|ĠKen|ya|Ġhas|Ġissued|Ġa|Ġwarning|Ġthat|Ġ""|ext|rem|ists|Ġfrom|ĠSom|alia|""|Ġare|Ġplanning|Ġto|Ġlaunch|Ġsuici|de|Ġbomb|Ġattacks|Ġin|ĠKen|ya|Ġand|ĠEth|io|p|ia|.",<ERROR>,1
Northern Rock had required support due to its exposure during the subprime mortgage crisis in 2007.,1,{'en': 1},1,1,N|orthern|ĠRock|Ġhad|Ġrequired|Ġsupport|Ġdue|Ġto|Ġits|Ġexposure|Ġduring|Ġthe|Ġsub|pr|ime|Ġmortgage|Ġcrisis|Ġin|Ġ|200|7|.,<ERROR>,1
Sir Richard Branson's Virgin Group had a bid for the bank rejected prior to the bank’s nationalisation.,1,{'en': 1},1,1,S|ir|ĠRichard|ĠBr|ans|on|'s|ĠVirgin|ĠGroup|Ġhad|Ġa|Ġbid|Ġfor|Ġthe|Ġbank|Ġreject|ed|Ġprior|Ġto|Ġthe|Ġbank|âĢĻs|Ġnational|isation|.,<ERROR>,1
"In 2010, while nationalised, the current high street bank Northern Rock plc was split from the ‘bad bank’, Northern Rock (Asset Management).",1,{'en': 1},1,1,"In|Ġ|201|0|,|Ġwhile|Ġnational|ised|,|Ġthe|Ġcurrent|Ġhigh|Ġstreet|Ġbank|ĠNorthern|ĠRock|Ġpl|c|Ġwas|Ġsplit|Ġfrom|Ġthe|ĠâĢĺ|b|ad|Ġbank|âĢĻ,|ĠNorthern|ĠRock|Ġ(|As|set|ĠManagement|).",<ERROR>,1
In 2009 she was awarded the title of National Superintendent of the Year.,1,{'en': 1},1,1,In|Ġ|200|9|Ġshe|Ġwas|Ġawarded|Ġthe|Ġtitle|Ġof|ĠNational|ĠSuper|intend|ent|Ġof|Ġthe|ĠYear|.,<ERROR>,1
"Shortly after, The Atlanta Journal-Constitution published a report showing problems with test results.",1,{'en': 1},1,1,"Sh|ort|ly|Ġafter|,|ĠThe|ĠAtlanta|ĠJournal|-|Con|st|itution|Ġpublished|Ġa|Ġreport|Ġshowing|Ġproblems|Ġwith|Ġtest|Ġresults|.",<ERROR>,1
"The report showed test scores had increased implausibly fast, and alleged the school internally detected problems but didn't act on the findings.",1,{'en': 1},1,1,"The|Ġreport|Ġshowed|Ġtest|Ġscores|Ġhad|Ġincreased|Ġimp|la|us|ibly|Ġfast|,|Ġand|Ġalleged|Ġthe|Ġschool|Ġintern|ally|Ġdetect|ed|Ġproblems|Ġbut|Ġdidn|'t|Ġact|Ġon|Ġthe|Ġfindings|.",<ERROR>,1
"Evidence thereafter indicated test papers were tampered with Hall, along with 34 other education officials, was indicted in 2013.",1,{'en': 1},1,1,"E|vid|ence|Ġthere|after|Ġindicated|Ġtest|Ġpapers|Ġwere|Ġt|am|per|ed|Ġwith|ĠHall|,|Ġalong|Ġwith|Ġ|34|Ġother|Ġeducation|Ġofficials|,|Ġwas|Ġind|icted|Ġin|Ġ|201|3|.",<ERROR>,1
The Irish government is stressing the urgency of parliamentary legislation to rectify the situation.,1,{'en': 1},1,1,The|ĠIrish|Ġgovernment|Ġis|Ġstress|ing|Ġthe|Ġur|gency|Ġof|Ġpar|liament|ary|Ġlegislation|Ġto|Ġrect|ify|Ġthe|Ġsituation|.,<ERROR>,1
"""It is now important from both a public health and criminal justice perspective that the legislation be enacted as soon as possible"", said a government spokesperson.",1,{'en': 1},1,1,"""It|Ġis|Ġnow|Ġimportant|Ġfrom|Ġboth|Ġa|Ġpublic|Ġhealth|Ġand|Ġcriminal|Ġjustice|Ġperspective|Ġthat|Ġthe|Ġlegislation|Ġbe|Ġen|act|ed|Ġas|Ġsoon|Ġas|Ġpossible|"",|Ġsaid|Ġa|Ġgovernment|Ġspokes|person|.",<ERROR>,1
"The Health Minister expressed concern both for the welfare of individuals taking advantage of the temporary legality of the substances involved, and for drug-related convictions handed down since the now-unconstitutional changes came into effect.",1,{'en': 1},1,1,"The|ĠHealth|ĠMinister|Ġexpressed|Ġconcern|Ġboth|Ġfor|Ġthe|Ġw|elfare|Ġof|Ġindividuals|Ġtaking|Ġadvantage|Ġof|Ġthe|Ġtemporary|Ġleg|ality|Ġof|Ġthe|Ġsubst|ances|Ġinvolved|,|Ġand|Ġfor|Ġdrug|-related|Ġconv|ict|ions|Ġhand|ed|Ġdown|Ġsince|Ġthe|Ġnow|-|un|con|st|itut|ional|Ġchanges|Ġcame|Ġinto|Ġeffect|.",<ERROR>,1
