text,count,langs,bpe_unique_signatures,fxt_unique_signatures,most_common_bpe,most_common_fxt,fxt_seed_signature_count
"It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called ""illuminated manuscripts"".",1,{'en': 1},1,1,"It|Ġcan|Ġbe|Ġmade|Ġvery|Ġthin|,|Ġand|Ġstuck|Ġonto|Ġother|Ġmetal|.|ĠIt|Ġcan|Ġbe|Ġmade|Ġso|Ġthin|Ġthat|Ġit|Ġwas|Ġsometimes|Ġused|Ġto|Ġdecor|ate|Ġthe|Ġhand|-|pa|inted|Ġpictures|Ġin|Ġbooks|Ġcalled|Ġ""|ill|umin|ated|Ġman|us|cripts|"".",<ERROR>,1
"It can be pulled into thin wire, which can be twisted and plaited. It can be hammered or rolled into sheets.",1,{'en': 1},1,1,"It|Ġcan|Ġbe|Ġpulled|Ġinto|Ġthin|Ġwire|,|Ġwhich|Ġcan|Ġbe|Ġtwist|ed|Ġand|Ġpla|ited|.|ĠIt|Ġcan|Ġbe|Ġham|mer|ed|Ġor|Ġroll|ed|Ġinto|Ġshe|ets|.",<ERROR>,1
Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.,1,{'en': 1},1,1,G|old|Ġmay|Ġbe|Ġworked|Ġinto|Ġall|Ġsort|s|Ġof|Ġshap|es|.|ĠIt|Ġcan|Ġbe|Ġroll|ed|Ġinto|Ġtiny|Ġshap|es|.,<ERROR>,1
"Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris.",1,{'en': 1},1,1,"Res|earch|ers|Ġfrom|ĠPr|inc|et|on|ĠUniversity|Ġin|Ġthe|ĠUnited|ĠStates|Ġand|ĠU|pp|s|ala|ĠUniversity|Ġin|ĠSwed|en|Ġreported|Ġthe|Ġnew|Ġspecies|Ġevol|ved|Ġin|Ġjust|Ġtwo|Ġgenerations|,|Ġthough|Ġthis|Ġprocess|Ġhad|Ġbeen|Ġbelieved|Ġto|Ġtake|Ġmuch|Ġlonger|,|Ġdue|Ġto|Ġbre|eding|Ġbetween|Ġan|Ġend|emic|ĠDar|win|Ġfin|ch|,|ĠGe|osp|iza|Ġfor|tes|,|Ġand|Ġthe|Ġimmigr|ant|Ġc|act|us|Ġfin|ch|,|ĠGe|osp|iza|Ġcon|ir|ostr|is|.",<ERROR>,1
A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.,1,{'en': 1},1,1,A|Ġstudy|Ġpublished|Ġon|ĠThursday|Ġin|Ġthe|Ġjournal|ĠScience|Ġreported|Ġon|Ġformation|Ġof|Ġa|Ġnew|Ġbird|Ġspecies|Ġon|Ġthe|ĠE|cu|ad|orean|ĠGal|Ã¡p|agos|ĠIsland|s|.,<ERROR>,1
"No extra transport is being put on and overground trains will not stop at Wembley, and car parking and park-and-ride facilities are unavailable at the ground.",1,{'en': 1},1,1,"No|Ġextra|Ġtransport|Ġis|Ġbeing|Ġput|Ġon|Ġand|Ġover|ground|Ġtra|ins|Ġwill|Ġnot|Ġstop|Ġat|ĠW|emble|y|,|Ġand|Ġcar|Ġparking|Ġand|Ġpark|-and|-r|ide|Ġfacilities|Ġare|Ġuna|v|ailable|Ġat|Ġthe|Ġground|.",<ERROR>,1
"Out of 1,400 people polled prior to the 2010 federal election, those who oppose Australia becoming a republic grew by 8 per cent since 2008.",1,{'en': 1},1,1,"Out|Ġof|Ġ|1|,|400|Ġpeople|Ġpol|led|Ġprior|Ġto|Ġthe|Ġ|201|0|Ġfederal|Ġelection|,|Ġthose|Ġwho|Ġop|pose|ĠAustralia|Ġbecoming|Ġa|Ġrepublic|Ġgrew|Ġby|Ġ|8|Ġper|Ġcent|Ġsince|Ġ|200|8|.",<ERROR>,1
It uses satellite-based technology as opposed to older ground-radar-based technology to allow air traffic controllers to pinpoint aircraft with greater precision and give pilots more accurate information.,1,{'en': 1},1,1,It|Ġuses|Ġsat|ellite|-based|Ġtechnology|Ġas|Ġopposed|Ġto|Ġolder|Ġground|-r|adar|-based|Ġtechnology|Ġto|Ġallow|Ġair|Ġtraffic|Ġcontroll|ers|Ġto|Ġpin|point|Ġaircraft|Ġwith|Ġgreater|Ġprecis|ion|Ġand|Ġgive|Ġpil|ots|Ġmore|Ġaccurate|Ġinformation|.,<ERROR>,1
NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.,1,{'en': 1},1,1,Next|Gen|Ġis|Ġa|Ġsystem|Ġthe|ĠF|AA|Ġclaims|Ġwould|Ġallow|Ġaircraft|Ġto|Ġfly|Ġsh|or|ter|Ġrout|es|Ġand|Ġsave|Ġmillions|Ġof|Ġgall|ons|Ġof|Ġfuel|Ġeach|Ġyear|Ġand|Ġcut|Ġcarbon|Ġemissions|.,<ERROR>,1
He is speculated to make a run for president in 2016.,1,{'en': 1},1,1,He|Ġis|Ġspecul|ated|Ġto|Ġmake|Ġa|Ġrun|Ġfor|Ġpresident|Ġin|Ġ|201|6|.,<ERROR>,1
"He referred to the rumors as ""political chatter and silliness"".",1,{'en': 1},1,1,"He|Ġreferred|Ġto|Ġthe|Ġrum|ors|Ġas|Ġ""|pol|it|ical|Ġchat|ter|Ġand|Ġs|ill|iness|"".",<ERROR>,1
"Cuomo, 53, began his governorship earlier this year and signed a bill last month legalizing same-sex marriage.",1,{'en': 1},1,1,"Cu|omo|,|Ġ|53|,|Ġbegan|Ġhis|Ġgovern|orship|Ġearlier|Ġthis|Ġyear|Ġand|Ġsigned|Ġa|Ġbill|Ġlast|Ġmonth|Ġlegal|izing|Ġsame|-se|x|Ġmarriage|.",<ERROR>,1
"Scientists hope to understand how planets form, especially how the Earth formed, since comets collided with the Earth long ago.",1,{'en': 1},1,1,"S|cient|ists|Ġhope|Ġto|Ġunderstand|Ġhow|Ġplan|ets|Ġform|,|Ġespecially|Ġhow|Ġthe|ĠEarth|Ġformed|,|Ġsince|Ġcom|ets|Ġcoll|ided|Ġwith|Ġthe|ĠEarth|Ġlong|Ġago|.",<ERROR>,1
Comets may possibly have been a source of water delivery to the earth along with organic matter that can form proteins and support life.,1,{'en': 1},1,1,Com|ets|Ġmay|Ġpossibly|Ġhave|Ġbeen|Ġa|Ġsource|Ġof|Ġwater|Ġdelivery|Ġto|Ġthe|Ġearth|Ġalong|Ġwith|Ġorganic|Ġmatter|Ġthat|Ġcan|Ġform|Ġprote|ins|Ġand|Ġsupport|Ġlife|.,<ERROR>,1
Several people verified the discovery using different hardware and software by the beginning of February and it was announced on Tuesday.,1,{'en': 1},1,1,S|ever|al|Ġpeople|Ġver|ified|Ġthe|Ġdiscovery|Ġusing|Ġdifferent|Ġhardware|Ġand|Ġsoftware|Ġby|Ġthe|Ġbeginning|Ġof|ĠFebruary|Ġand|Ġit|Ġwas|Ġannounced|Ġon|ĠTuesday|.,<ERROR>,1
"Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.",1,{'en': 1},1,1,"C|urt|is|ĠCooper|,|Ġa|Ġmathemat|ician|Ġand|Ġcomputer|Ġscience|Ġprofessor|Ġat|Ġthe|ĠUniversity|Ġof|ĠCentral|ĠMissouri|,|Ġhas|Ġdiscovered|Ġthe|Ġlargest|Ġknown|Ġprime|Ġnumber|Ġto|Ġdate|Ġon|ĠJanuary|Ġ|25|.",<ERROR>,1
He has been unable to take the drugs needed to overcome his pain as they are banned from the Games.,1,{'en': 1},1,1,He|Ġhas|Ġbeen|Ġunable|Ġto|Ġtake|Ġthe|Ġdrugs|Ġneeded|Ġto|Ġover|come|Ġhis|Ġpain|Ġas|Ġthey|Ġare|Ġban|ned|Ġfrom|Ġthe|ĠGames|.,<ERROR>,1
"The Olympic gold medalist was due to swim in the 100m and 200m freestyle and in three relays at the Commonwealth Games, but due to his complaints his fitness has been in doubt.",1,{'en': 1},1,1,"The|ĠOlympic|Ġgold|Ġmed|al|ist|Ġwas|Ġdue|Ġto|Ġswim|Ġin|Ġthe|Ġ|100|m|Ġand|Ġ|200|m|Ġfre|est|yle|Ġand|Ġin|Ġthree|Ġrel|ays|Ġat|Ġthe|ĠCommon|we|alth|ĠGames|,|Ġbut|Ġdue|Ġto|Ġhis|Ġcompla|ints|Ġhis|Ġfitness|Ġhas|Ġbeen|Ġin|Ġdoubt|.",<ERROR>,1
"At the extremes of the poll, 29 per cent of those surveyed believe Australia should become a republic as soon as possible, while 31 per cent believe Australia should never become a republic.",1,{'en': 1},1,1,"At|Ġthe|Ġextrem|es|Ġof|Ġthe|Ġpoll|,|Ġ|29|Ġper|Ġcent|Ġof|Ġthose|Ġsurvey|ed|Ġbelieve|ĠAustralia|Ġshould|Ġbecome|Ġa|Ġrepublic|Ġas|Ġsoon|Ġas|Ġpossible|,|Ġwhile|Ġ|31|Ġper|Ġcent|Ġbelieve|ĠAustralia|Ġshould|Ġnever|Ġbecome|Ġa|Ġrepublic|.",<ERROR>,1
"34 per cent of those in the poll share this view, wanting Queen Elizabeth II to be Australia's last monarch.",1,{'en': 1},1,1,"34|Ġper|Ġcent|Ġof|Ġthose|Ġin|Ġthe|Ġpoll|Ġshare|Ġthis|Ġview|,|Ġwanting|ĠQueen|ĠElizabeth|ĠII|Ġto|Ġbe|ĠAustralia|'s|Ġlast|Ġmon|arch|.",<ERROR>,1
"There were also toilets in ancient Egypt, Persia and China. In Roman civilization, toilets were sometimes part of public bath houses where men and women were together in mixed company.",1,{'en': 1},1,1,"There|Ġwere|Ġalso|Ġto|ile|ts|Ġin|Ġancient|ĠEgypt|,|ĠPers|ia|Ġand|ĠChina|.|ĠIn|ĠRoman|Ġcivil|ization|,|Ġto|ile|ts|Ġwere|Ġsometimes|Ġpart|Ġof|Ġpublic|Ġbath|Ġhouses|Ġwhere|Ġmen|Ġand|Ġwomen|Ġwere|Ġtogether|Ġin|Ġmixed|Ġcompany|.",<ERROR>,1
"When you call someone who is thousands of miles away, you are using a satellite.",1,{'en': 1},1,1,"When|Ġyou|Ġcall|Ġsomeone|Ġwho|Ġis|Ġthousands|Ġof|Ġmiles|Ġaway|,|Ġyou|Ġare|Ġusing|Ġa|Ġsat|ellite|.",<ERROR>,1
"The satellite in space gets the call and then reflects it back down, almost instantly.",1,{'en': 1},1,1,"The|Ġsat|ellite|Ġin|Ġspace|Ġgets|Ġthe|Ġcall|Ġand|Ġthen|Ġreflect|s|Ġit|Ġback|Ġdown|,|Ġalmost|Ġinstant|ly|.",<ERROR>,1
The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.,1,{'en': 1},1,1,The|Ġsat|ellite|Ġwas|Ġsent|Ġinto|Ġspace|Ġby|Ġa|Ġrock|et|.|ĠScient|ists|Ġuse|Ġtel|es|cop|es|Ġin|Ġspace|Ġbecause|Ġthe|ĠEarth|âĢĻs|Ġatmosphere|Ġdist|orts|Ġsome|Ġof|Ġour|Ġlight|Ġand|Ġview|.,<ERROR>,1
"Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path.",1,{'en': 1},1,1,"I|ts|Ġlong|Ġja|ws|Ġwere|Ġstud|ded|Ġwith|Ġmore|Ġthan|Ġ|70|Ġraz|or|-s|har|p|Ġteeth|,|Ġalong|Ġwith|Ġan|Ġextra|Ġset|Ġin|Ġthe|Ġroof|Ġof|Ġits|Ġmouth|,|Ġmeaning|Ġthat|Ġthere|Ġwas|Ġno|Ġescape|Ġfor|Ġanything|Ġthat|Ġcross|ed|Ġits|Ġpath|.",<ERROR>,1
"Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.",1,{'en': 1},1,1,"M|osas|aur|us|Ġwas|Ġthe|Ġa|pe|x|Ġpred|ator|Ġof|Ġits|Ġtime|,|Ġso|Ġit|Ġfear|ed|Ġnothing|,|Ġexcept|Ġother|Ġmos|asa|urs|.",<ERROR>,1
"We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.",1,{'en': 1},1,1,"We|Ġmake|Ġour|Ġhouses|Ġfrom|Ġplants|Ġand|Ġmake|Ġclothes|Ġfrom|Ġplants|.|ĠMost|Ġfoods|Ġthat|Ġwe|Ġeat|Ġare|Ġplants|.|ĠWithout|Ġplants|,|Ġanimals|Ġcould|Ġnot|Ġsurvive|.",<ERROR>,1
Plants make their food from the sun by photosynthesis. They also provide shade.,1,{'en': 1},1,1,Pl|ants|Ġmake|Ġtheir|Ġfood|Ġfrom|Ġthe|Ġsun|Ġby|Ġphotos|yn|th|esis|.|ĠThey|Ġalso|Ġprovide|Ġsh|ade|.,<ERROR>,1
"Plants make oxygen which humans breathe, and they take in carbon-dioxide which humans exhale (that is, breathe out).",1,{'en': 1},1,1,"Pl|ants|Ġmake|Ġox|y|gen|Ġwhich|Ġhumans|Ġbreat|he|,|Ġand|Ġthey|Ġtake|Ġin|Ġcarbon|-d|io|x|ide|Ġwhich|Ġhumans|Ġex|h|ale|Ġ(|that|Ġis|,|Ġbreat|he|Ġout|).",<ERROR>,1
"We call this process speciation, which just means the formation of new species. Speciation is an unavoidable consequence and a very important part of evolution.",1,{'en': 1},1,1,"We|Ġcall|Ġthis|Ġprocess|Ġspeci|ation|,|Ġwhich|Ġjust|Ġmeans|Ġthe|Ġformation|Ġof|Ġnew|Ġspecies|.|ĠSpeci|ation|Ġis|Ġan|Ġuna|vo|id|able|Ġconsequ|ence|Ġand|Ġa|Ġvery|Ġimportant|Ġpart|Ġof|Ġevolution|.",<ERROR>,1
"Eventually, after thousands or even millions of years, the two populations will look so different that they can't be called the same species.",1,{'en': 1},1,1,"E|vent|ually|,|Ġafter|Ġthousands|Ġor|Ġeven|Ġmillions|Ġof|Ġyears|,|Ġthe|Ġtwo|Ġpop|ulations|Ġwill|Ġlook|Ġso|Ġdifferent|Ġthat|Ġthey|Ġcan|'t|Ġbe|Ġcalled|Ġthe|Ġsame|Ġspecies|.",<ERROR>,1
"Over time, as the new population begins to adapt to their new environment, they start to look less and less like the other population.",1,{'en': 1},1,1,"Over|Ġtime|,|Ġas|Ġthe|Ġnew|Ġpopulation|Ġbegins|Ġto|Ġadapt|Ġto|Ġtheir|Ġnew|Ġenvironment|,|Ġthey|Ġstart|Ġto|Ġlook|Ġless|Ġand|Ġless|Ġlike|Ġthe|Ġother|Ġpopulation|.",<ERROR>,1
"The original population hasn't changed at all, they still need the same adaptations as before.",1,{'en': 1},1,1,"The|Ġoriginal|Ġpopulation|Ġhasn|'t|Ġchanged|Ġat|Ġall|,|Ġthey|Ġstill|Ġneed|Ġthe|Ġsame|Ġadapt|ations|Ġas|Ġbefore|.",<ERROR>,1
"This new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.",1,{'en': 1},1,1,"This|Ġnew|Ġenvironment|Ġhas|Ġdifferent|Ġresources|Ġand|Ġdifferent|Ġcompetit|ors|,|Ġso|Ġthe|Ġnew|Ġpopulation|Ġwill|Ġneed|Ġdifferent|Ġfeatures|Ġor|Ġadapt|ations|Ġto|Ġbe|Ġa|Ġstrong|Ġcompet|itor|Ġthan|Ġwhat|Ġthey|Ġhad|Ġneeded|Ġbefore|.",<ERROR>,1
"When a small group of living things (a small population) gets separated from the main population that they came from (like if they move over a mountain range or a river, or if they move to a new island so that they can't easily move back) they will often find themselves in a different environment than they were in before.",1,{'en': 1},1,1,"When|Ġa|Ġsmall|Ġgroup|Ġof|Ġliving|Ġthings|Ġ(|a|Ġsmall|Ġpopulation|)|Ġgets|Ġsepar|ated|Ġfrom|Ġthe|Ġmain|Ġpopulation|Ġthat|Ġthey|Ġcame|Ġfrom|Ġ(|like|Ġif|Ġthey|Ġmove|Ġover|Ġa|Ġmountain|Ġrange|Ġor|Ġa|Ġriver|,|Ġor|Ġif|Ġthey|Ġmove|Ġto|Ġa|Ġnew|Ġisland|Ġso|Ġthat|Ġthey|Ġcan|'t|Ġeasily|Ġmove|Ġback|)|Ġthey|Ġwill|Ġoften|Ġfind|Ġthemselves|Ġin|Ġa|Ġdifferent|Ġenvironment|Ġthan|Ġthey|Ġwere|Ġin|Ġbefore|.",<ERROR>,1
"They can see very well in the dark with night vision, and move very stealthily, too. Ocelots hunt their prey by blending in with their surroundings then pouncing on their prey.",1,{'en': 1},1,1,"They|Ġcan|Ġsee|Ġvery|Ġwell|Ġin|Ġthe|Ġdark|Ġwith|Ġnight|Ġvision|,|Ġand|Ġmove|Ġvery|Ġste|alth|ily|,|Ġtoo|.|ĠO|cel|ots|Ġhunt|Ġtheir|Ġpre|y|Ġby|Ġbl|ending|Ġin|Ġwith|Ġtheir|Ġsurround|ings|Ġthen|Ġpo|un|cing|Ġon|Ġtheir|Ġpre|y|.",<ERROR>,1
"Scientists think that ocelots follow and find animals to eat (prey) by smell, sniffing for where they've been on the ground.",1,{'en': 1},1,1,"S|cient|ists|Ġthink|Ġthat|Ġo|cel|ots|Ġfollow|Ġand|Ġfind|Ġanimals|Ġto|Ġeat|Ġ(|pre|y|)|Ġby|Ġsm|ell|,|Ġsn|iff|ing|Ġfor|Ġwhere|Ġthey|'ve|Ġbeen|Ġon|Ġthe|Ġground|.",<ERROR>,1
"Ocelots like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the ocelot hunts are far smaller than it is.",1,{'en': 1},1,1,"O|cel|ots|Ġlike|Ġto|Ġeat|Ġsmall|Ġanimals|.|ĠThey|Ġwill|Ġcatch|Ġmon|ke|ys|,|Ġsn|akes|,|Ġrod|ents|Ġand|Ġbirds|Ġif|Ġthey|Ġcan|.|ĠAl|most|Ġall|Ġof|Ġthe|Ġanimals|Ġthat|Ġthe|Ġo|cel|ot|Ġh|unts|Ġare|Ġfar|Ġsmaller|Ġthan|Ġit|Ġis|.",<ERROR>,1
"The tiger's roar is not like the full-voiced roar of a lion, but more like a sentence of snarly, shouted words.",1,{'en': 1},1,1,"The|Ġt|iger|'s|Ġro|ar|Ġis|Ġnot|Ġlike|Ġthe|Ġfull|-|vo|iced|Ġro|ar|Ġof|Ġa|Ġl|ion|,|Ġbut|Ġmore|Ġlike|Ġa|Ġsentence|Ġof|Ġsn|arly|,|Ġsh|out|ed|Ġwords|.",<ERROR>,1
"The tiger is in the same group (Genus Panthera) as lions, leopards, and jaguars. These four cats are the only ones who can roar.",1,{'en': 1},1,1,"The|Ġt|iger|Ġis|Ġin|Ġthe|Ġsame|Ġgroup|Ġ(|Gen|us|ĠP|anth|era|)|Ġas|Ġl|ions|,|Ġle|op|ards|,|Ġand|Ġj|agu|ars|.|ĠThese|Ġfour|Ġc|ats|Ġare|Ġthe|Ġonly|Ġones|Ġwho|Ġcan|Ġro|ar|.",<ERROR>,1
"A well rounded athlete, the tiger can climb (though not well), swim, leap great distances and pull with five times the force of a strong human.",1,{'en': 1},1,1,"A|Ġwell|Ġround|ed|Ġa|th|lete|,|Ġthe|Ġt|iger|Ġcan|Ġclim|b|Ġ(|though|Ġnot|Ġwell|),|Ġswim|,|Ġle|ap|Ġgreat|Ġdist|ances|Ġand|Ġpull|Ġwith|Ġfive|Ġtimes|Ġthe|Ġforce|Ġof|Ġa|Ġstrong|Ġhuman|.",<ERROR>,1
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.",1,{'en': 1},1,1,"L|ion|Ġpr|ides|Ġact|Ġmuch|Ġlike|Ġpack|s|Ġof|Ġw|ol|ves|Ġor|Ġdogs|,|Ġanimals|Ġsurprising|ly|Ġsimilar|Ġto|Ġl|ions|Ġ(|but|Ġnot|Ġother|Ġbig|Ġc|ats|)|Ġin|Ġbehavior|,|Ġand|Ġalso|Ġvery|Ġdead|ly|Ġto|Ġtheir|Ġpre|y|.",<ERROR>,1
"The females are usually closely related to each other, being a large family of sisters and daughters.",1,{'en': 1},1,1,"The|Ġfem|ales|Ġare|Ġusually|Ġclosely|Ġrelated|Ġto|Ġeach|Ġother|,|Ġbeing|Ġa|Ġlarge|Ġfamily|Ġof|Ġsist|ers|Ġand|Ġda|ugh|ters|.",<ERROR>,1
"Prides are made up of one to three related adult males, along with as many as thirty females and cubs.",1,{'en': 1},1,1,"P|rid|es|Ġare|Ġmade|Ġup|Ġof|Ġone|Ġto|Ġthree|Ġrelated|Ġadult|Ġm|ales|,|Ġalong|Ġwith|Ġas|Ġmany|Ġas|Ġth|irty|Ġfem|ales|Ġand|Ġcu|bs|.",<ERROR>,1
"Lions are the most social cats, living in large groups called prides.",1,{'en': 1},1,1,"L|ions|Ġare|Ġthe|Ġmost|Ġsocial|Ġc|ats|,|Ġliving|Ġin|Ġlarge|Ġgroups|Ġcalled|Ġpr|ides|.",<ERROR>,1
"The secret to their success is the concept of the niche, a special job each cat holds that keeps it from competing with others.",1,{'en': 1},1,1,"The|Ġsecret|Ġto|Ġtheir|Ġsuccess|Ġis|Ġthe|Ġconcept|Ġof|Ġthe|Ġn|iche|,|Ġa|Ġspecial|Ġjob|Ġeach|Ġcat|Ġholds|Ġthat|Ġkeeps|Ġit|Ġfrom|Ġcompet|ing|Ġwith|Ġothers|.",<ERROR>,1
"Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds.",1,{'en': 1},1,1,"Final|ly|,|Ġthere|Ġare|Ġmany|Ġsmall|Ġc|ats|Ġ(|including|Ġloose|Ġpet|Ġc|ats|)|Ġthat|Ġeat|Ġthe|Ġfar|Ġmore|Ġnumerous|Ġsmall|Ġpre|y|Ġlike|Ġinsect|s|,|Ġrod|ents|,|Ġl|iz|ards|,|Ġand|Ġbirds|.",<ERROR>,1
Under them are more medium sized cats that eat medium sized prey ranging from rabbits to antelopes and deer.,1,{'en': 1},1,1,Un|der|Ġthem|Ġare|Ġmore|Ġmedium|Ġs|ized|Ġc|ats|Ġthat|Ġeat|Ġmedium|Ġs|ized|Ġpre|y|Ġr|anging|Ġfrom|Ġrab|b|its|Ġto|Ġant|el|op|es|Ġand|Ġde|er|.,<ERROR>,1
"It has brought us the train, the car, and many other transportation devices.",1,{'en': 1},1,1,"It|Ġhas|Ġbrought|Ġus|Ġthe|Ġtrain|,|Ġthe|Ġcar|,|Ġand|Ġmany|Ġother|Ġtransportation|Ġdevices|.",<ERROR>,1
The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.,1,{'en': 1},1,1,The|Ġwheel|Ġhas|Ġchanged|Ġthe|Ġworld|Ġin|Ġincredible|Ġways|.|ĠThe|Ġbiggest|Ġthing|Ġthat|Ġthe|Ġwheel|Ġhas|Ġdone|Ġfor|Ġus|Ġis|Ġgiven|Ġus|Ġmuch|Ġeasier|Ġand|Ġfaster|Ġtransportation|.,<ERROR>,1
It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.,1,{'en': 1},1,1,It|Ġtakes|Ġa|Ġgiant|Ġrock|et|Ġover|Ġa|Ġ|100|Ġfeet|Ġhigh|Ġto|Ġput|Ġa|Ġsat|ellite|Ġor|Ġtel|es|cope|Ġin|Ġspace|.,<ERROR>,1
