segment,segment_display,count,example_occurrences
y ,'y ',873,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 1, ""text"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.""}, {""sentence_id"": 10, ""text"": ""Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.""}]"
T,'T',828,"[{""sentence_id"": 2, ""text"": ""The JAS 39C Gripen crashed onto a runway at around 9:30 am local time (0230 UTC) and exploded, closing the airport to commercial flights.""}, {""sentence_id"": 3, ""text"": ""The pilot was identified as Squadron Leader Dilokrit Pattavee.""}, {""sentence_id"": 7, ""text"": ""The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.""}]"
is ,'is ',589,"[{""sentence_id"": 11, ""text"": ""Nadal's head to head record against the Canadian is 7–2.""}, {""sentence_id"": 15, ""text"": ""\""Panama Papers\"" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016.""}, {""sentence_id"": 23, ""text"": ""Today's Player of the Day is Alex Ovechkin of the Washington Capitals.""}]"
h ,'h ',511,"[{""sentence_id"": 9, ""text"": ""At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.""}, {""sentence_id"": 16, ""text"": ""The documents showed fourteen banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations.""}, {""sentence_id"": 18, ""text"": ""There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.""}]"
", ","', '",491,"[{""sentence_id"": 1, ""text"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.""}, {""sentence_id"": 7, ""text"": ""The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.""}, {""sentence_id"": 9, ""text"": ""At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.""}]"
st,'st',463,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 7, ""text"": ""The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.""}, {""sentence_id"": 9, ""text"": ""At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.""}]"
for,'for',436,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 1, ""text"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.""}, {""sentence_id"": 6, ""text"": ""Since moving to the Catalan-capital, Vidal had played 49 games for the club.""}]"
.,'.',410,"[{""sentence_id"": 8, ""text"": ""Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.""}, {""sentence_id"": 19, ""text"": ""Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident \""green card\"".""}, {""sentence_id"": 27, ""text"": ""Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.""}]"
hat ,'hat ',373,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 9, ""text"": ""At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.""}, {""sentence_id"": 20, ""text"": ""Hsieh implied during the election that Ma might flee the country during a time of crisis.""}]"
at,'at',366,"[{""sentence_id"": 2, ""text"": ""The JAS 39C Gripen crashed onto a runway at around 9:30 am local time (0230 UTC) and exploded, closing the airport to commercial flights.""}, {""sentence_id"": 16, ""text"": ""The documents showed fourteen banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations.""}, {""sentence_id"": 19, ""text"": ""Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident \""green card\"".""}]"
l,'l',360,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 15, ""text"": ""\""Panama Papers\"" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016.""}, {""sentence_id"": 17, ""text"": ""British newspaper The Guardian suggested Deutsche Bank controlled roughly a third of the 1200 shell companies used to accomplish this.""}]"
are ,'are ',355,"[{""sentence_id"": 52, ""text"": ""The commissioner sets bail, if granted, and formalizes the charges filed by the arresting officer. The charges are then entered into the state's computer system where the case is tracked.""}, {""sentence_id"": 61, ""text"": ""During his 2 hour speech he stated that \""Today Apple is going to reinvent the phone, We are going to make history today\"".""}, {""sentence_id"": 63, ""text"": ""The National Congress of Brazil has debated legalization for 10 years, and such civil marriages are currently only legal in Rio Grande do Sul.""}]"
ion,'ion',342,"[{""sentence_id"": 16, ""text"": ""The documents showed fourteen banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations.""}, {""sentence_id"": 18, ""text"": ""There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.""}, {""sentence_id"": 22, ""text"": ""Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.""}]"
on ,'on ',318,"[{""sentence_id"": 3, ""text"": ""The pilot was identified as Squadron Leader Dilokrit Pattavee.""}, {""sentence_id"": 7, ""text"": ""The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.""}, {""sentence_id"": 8, ""text"": ""Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.""}]"
wit,'wit',310,"[{""sentence_id"": 9, ""text"": ""At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.""}, {""sentence_id"": 22, ""text"": ""Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.""}, {""sentence_id"": 27, ""text"": ""Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.""}]"
was ,'was ',286,"[{""sentence_id"": 3, ""text"": ""The pilot was identified as Squadron Leader Dilokrit Pattavee.""}, {""sentence_id"": 21, ""text"": ""Hsieh also argued that the photogenic Ma was more style than substance.""}, {""sentence_id"": 25, ""text"": ""Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;""}]"
as ,'as ',281,"[{""sentence_id"": 1, ""text"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.""}, {""sentence_id"": 3, ""text"": ""The pilot was identified as Squadron Leader Dilokrit Pattavee.""}, {""sentence_id"": 25, ""text"": ""Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;""}]"
g ,'g ',275,"[{""sentence_id"": 9, ""text"": ""At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.""}, {""sentence_id"": 10, ""text"": ""Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.""}, {""sentence_id"": 14, ""text"": ""After the match, King of Clay said, \""I am just excited about being back in the final rounds of the most important events. I am here to try to win this.\""""}]"
ed ,'ed ',268,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 4, ""text"": ""Local media reports an airport fire vehicle rolled over while responding.""}, {""sentence_id"": 7, ""text"": ""The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.""}]"
or ,'or ',263,"[{""sentence_id"": 26, ""text"": ""his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.""}, {""sentence_id"": 68, ""text"": ""Tenants at Lockwood Gardens believe that there may be another 40 families or more to face eviction, since they learned that OHA police are also investigating other public housing properties in Oakland that may be caught up in the housing scam.""}, {""sentence_id"": 81, ""text"": ""Hesperonychus elizabethae is a species of the family Dromaeosauridae and is a cousin of Velociraptor .""}]"
be ,'be ',258,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 1, ""text"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.""}, {""sentence_id"": 68, ""text"": ""Tenants at Lockwood Gardens believe that there may be another 40 families or more to face eviction, since they learned that OHA police are also investigating other public housing properties in Oakland that may be caught up in the housing scam.""}]"
ing ,'ing ',251,"[{""sentence_id"": 7, ""text"": ""The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.""}, {""sentence_id"": 13, ""text"": ""Nadal bagged 88% net points in the match winning 76 points in the first serve.""}, {""sentence_id"": 20, ""text"": ""Hsieh implied during the election that Ma might flee the country during a time of crisis.""}]"
by ,'by ',237,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 10, ""text"": ""Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.""}, {""sentence_id"": 25, ""text"": ""Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;""}]"
hi s ,'hi s ',225,"[{""sentence_id"": 1, ""text"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.""}, {""sentence_id"": 26, ""text"": ""his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.""}, {""sentence_id"": 51, ""text"": ""In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.""}]"
al ,'al ',223,"[{""sentence_id"": 1, ""text"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.""}, {""sentence_id"": 14, ""text"": ""After the match, King of Clay said, \""I am just excited about being back in the final rounds of the most important events. I am here to try to win this.\""""}, {""sentence_id"": 18, ""text"": ""There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.""}]"
d ,'d ',217,"[{""sentence_id"": 11, ""text"": ""Nadal's head to head record against the Canadian is 7–2.""}, {""sentence_id"": 18, ""text"": ""There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.""}, {""sentence_id"": 19, ""text"": ""Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident \""green card\"".""}]"
have ,'have ',196,"[{""sentence_id"": 35, ""text"": ""Two beams of light have been rigged up to point skywards overnight.""}, {""sentence_id"": 56, ""text"": ""\""If it becomes commercial, we should have it. That is, there's no in-principle objection to nuclear energy\"" Mr Costello said.""}, {""sentence_id"": 71, ""text"": ""The famous Greek lawyers, Sakis Kechagioglou and George Nikolakopoulos have been imprisoned in the Athens' jail of Korydallus, as they were found guilty of graft and corruption.""}]"
hey ,'hey ',177,"[{""sentence_id"": 9, ""text"": ""At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.""}, {""sentence_id"": 39, ""text"": ""Each show would also provide recommendations for books that children should look for when they went to their library.""}, {""sentence_id"": 57, ""text"": ""According to Ansa, \""police were concerned by a couple of top-level hits they feared might spark a full-blown war of succession.""}]"
all,'all',172,"[{""sentence_id"": 100, ""text"": ""The valves opening allowed a pressure release for the system and oil flowed on a pad to a tank that can hold 55,000 barrels (2.3 million gallons).""}, {""sentence_id"": 110, ""text"": ""Stardust will set a new all-time record for being the fastest spacecraft to return to Earth, breaking the previous record set in May of 1969 during the return of the Apollo X command module.""}, {""sentence_id"": 121, ""text"": ""The Broadcasting Services Act provides for the regulation of Internet content, however to be considered Internet content, it must physically reside on a server.""}]"
er,'er',168,"[{""sentence_id"": 1, ""text"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.""}, {""sentence_id"": 2, ""text"": ""The JAS 39C Gripen crashed onto a runway at around 9:30 am local time (0230 UTC) and exploded, closing the airport to commercial flights.""}, {""sentence_id"": 30, ""text"": ""The jail became notorious after prisoner abuse was discovered there after US forces took over.""}]"
in,'in',167,"[{""sentence_id"": 6, ""text"": ""Since moving to the Catalan-capital, Vidal had played 49 games for the club.""}, {""sentence_id"": 10, ""text"": ""Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.""}, {""sentence_id"": 40, ""text"": ""John Grant, from WNED Buffalo (Reading Rainbow's home station) said \""Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read.\""""}]"
from ,'from ',164,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 15, ""text"": ""\""Panama Papers\"" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016.""}, {""sentence_id"": 101, ""text"": ""As of Wednesday afternoon, the tank vents were still leaking probably from thermal expansion inside the tank.""}]"
not,'not',163,"[{""sentence_id"": 30, ""text"": ""The jail became notorious after prisoner abuse was discovered there after US forces took over.""}, {""sentence_id"": 51, ""text"": ""In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.""}, {""sentence_id"": 90, ""text"": ""It is not known at this time what charges will be laid or what led authorities to the boy but juvenile proceedings have begun in federal court.""}]"
can ,'can ',161,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 1, ""text"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.""}, {""sentence_id"": 100, ""text"": ""The valves opening allowed a pressure release for the system and oil flowed on a pad to a tank that can hold 55,000 barrels (2.3 million gallons).""}]"
it ,'it ',154,"[{""sentence_id"": 66, ""text"": ""After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam.""}, {""sentence_id"": 75, ""text"": ""Roberts flatly refused to say about when he believes life begins, an important question when considering the ethics of abortion, saying that it would be unethical to comment on the specifics of likely cases.""}, {""sentence_id"": 86, ""text"": ""The amount and thickness of the pack ice, according to Pittman, is the worst it has been for sealers in the past 15 years.""}]"
man,'man',153,"[{""sentence_id"": 0, ""text"": ""On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.""}, {""sentence_id"": 48, ""text"": ""Mr Reid managed to drive the New Zealand's A1GP car, Black Beauty at speeds over 160km/h seven times over the bridge.""}, {""sentence_id"": 49, ""text"": ""The New Zealand police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.""}]"
an ,'an ',151,"[{""sentence_id"": 4, ""text"": ""Local media reports an airport fire vehicle rolled over while responding.""}, {""sentence_id"": 15, ""text"": ""\""Panama Papers\"" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016.""}, {""sentence_id"": 18, ""text"": ""There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.""}]"
heir ,'heir ',150,"[{""sentence_id"": 10, ""text"": ""Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.""}, {""sentence_id"": 39, ""text"": ""Each show would also provide recommendations for books that children should look for when they went to their library.""}, {""sentence_id"": 49, ""text"": ""The New Zealand police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.""}]"
es  ,'es  ',149,"[{""sentence_id"": 1, ""text"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.""}, {""sentence_id"": 28, ""text"": ""He graduated from the College of Arts & Sciences of the University of Virginia in 1950 and was a significant donor to that institution.""}, {""sentence_id"": 42, ""text"": ""The storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say.""}]"
wor,'wor',147,"[{""sentence_id"": 18, ""text"": ""There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.""}, {""sentence_id"": 58, ""text"": ""Police said Lo Piccolo had the upper hand because he had been Provenzano's right-hand man in Palermo and his greater experience won him the respect of the older generation of bosses as they pursued Provenzano's policy of keeping as low as possible while strengthening their power network.""}, {""sentence_id"": 86, ""text"": ""The amount and thickness of the pack ice, according to Pittman, is the worst it has been for sealers in the past 15 years.""}]"
"""","'""'",140,"[{""sentence_id"": 14, ""text"": ""After the match, King of Clay said, \""I am just excited about being back in the final rounds of the most important events. I am here to try to win this.\""""}, {""sentence_id"": 15, ""text"": ""\""Panama Papers\"" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016.""}, {""sentence_id"": 19, ""text"": ""Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident \""green card\"".""}]"
S,'S',138,"[{""sentence_id"": 6, ""text"": ""Since moving to the Catalan-capital, Vidal had played 49 games for the club.""}, {""sentence_id"": 110, ""text"": ""Stardust will set a new all-time record for being the fastest spacecraft to return to Earth, breaking the previous record set in May of 1969 during the return of the Apollo X command module.""}, {""sentence_id"": 116, ""text"": ""Scientists have suspected Enceladus as geologically active and a possible source of Saturn's icy E ring.""}]"
"s, ","'s, '",137,"[{""sentence_id"": 18, ""text"": ""There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.""}, {""sentence_id"": 22, ""text"": ""Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.""}, {""sentence_id"": 63, ""text"": ""The National Congress of Brazil has debated legalization for 10 years, and such civil marriages are currently only legal in Rio Grande do Sul.""}]"
her ,'her ',136,"[{""sentence_id"": 16, ""text"": ""The documents showed fourteen banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations.""}, {""sentence_id"": 68, ""text"": ""Tenants at Lockwood Gardens believe that there may be another 40 families or more to face eviction, since they learned that OHA police are also investigating other public housing properties in Oakland that may be caught up in the housing scam.""}, {""sentence_id"": 84, ""text"": ""In addition to the crushing ice, extreme weather conditions have been hampering rescue efforts.""}]"
en t,'en t',135,"[{""sentence_id"": 7, ""text"": ""The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.""}, {""sentence_id"": 19, ""text"": ""Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident \""green card\"".""}, {""sentence_id"": 44, ""text"": ""Fred is the strongest tropical cyclone ever recorded so far south and east in the Atlantic since the advent of satellite imagery, and only the third major hurricane on record east of 35°W.""}]"
w hi ch ,'w hi ch ',135,"[{""sentence_id"": 69, ""text"": ""The band canceled the show at Maui's War Memorial Stadium, which was set to be attended by 9,000 people, and apologized to fans.""}, {""sentence_id"": 77, ""text"": ""He also confirmed that he believed in the implied right to privacy which the Roe decision depended upon.""}, {""sentence_id"": 83, ""text"": ""Its second claw was larger, giving rise to the name Hesperonychus which means \""western claw.\""""}]"
were ,'were ',132,"[{""sentence_id"": 10, ""text"": ""Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.""}, {""sentence_id"": 18, ""text"": ""There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.""}, {""sentence_id"": 50, ""text"": ""In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged.""}]"
it,'it',131,"[{""sentence_id"": 6, ""text"": ""Since moving to the Catalan-capital, Vidal had played 49 games for the club.""}, {""sentence_id"": 17, ""text"": ""British newspaper The Guardian suggested Deutsche Bank controlled roughly a third of the 1200 shell companies used to accomplish this.""}, {""sentence_id"": 23, ""text"": ""Today's Player of the Day is Alex Ovechkin of the Washington Capitals.""}]"
