sentence_id,split,row_index,text,segments,segment_count
10,dev,10,"Близько 11:29 учасники протесту рушили вгору по Уайтхолл, повз Трафальгарську площу, уздовж Стренд, повз Алдвіча і вгору Королівським трактом у бік Холборну, де Консервативна партія проводила свій Весняний форум в готелі Гранд Конноут Румз.","[""Б"",""лиз"",""к"",""о "",""11:29 "",""уча"",""н"",""ики "",""про"",""есту "",""рушили "",""вго"",""у "",""по "",""Уай"",""хол"",""л, "",""пов"",""з "",""Трафальгар"",""ьк"",""у "",""пло"",""у, "",""узд"",""в"",""ж "",""Стрен"",""д, "",""пов"",""з "",""Алдв"",""і"",""а "",""і "",""вго"",""у "",""Ко"",""олівськ"",""им "",""трак"",""том "",""у "",""бік"","" "",""Холб"",""о"",""н"",""у, "",""де "",""Кон"",""сер"",""ативн"",""а "",""пар"",""ія "",""пров"",""одила "",""сві"","" "",""Вес"",""нян"",""ий "",""фор"",""м "",""в "",""го"",""елі "",""Гран"",""д "",""Кон"",""ноут "",""Румз.""]",73
11,dev,11,Особистий рекорд Надаля проти канадця складає 7–2.,"[""О"",""об"",""и"",""тий "",""рек"",""орд "",""Над"",""ля "",""про"",""и "",""кан"",""адця "",""ск"",""ладає "",""7–2.""]",15
12,dev,12,Нещодавно він програв Раоничу на Брисбен Оупен.,"[""Н"",""ещодавн"",""о "",""він"","" "",""прог"",""рав"","" "",""Раон"",""ичу "",""на "",""Бри"",""б"",""ен"","" "",""Оупен"","".""]",17
13,dev,13,"Надаль набрав у матчі 88% очок, виграних у сітки, взявши 76 очок у першій подачі.","[""Н"",""ад"",""л"","" "",""наб"",""р"",""в"","" "",""у "",""матчі "",""88% "",""очок"","", "",""виг"",""ан"",""их "",""у "",""сітки, "",""вз"",""вши "",""76 "",""очок"","" "",""у "",""пер"",""ій "",""под"",""чі.""]",28
14,dev,14,"Після матчу король ґрунту сказав: ""Я просто в захваті від того, що зможу повернутися в фінальні раунди найважливіших подій. Я тут, щоб спробувати перемогти"".","[""П"",""і"",""ля "",""матчу "",""ко"",""оль "",""ґрун"",""ту "",""ск"",""азав"","": "",""\""Я про"",""то "",""в "",""за"",""ваті "",""від "",""того, "",""що "",""зможу "",""пов"",""ерн"",""утися "",""в "",""фін"",""альн"",""і "",""раун"",""ди "",""найв"",""ажлив"",""іш"",""их "",""под"",""й. "",""Я тут, "",""щоб "",""спробувати "",""пер"",""м"",""огти\"".""]",41
15,dev,15,"""Панамські документи"" – це узагальнюючий термін для приблизно десяти мільйонів документів з панамської юридичної фірми ""Моссак Фонсека"", які потрапили до преси навесні 2016 року.","[""\"""",""Пан"",""амськ"",""і "",""док"",""умен"",""ти\"" "",""– "",""це "",""узаг"",""альн"",""ююч"",""ий "",""тер"",""ін"","" "",""для "",""при"",""лизн"",""о "",""дес"",""яти "",""міл"",""йон"",""ів "",""док"",""умен"",""тів "",""з "",""пан"",""амськ"",""ої "",""юридичн"",""ої "",""фірми "",""\""Мо"",""сак"","" "",""Фон"",""сек"",""а\"", "",""як"",""і "",""по"",""рапили "",""до "",""пре"",""и "",""нав"",""есн"",""і "",""2016 "",""рок"",""у.""]",54
16,dev,16,"Документи показали, що чотирнадцять банків допомагали багатим клієнтам приховувати мільярди доларів США, щоб уникнути податків та інших правил.","[""Д"",""ок"",""умен"",""ти "",""пок"",""азали, "",""що "",""чо"",""ирн"",""ад"",""ять "",""бан"",""ків "",""доп"",""ом"",""агали "",""бага"",""им"","" "",""клі"",""н"",""там "",""при"",""ов"",""ува"",""и "",""міл"",""ярди "",""дола"",""ів "",""США, "",""щоб "",""ун"",""икнути "",""под"",""тків "",""та "",""ін"",""ших "",""прав"",""ил.""]",41
17,dev,17,"Британська газета The Guardian припустила, що Deutsche Bank контролював близько третини з 1200 фіктивних компаній, що використовувались для цього.","[""Б"",""ри"",""ан"",""ськ"",""а "",""газета "",""The "",""Guard"",""ian "",""при"",""устила, "",""що "",""Deutsche "",""Bank "",""кон"",""трол"",""ював "",""близ"",""к"",""о "",""тре"",""ин"",""и "",""з "",""1200 "",""фік"",""тивн"",""их "",""ком"",""пан"",""ій, "",""що "",""вик"",""ористов"",""ували"",""ь "",""для "",""цього.""]",38
18,dev,18,"У світі відбулися протести, кілька кримінальних переслідувань, а обидва лідери урядів Ісландії та Пакистану пішли у відставку.","[""У "",""сві"",""і "",""від"",""ули"",""я "",""про"",""ести, "",""кільк"",""а "",""кри"",""ін"",""альн"",""их "",""пер"",""слідуван"",""ь, "",""а обидв"",""а "",""лід"",""ри "",""ур"",""дів "",""Іслан"",""дії "",""та "",""Пак"",""истан"",""у "",""пі"",""ли "",""у "",""від"",""тавку.""]",34
19,dev,19,"Ма народився у Гонконзі, навчався у Нью-Йоркському університеті та на юридичному факультеті Гарварду, і в певний період часу мав американську ""зелену картку"" постійного мешканця.","[""М"",""а "",""нар"",""див"",""я "",""у "",""Гон"",""кон"",""зі, "",""нав"",""чався "",""у "",""Нью-"",""Йоркськ"",""ому "",""ун"",""івер"",""итеті "",""та "",""на "",""юридичн"",""ому "",""фак"",""ультеті "",""Гарва"",""д"","", "",""і "",""в "",""певн"",""ий "",""пер"",""од "",""часу "",""мав "",""американ"",""ськ"",""у "",""\""зелен"",""у "",""картку\"" "",""по"",""тійн"",""ого "",""мешк"",""ан"",""ця.""]",47
20,dev,20,"Протягом виборів Шей припускав, що Ма міг би втекти з країни під час кризи.","[""П"",""ро"",""ягом "",""вибо"",""ів "",""Шей "",""при"",""уск"",""ав, "",""що "",""Ма "",""міг "",""би "",""втек"",""ти "",""з "",""кра"",""н"",""и "",""під "",""час "",""кри"",""и.""]",23
21,dev,21,"Шей також стверджував, що у фотогенічному Ма було більше стилю, ніж змісту.","[""Шей "",""так"",""ож "",""ствер"",""жував"","", "",""що "",""у "",""фото"","""",""ен"",""ічн"",""ому "",""Ма "",""було "",""більш"",""е "",""сти"",""ю, "",""ніж "",""змісту.""]",21
22,dev,22,"Незважаючи на ці звинувачення, Ма легко виграв на платформі, яка виступає за більш тісні зв'язки з материковим Китаєм.","[""Н"",""ез"","""",""ажаюч"",""и "",""на "",""ці звин"",""ува"",""ен"",""ня, "",""Ма "",""легк"",""о "",""виг"",""ав"","" "",""на "",""пла"",""форм"",""і, "",""як"",""а "",""вис"",""упає "",""за "",""більш"","" "",""ті"",""н"",""і "",""зв'"",""язк"",""и "",""з "",""матер"",""ков"",""им "",""Кита"",""м.""]",39
23,dev,23,Сьогоднішній гравець дня — Алекс Овечкін з Вашингтон Кепіталс.,"[""С"",""огодн"",""ішн"",""ій "",""грав"",""ець "",""дня "",""— "",""Алек"",""с "",""Овечкін"","" "",""з "",""Ваш"",""ин"",""гтон"","" "",""Кеп"",""і"",""алс.""]",20
24,dev,24,Він відзначився 2 голами та 2 гольовими передачами у переможному матчі Вашингтона проти команди Атланта Трешерс із рахунком 5:3.,"[""В"",""ін"","" "",""від"",""н"",""ачився "",""2 голам"",""и "",""та "",""2 гольов"",""ими "",""пер"",""дачами "",""у "",""пер"",""м"",""ожн"",""ому "",""матчі "",""Ваш"",""ин"",""гтон"",""а "",""про"",""и "",""ком"",""ан"",""ди "",""Атлан"",""та "",""Тре"",""ер"","" "",""із "",""рахун"",""ком "",""5:3.""]",37
25,dev,25,Овечкін вперше допоміг Никласу Бекстрему забити переможний гол у грі;,"[""Ов"",""ечкін"","" "",""впер"",""е "",""доп"",""ом"",""іг "",""Никласу "",""Бек"",""стрем"",""у "",""заб"",""ити "",""пер"",""м"",""ожн"",""ий "",""гол "",""у "",""гр"","";""]",22
26,dev,26,"його другий гол цього вечора став його 60-м голом цього сезону, що робить з нього першого гравця, котрий забив 60 або більше голів за сезон після 1995-96 років, коли Яромир Ягр та Маріо Лем'є дійшли до цієї відмітки.","[""йог"",""о "",""друг"",""ий "",""гол "",""цього "",""вечо"",""а "",""став"","" "",""його "",""60-"",""м "",""голом"","" "",""цього "",""сезон"",""у, "",""що "",""роби"",""ь "",""з "",""нього "",""пер"",""ого "",""грав"",""ця, "",""котрий "",""заб"",""ив "",""60 "",""або "",""більш"",""е "",""голів "",""за "",""сезон"","" "",""пі"",""ля "",""1995-"",""96 "",""рок"",""ів, "",""кол"","" "",""Яромир "",""Ягр "",""та "",""Маріо "",""Лем"",""'"",""є "",""дійш"",""ли "",""до "",""ціє"","" "",""від"",""ітки.""]",60
27,dev,27,"Баттен посів 190-те місце у переліку 400-от Найбагатших американців 2008-го, з приблизними статками у 2.3 мільярда.","[""Б"",""а"",""тен"","" "",""по"",""ів "",""190-"",""те "",""міс"",""е "",""у "",""пер"",""лік"",""у "",""400-"",""от "",""Найбага"",""ш"",""их "",""американ"",""ців "",""2008-"",""го, "",""з "",""при"",""лизн"",""ими "",""ста"",""ками "",""у "",""2.3 "",""мільярда.""]",32
28,dev,28,"Він закінчив Коледж мистецтв і наук Університету Вірджинії в 1950 році, і був важливим спонсором цього закладу.","[""В"",""ін"","" "",""зак"",""ін"",""чив "",""Кол"",""дж "",""мистецтв"","" "",""і "",""наук "",""Ун"",""івер"",""итету "",""Ві"",""джин"",""ії "",""в "",""1950 "",""році, "",""і "",""був "",""важлив"",""им "",""спо"","""",""сором "",""цього "",""зак"",""ладу.""]",31
29,dev,29,Іракська в'язниця Абу-Грейб була підпалена під час заворушень.,"[""І"",""ак"",""ськ"",""а "",""в'"",""язн"",""иця "",""Абу-"",""Грейб"","" "",""була "",""під"",""ален"",""а "",""під "",""час "",""зав"",""о"",""ушен"",""ь.""]",20
30,dev,30,"В'язниця стала сумнозвісною, коли були виявлені факти знущання над ув'язненими після переходу в'язниці під контроль військових США.","[""В"",""'"",""язн"",""иця "",""стал"","" "",""сум"",""нозв"",""існ"",""ою, "",""кол"","" "",""були "",""виявлен"",""і "",""фак"",""ти "",""зн"",""ущан"",""ня "",""над "",""ув'"",""язн"",""ен"",""ими "",""пі"",""ля "",""пер"",""ходу "",""в'"",""язн"",""иці "",""під "",""кон"",""трол"",""ь "",""військ"",""ов"",""их "",""США.""]",40
31,dev,31,"Піке-молодший розбився на Гран-прі Сінгапуру в 2008 році відразу після передчасного піт-стопа Фернандо Алонсо, вивівши з ладу автомобіль безпеки.","[""П"",""ік"",""е-"",""молод"",""ший "",""розб"",""ився "",""на "",""Гран"",""-"",""прі "",""Сін"",""гап"",""уру "",""в "",""2008 "",""році "",""від"",""аз"","" "",""пі"",""ля "",""пер"",""дчасн"",""ого "",""пі"",""-"",""стоп"",""а "",""Фер"","""",""ан"",""до "",""Алон"",""со, "",""вив"",""вш"",""и "",""з "",""ладу "",""авто"","""",""обіль "",""без"",""ек"",""и.""]",46
32,dev,32,"У міру того, як машини попереду Алонсо їхали за паливом до машини супроводу, він підіймався вгору по таблиці, щоб здобути перемогу.","[""У "",""мір"","" "",""того, "",""як"","" "",""машин"",""и "",""попер"",""ду "",""Алон"",""со "",""їхали "",""за "",""пал"",""в"",""ом "",""до "",""машин"",""и "",""суп"",""ов"",""оду, "",""він"","" "",""під"",""йм"",""ався "",""вго"",""у "",""по "",""таб"",""лиці, "",""щоб "",""здоб"",""ути "",""пер"",""м"",""огу.""]",39
33,dev,33,Піке-молодшого було звільнено після Гран-прі Угорщини у 2009 році.,"[""П"",""ік"",""е-"",""молод"",""шого "",""було "",""звільн"",""ен"",""о "",""пі"",""ля "",""Гран"",""-"",""прі "",""Уго"",""щ"",""ин"",""и "",""у "",""2009 "",""році.""]",21
34,dev,34,"Рівно о 8:46 ранку в місті запала тиша, знаменуючи той самий момент, коли перша ракета потрапила в ціль.","[""Р"","""",""вн"",""о "",""о 8:46 "",""ран"",""ку "",""в "",""міс"",""і "",""зап"",""ала "",""ти"",""а, "",""зн"",""амен"",""уюч"",""и "",""той "",""сам"",""ий "",""момен"",""т, "",""кол"","" "",""пер"",""а "",""рак"",""ета "",""по"",""рапила "",""в "",""ціль.""]",33
35,dev,35,Вночі вгору стриміли два промені світла.,"[""В"",""н"",""очі "",""вго"",""у "",""стр"",""міли "",""два "",""пром"",""ен"",""і "",""сві"",""л"",""а.""]",14
36,dev,36,На цьому місці будують п’ять нових хмарочосів із транспортним центром і меморіальним парком посередині.,"[""Н"",""а "",""цьому "",""міс"",""і "",""буд"",""ють "",""п’"",""ять "",""нов"",""их "",""хма"",""о"",""о"",""ів "",""із "",""тран"",""спо"",""тн"",""им "",""цен"",""тром"","" "",""і "",""мем"",""о"",""іальн"",""им "",""пар"",""ом "",""по"",""ередин"",""і.""]",33
37,dev,37,"Шоу PBS має більш ніж дві дюжини нагород Еммі, а його тривалість коротша тільки за Вулицю Сезам та Містер Роджерс Нейборгуд.","[""Шо"","" "",""PBS "",""має "",""більш"","" "",""ніж "",""дві "",""дюжин"",""и "",""наг"",""о"",""од "",""Еммі, "",""а його "",""три"",""алі"",""ть "",""ко"",""о"",""ш"",""а "",""тільк"",""и "",""за "",""Вули"",""ю "",""Сезам"","" "",""та "",""Міс"",""ер "",""Роджер"","" "",""Нейбо"",""гуд.""]",36
38,dev,38,"Кожен епізод шоу буде присвячений певній темі в конкретній книзі, а потім ця тема буде досліджена за допомогою декількох історій.","[""К"",""ож"",""ен"","" "",""епізод "",""шо"","" "",""буде "",""при"",""вячен"",""ий "",""певн"",""ій "",""тем"",""і "",""в "",""кон"",""кретн"",""ій "",""книзі, "",""а по"",""ім "",""ця тем"",""а "",""буде "",""до"",""ліджен"",""а "",""за "",""допом"",""ого"","" "",""дек"",""ільк"",""ох "",""істо"",""ій.""]",37
39,dev,39,"На кожній виставці будуть також надані рекомендації по книгах, які діти повинні шукати, коли вони ходять у свою бібліотеку.","[""Н"",""а "",""кожн"",""ій "",""вис"",""авці "",""буд"",""ть "",""так"",""ож "",""над"",""н"",""і "",""рек"",""омен"",""дації "",""по "",""книгах, "",""як"",""і "",""діти "",""пов"",""ин"",""ні "",""шукати, "",""кол"","" "",""вон"",""и "",""ходять "",""у "",""сво"","" "",""бібліо"",""ек"",""у.""]",36
40,dev,40,"Джон Грант з WNED Буффало (домашня станція Reading Rainbow) сказав: ""Reading Rainbow навчила дітей того, навіщо читати,... любов до читання  — [шоу] спонукала дітей взяти книгу і читати"".","[""Д"",""жон"","" "",""Гран"",""т "",""з "",""WNED "",""Буффало "",""(дом"",""ашн"",""я "",""стан"",""ція "",""Read"",""ing "",""Rainbow) "",""ск"",""азав"","": "",""\""Read"",""ing "",""Rainbow "",""нав"",""чила "",""дітей "",""того, "",""нав"",""іщо "",""чи"",""ати,... "",""люб"",""ов "",""до "",""чи"",""ан"",""ня "","" — "",""[шо"",""] "",""спо"","""",""укала "",""дітей "",""вз"",""ти "",""книгу "",""і "",""чи"",""ати\"""","".""]",50
41,dev,41,"Деякі люди, включаючи Джона Гранта, вважають, що на завершення серіалу вплинули криза фінансування та зміна філософії програм навчального телебачення.","[""Д"",""е"",""к"",""і "",""люди, "",""включаюч"",""и "",""Джон"",""а "",""Гран"",""та, "",""вважають, "",""що "",""на "",""зав"",""ершен"",""ня "",""сер"",""алу "",""вплин"",""ули "",""кри"",""а "",""фін"",""ан"",""суван"",""ня "",""та "",""змін"",""а "",""філо"",""о"",""ії "",""прог"",""рам "",""нав"",""чальн"",""ого "",""тел"",""б"",""ачен"",""ня.""]",42
42,dev,42,"За словами синоптиків, шторм, розташований приблизно за 645 миль (1040 км) на захід від островів Кабо-Верде, швидше за все, розсіється, перш ніж почне загрожувати будь-яким ділянкам суші.","[""З"",""а "",""слов"",""ами "",""син"",""оп"",""тик"",""ів, "",""што"",""м, "",""роз"",""ашов"",""ан"",""ий "",""при"",""лизн"",""о "",""за "",""645 "",""миль "",""(1040 "",""км) "",""на "",""за"",""ід "",""від "",""остров"",""ів "",""Каб"",""о-"",""Вер"",""е, "",""швид"","""",""е "",""за "",""все, "",""роз"","""",""ється, "",""пер"","" "",""ніж "",""по"",""не "",""заг"","""",""ожува"",""и "",""буд"",""-"",""як"",""им "",""ділян"",""кам "",""суші.""]",56
43,dev,43,Наразі ураган Фред рухається зі швидкістю 105 миль на годину (165 км/год) на північний захід.,"[""Н"",""а"","""",""з"","" "",""ураган"","" "",""Фред "",""рухається "",""зі "",""швидк"",""істю "",""105 "",""миль "",""на "",""годин"",""у "",""(165 "",""км/"",""год) "",""на "",""півн"",""ічн"",""ий "",""за"",""ід.""]",26
44,dev,44,"Фред – найсильніший тропічний циклон із тих, що коли-небудь фіксували на півдні та сході Атлантичного океану з часу появи супутникових знімків, і лише третій сильний ураган на сході від 35-го меридіану західної довготи.","[""Ф"","""",""д"","" "",""– "",""най"",""ильн"",""іший "",""троп"",""ічн"",""ий "",""цик"",""лон"","" "",""із "",""ти"","", "",""що "",""кол"",""-"",""небуд"","" "",""фік"",""сували "",""на "",""півдн"",""і "",""та "",""сході "",""Атлан"",""тичн"",""ого "",""ок"",""еан"",""у "",""з "",""часу "",""по"",""ви "",""суп"",""тн"",""иков"",""их "",""зн"",""імків, "",""і "",""ли"",""е "",""тре"",""ій "",""сильн"",""ий "",""ураган"","" "",""на "",""сході "",""від "",""35-"",""го "",""мер"",""д"",""ан"",""у "",""за"",""ідн"",""ої "",""дов"",""го"",""и.""]",69
45,dev,45,"24 вересня 1759 Артур Гіннесс підписав контракт на 9000-річну аренду пивоварні в районі воріт святого Джеймса в Дубліні, Ірландія.","[""24 "",""вер"",""сн"",""я "",""1759 "",""Артур "",""Гін"",""несс "",""під"",""исав "",""кон"",""тракт "",""на "",""9000-"",""річн"",""у "",""арен"",""ду "",""пивов"",""арн"",""і "",""в "",""район"",""і "",""во"",""іт "",""святого "",""Джейм"",""са "",""в "",""Дублін"",""і, "",""Ірлан"",""дія.""]",34
46,dev,46,"Через 250 років Гіннес виріс до рівня глобального бізнесу з щорічним оборотом у 10 мільярдів євро (14,7 мільярдів доларів США).","[""Че"","""",""з "",""250 "",""рок"",""ів "",""Гін"",""нес "",""вир"",""с "",""до "",""рівн"",""я "",""глоб"",""альн"",""ого "",""бізн"",""есу "",""з "",""що"",""ічн"",""им "",""обо"",""о"",""ом "",""у "",""10 "",""мільярд"",""в "",""євро "",""(14,7 "",""мільярд"",""в "",""доларів "",""США).""]",35
47,dev,47,"Джонні Рід, другий водій новозеландської команди перегонів ""A1 Гран-прі"", на законних підставх сьогодні увійшов в історію, проїхавши із найвищою швидкістю 48-річний міст Гарбор-Брідж в Окленді, Нова Зеландія.","[""Д"",""жон"",""ні "",""Рід, "",""друг"",""ий "",""водій "",""нов"",""озелан"",""дськ"",""ої "",""ком"",""ан"",""ди "",""пер"",""гон"",""ів "",""\""A1 "",""Гран"",""-"",""прі\"", "",""на "",""зак"",""он"",""них "",""під"",""тавх "",""сьогодн"",""і "",""увійш"",""ов"","" "",""в "",""істо"",""ію, "",""про"",""хавши "",""із "",""найв"",""ищою "",""швидк"",""істю "",""48-"",""річн"",""ий "",""міс"","" "",""Гарбо"",""-"",""Брідж "",""в "",""Ок"",""лен"",""ді, "",""Нов"",""а "",""Зелан"",""дія.""]",58
48,dev,48,Пану Рейду вдалося 7 разів проїхати через міст на новозеландському автомобілі A1GP Black Beauty зі швидкістю понад 160 км/год.,"[""П"",""ан"",""у "",""Рейду "",""вдало"",""я "",""7 раз"",""в "",""про"",""хати "",""чер"",""з "",""міс"","" "",""на "",""нов"",""озелан"",""дськ"",""ому "",""авто"","""",""об"",""ілі "",""A1GP "",""Black"","" "",""Beauty "",""зі "",""швидк"",""істю "",""пон"",""ад "",""160 "",""км/"",""год.""]",35
49,dev,49,"Новозеландській поліції не вдавалося використати свої радари, щоб дізнатися, наскільки швидко їхав містер Рід, з причини низької посадки ""Чорної красуні"", і єдиний раз, коли поліції вдалося зареєструвати містера Ріда, був момент, коли він cповільнився до 160 км/год.","[""Н"",""ов"",""озелан"",""дськ"",""ій "",""пол"",""ції "",""не "",""вдавало"",""я "",""вик"",""ориста"",""и "",""сво"","" "",""рад"","""",""и, "",""щоб "",""дізн"",""атися, "",""на"",""к"",""ільк"",""и "",""швидк"",""о "",""їхав "",""міс"",""ер "",""Рід, "",""з "",""при"",""ин"",""и "",""низ"",""к"",""ої "",""по"",""адки "",""\""Чо"",""н"",""ої "",""кра"",""ун"",""і\"", "",""і "",""єдин"",""ий "",""раз, "",""кол"","" "",""пол"",""ції "",""вдало"",""я "",""за"",""еєстр"",""ва"",""и "",""міс"",""ер"","" "",""Рід"","", "",""був "",""момен"",""т, "",""кол"","" "",""він"","" "",""cпов"",""ільн"",""ився "",""до "",""160 "",""км/"",""год.""]",79
50,dev,50,За останні 3 місяці більше 80 заарештованих були звільнені з приміщення Центрального ізолятору без пред'явлення офіційного звинувачення.,"[""З"",""а "",""остан"",""ні "",""3 міс"",""ці "",""більш"",""е "",""80 "",""заа"",""ештов"",""ан"",""их "",""були "",""звільн"",""ен"",""і "",""з "",""при"",""іщен"",""ня "",""Цен"",""тральн"",""ого "",""ізол"",""ято"",""у "",""без "",""пред"",""'"",""явлен"",""ня "",""офіційн"",""ого "",""звин"",""ува"",""ен"",""ня.""]",38
51,dev,51,"У квітні цього року суддя Глінн видав розпорядження про тимчасове призупинення виконання вироку відносно цієї установи, з тим щоб домогтися звільнення осіб, утримуваних під вартою понад 24 годин після їх надходження та не заслуханих судовим комісаром.","[""У "",""квітн"",""і "",""цього "",""рок"",""у "",""суд"",""я "",""Гл"",""н"",""н "",""вид"",""в "",""розп"",""о"",""яджен"",""ня "",""про "",""тимчасов"",""е "",""при"",""упин"",""ен"",""ня "",""вик"",""он"",""ан"",""ня "",""вирок"",""у "",""від"","""",""осн"",""о "",""ціє"","" "",""устан"",""ов"",""и, "",""з "",""тим "",""щоб "",""дом"",""огтися "",""звільн"",""ен"",""ня "",""осіб, "",""утримуван"",""их "",""під "",""вар"",""о"","" "",""пон"",""ад "",""24 "",""годин"","" "",""пі"",""ля "",""їх "",""над"",""оджен"",""ня "",""та "",""не "",""за"",""лухан"",""их "",""суд"",""в"",""им "",""ком"",""ісаром.""]",75
