sentence_id,split,row_index,text,segments,segment_count
17,dev,17,British newspaper The Guardian suggested Deutsche Bank controlled roughly a third of the 1200 shell companies used to accomplish this.,"[""B"",""r"",""it"",""ish "",""newspaper"","" "",""T"",""he "",""Guard"",""ian"","" "",""sugg es te d "",""Deut"",""sche "",""Bank "",""cont"",""roll"",""ed "",""rough"",""l"",""y "",""a "",""t"",""hi rd "",""of "",""t"",""he "",""1200 "",""shell"","" "",""comp"",""ani es  "",""used "",""t"",""o "",""accomp"",""l"",""ish "",""t"",""hi s.""]",40
18,dev,18,"There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.","[""T"",""her"",""e "",""were "",""pro te"",""st"",""s "",""wor"",""ldw"",""ide, "",""sever"",""al "",""crimin"",""al "",""prose"",""cut"",""ion"",""s, "",""and "",""t"",""he "",""leader"",""s "",""of "",""t"",""he "",""governm en t"",""s "",""of "",""Icel"",""an"",""d "",""and "",""Pakist"",""an "",""bot"",""h "",""r es ign"",""ed.""]",39
19,dev,19,"Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident ""green card"".","[""B"",""or"",""n "",""in "",""Hon"",""g "",""Kong, "",""Ma "",""st"",""udied "",""at"","" "",""New "",""Yor"",""k "",""Univer"",""sit"",""y "",""and "",""Har"",""vard "",""Law "",""School"","" "",""and "",""onc"",""e "",""hel"",""d "",""an "",""Amer"",""ican"","" "",""perman"",""en t"","" "",""r es id en t"","" "",""\"""",""gre en  "",""car"",""d\"""","".""]",43
20,dev,20,Hsieh implied during the election that Ma might flee the country during a time of crisis.,"[""H"",""sieh "",""implied "",""dur"",""ing "",""t"",""he "",""elect"",""ion "",""t"",""hat "",""Ma "",""might"","" "",""flee "",""t"",""he "",""count"",""ry "",""during "",""a "",""t"",""ime "",""of "",""crisis.""]",25
21,dev,21,Hsieh also argued that the photogenic Ma was more style than substance.,"[""H"",""sieh "",""also "",""argued "",""t"",""hat "",""t"",""he "",""phot"",""og en i"",""c "",""Ma "",""was "",""mor"",""e "",""st"",""yle "",""t"",""han "",""sub"",""st"",""ance.""]",22
22,dev,22,"Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.","[""D"",""es pi te  "",""t"",""h es e "",""accusat"",""ion"",""s, "",""Ma "",""won "",""hand"",""il"",""y "",""on "",""a "",""plat"",""form "",""adv"",""ocating "",""close"",""r"","" "",""t"",""i es  "",""wit"",""h "",""t"",""he "",""C hi n es e "",""mainl"",""and.""]",30
23,dev,23,Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,"[""T"",""oday'"",""s "",""Player "",""of "",""t"",""he "",""Day "",""is "",""Alex "",""Ovechkin "",""of "",""t"",""he "",""Was hi ngt"",""on "",""Cap"",""it"",""als.""]",19
24,dev,24,He had 2 goals and 2 assists in Washington's 5-3 win over the Atlanta Thrashers.,"[""H"",""e "",""had "",""2 "",""goals "",""and "",""2 "",""ass"",""ist"",""s "",""in "",""Was hi ngt"",""on'"",""s "",""5-"",""3 "",""win "",""over"","" "",""t"",""he "",""At"",""lanta "",""T"",""hrashers.""]",25
25,dev,25,Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;,"[""Ov"",""ech"",""kin'"",""s "",""first"","" "",""ass"",""ist"","" "",""of "",""t"",""he "",""night"","" "",""was "",""on "",""t"",""he "",""game-"",""winn"",""ing "",""goal "",""by "",""rookie "",""Nic"",""kl"",""as "",""Back"",""st"",""rom"","";""]",31
26,dev,26,"his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.","[""hi s "",""second"","" "",""goal "",""of "",""t"",""he "",""night"","" "",""was "",""hi s "",""60t"",""h "",""of "",""t"",""he "",""season"","", "",""becomin"",""g "",""t"",""he "",""first"","" "",""player "",""t"",""o "",""score "",""60 "",""or "",""mor"",""e "",""goals "",""in "",""a "",""season"","" "",""sin"",""ce "",""1995-"",""96, "",""wh en  "",""Jaromir "",""Jagr "",""and "",""Mar"",""io "",""Lemieux "",""each "",""reached "",""t"",""hat "",""mil"",""es t"",""one.""]",55
27,dev,27,Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.,"[""B"",""at"",""te n "",""was "",""ranked "",""190t"",""h "",""on "",""t"",""he "",""2008 "",""400 "",""Rich es t"","" "",""Amer"",""ican"",""s "",""list"","" "",""wit"",""h "",""an "",""es t"",""ima te d "",""for"",""t"",""une "",""of "",""$2.3"","" "",""bill"",""ion"","".""]",33
28,dev,28,He graduated from the College of Arts & Sciences of the University of Virginia in 1950 and was a significant donor to that institution.,"[""H"",""e "",""grad"",""ua te d "",""fr"",""om "",""t"",""he "",""Col"",""l"",""ege "",""of "",""Art"",""s "",""& "",""Sci en c"",""es  "",""of "",""t"",""he "",""Univer"",""sit"",""y "",""of "",""Virgin"",""ia "",""in "",""1950 "",""and "",""was "",""a "",""sign"",""ifican"",""t"","" "",""donor "",""t"",""o "",""t"",""hat "",""inst"",""itution"","".""]",43
29,dev,29,Iraq's Abu Ghraib prison has been set alight during a riot.,"[""Ir"",""aq'"",""s "",""Abu "",""Ghraib "",""prison"","" "",""has "",""be en  "",""set"","" "",""alight"","" "",""during "",""a "",""riot.""]",16
30,dev,30,The jail became notorious after prisoner abuse was discovered there after US forces took over.,"[""T"",""he "",""jail "",""became "",""not"",""orious "",""af te r"","" "",""prison"",""er"","" "",""abuse "",""was "",""disc"",""over"",""ed "",""t"",""here "",""af te r"","" "",""US "",""for"",""c es  "",""t"",""ook "",""over"","".""]",27
31,dev,31,"Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.","[""P"",""iquet"","" "",""Jr. "",""crashed "",""in "",""t"",""he "",""2008 "",""Sin"",""gapore "",""Gran"",""d"","" "",""Prix "",""just"","" "",""af te r"","" "",""an "",""earl"",""y "",""pit"","" "",""st"",""op "",""for"","" "",""Fer"",""nando "",""Alon"",""so, "",""bringing "",""out"","" "",""t"",""he "",""safet"",""y "",""car"","".""]",41
32,dev,32,"As the cars ahead of Alonso went in for fuel under the safety car, he moved up the pack to take victory.","[""As"","" t"",""he "",""car"",""s "",""ahead "",""of "",""Alonso "",""w en t"","" "",""in "",""for"","" "",""fuel"","" "",""under"","" "",""t"",""he "",""safet"",""y "",""car"","", "",""he "",""moved "",""up "",""t"",""he "",""pack "",""t"",""o "",""t"",""ake "",""victory.""]",34
33,dev,33,Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.,"[""P"",""iquet"","" "",""Jr. "",""was "",""sacked "",""af te r"","" "",""t"",""he "",""2009 "",""Hungarian"","" "",""Gran"",""d"","" "",""Prix.""]",17
34,dev,34,"At exactly 8:46 a.m. a hush fell across the city, marking the exact moment the first jet struck its target.","[""At"","" "",""exact"",""ly "",""8:4"",""6 "",""a.m"","". "",""a "",""hush "",""fell"","" "",""acr"",""oss "",""t"",""he "",""cit"",""y, "",""mar"",""king "",""t"",""he "",""exact"","" "",""mom en t"","" "",""t"",""he "",""first"","" "",""jet "",""st"",""ru ck "",""its "",""t"",""arget.""]",36
35,dev,35,Two beams of light have been rigged up to point skywards overnight.,"[""T"",""wo "",""beams "",""of "",""light"","" "",""have "",""be en  "",""rigged "",""up "",""t"",""o "",""point"","" "",""skywards "",""over"",""night"","".""]",18
36,dev,36,"Construction is ongoing for five new skyscrapers at the site, with a transportation center and memorial park in the middle.","[""C"",""onst"",""ru ct"",""ion "",""is "",""ongoing "",""for"","" "",""five "",""new "",""skyscraper"",""s "",""at"","" "",""t"",""he "",""si te, "",""wit"",""h "",""a "",""t"",""ransp"",""ort"",""ation"","" "",""c en te r"","" "",""and "",""memor"",""ial"","" "",""park "",""in "",""t"",""he "",""mid"",""dl"",""e.""]",38
37,dev,37,"The PBS show has more than two-dozen Emmy awards, and its run is shorter only than Sesame Street and Mister Rogers' Neighborhood.","[""T"",""he "",""PBS "",""show"","" "",""has "",""mor"",""e "",""t"",""han "",""t"",""wo-"",""doz en  "",""Emmy "",""awar"",""ds, "",""and "",""its "",""ru n "",""is "",""shor te r "",""only "",""t"",""han "",""S es ame "",""St"",""reet"","" "",""and "",""Mis te r"","" "",""Rogers'"","" "",""Neighb"",""or"",""hood"","".""]",37
38,dev,38,Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories.,"[""E"",""ac"",""h "",""episod"",""e "",""of "",""t"",""he "",""show"","" "",""would"","" "",""focus "",""on "",""a "",""t"",""heme "",""in "",""a "",""specific"","" "",""book "",""and "",""t"",""h en  "",""explore "",""t"",""hat "",""t"",""heme "",""t"",""hrough"","" "",""mul"",""t"",""iple "",""st"",""ori es.""]",38
39,dev,39,Each show would also provide recommendations for books that children should look for when they went to their library.,"[""E"",""ac"",""h "",""show"","" "",""would"","" "",""also "",""prov"",""id"",""e "",""recomm"",""en dation"",""s "",""for"","" "",""book"",""s "",""t"",""hat "",""c hi ldr"",""en  "",""should"","" "",""look "",""for"","" "",""wh en  "",""t"",""hey "",""w en t"","" "",""t"",""o "",""t"",""heir "",""libr"",""ary.""]",38
40,dev,40,"John Grant, from WNED Buffalo (Reading Rainbow's home station) said ""Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read.""","[""John"","" "",""Gran"",""t"","", "",""fr"",""om "",""WNED "",""Buffalo "",""(R"",""ead"",""in"",""g "",""Rainbow"",""'"",""s "",""hom"",""e "",""st"",""ation"","") "",""said "",""\"""",""R"",""ead"",""in"",""g "",""Rainbow"","" "",""t"",""aught "",""kids "",""why "",""t"",""o "",""read,... "",""t"",""he "",""love "",""of "",""reading "",""—"","" "",""["",""t"",""he "",""show"",""]"","" "",""en courag"",""ed "",""kids "",""t"",""o "",""pick "",""up "",""a "",""book "",""and "",""t"",""o "",""read.\""""]",62
41,dev,41,"It is believed by some, including John Grant, that both the funding crunch and a shift in the philosophy of educational television programming contributed to ending the series.","[""It"","" "",""is "",""bel"",""ieved "",""by "",""som"",""e, "",""inc"",""l"",""udin"",""g "",""John"","" "",""Gran"",""t"","", "",""t"",""hat "",""bot"",""h "",""t"",""he "",""funding "",""c ru nch "",""and "",""a "",""s hi ft"","" "",""in "",""t"",""he "",""p hi losop"",""h"",""y "",""of "",""educat"",""ion"",""al "",""te levision"","" "",""program"",""m"",""in"",""g "",""cont"",""ribu te d "",""t"",""o "",""en ding "",""t"",""he "",""ser"",""i es.""]",54
42,dev,42,"The storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say.","[""T"",""he "",""st"",""orm, "",""sit"",""ua te d "",""about"","" "",""645 "",""mil"",""es  "",""(1040 "",""km) "",""w es t"","" "",""of "",""t"",""he "",""Cap"",""e "",""Ver"",""de "",""isl"",""ands"","", "",""is "",""likel"",""y "",""t"",""o "",""diss"",""ip"",""a te  "",""befor"",""e "",""t"",""hrea te ning "",""any "",""land "",""areas, "",""for"",""ecas te r"",""s "",""say.""]",44
43,dev,43,Fred currently has winds of 105 miles per hour (165 km/h) and is moving towards the northwest.,"[""F"",""r"",""ed"","" "",""cur"",""r en t"",""ly "",""has "",""win"",""ds "",""of "",""105 "",""mil"",""es  "",""per "",""hour "",""(165"","" "",""km/"",""h)"","" "",""and "",""is "",""moving "",""t"",""owards "",""t"",""he "",""nor"",""t"",""hw es t"","".""]",32
44,dev,44,"Fred is the strongest tropical cyclone ever recorded so far south and east in the Atlantic since the advent of satellite imagery, and only the third major hurricane on record east of 35°W.","[""F"",""r"",""ed"","" "",""is "",""t"",""he "",""st"",""rong es t"","" "",""t"",""rop"",""ical "",""cycl"",""one "",""ever"","" "",""recor"",""ded "",""so "",""far"","" "",""sout"",""h "",""and "",""east"","" "",""in "",""t"",""he "",""At"",""lantic "",""sin"",""ce "",""t"",""he "",""adv"",""en t"","" "",""of "",""sa te ll"",""i te  "",""imag"",""ery, "",""and "",""only "",""t"",""he "",""t"",""hi rd "",""major"","" "",""hurrican"",""e "",""on "",""recor"",""d "",""east"","" "",""of "",""35"",""W"","".""]",63
45,dev,45,"On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.","[""On"","" "",""Sep te mber"","" "",""24, "",""175"",""9, "",""Art"",""hur "",""Guin"",""n"",""es s"","" "",""sign"",""ed "",""a "",""9,0"",""00 "",""year"","" "",""lease"","" "",""for"","" "",""t"",""he "",""St"","" "",""Jam es '"","" "",""Ga te  "",""Brew"",""ery "",""in "",""Dublin"","", "",""Irel"",""and.""]",38
46,dev,46,"250 years later, Guinness has grown to a global business that turns over 10 billion euros (US$14.7 billion) every year.","[""250 "",""year"",""s "",""la te r, "",""Guin"",""n"",""es s"","" "",""has "",""grown "",""t"",""o "",""a "",""global "",""busin es s"","" "",""t"",""hat "",""t"",""urns "",""over"","" "",""10 "",""bill"",""ion"","" "",""euros "",""(U"",""S$14.7"","" "",""bill"",""ion"","")"","" "",""ever"",""y "",""year"","".""]",38
47,dev,47,"Jonny Reid, co-driver for the A1GP New Zealand team, today made history by driving the fastest over the 48-year-old Auckland Harbour Bridge, New Zealand, legally.","[""Jon"",""n"",""y "",""Reid, "",""co-"",""driver"","" "",""for"","" "",""t"",""he "",""A1GP "",""New "",""Zealan"",""d "",""te am, "",""t"",""oday "",""made "",""hi st"",""ory "",""by "",""driving "",""t"",""he "",""fas te st"","" "",""over"","" "",""t"",""he "",""48-"",""year"",""-"",""old "",""Auck"",""l"",""and "",""Har"",""bour"","" "",""Bridg"",""e, "",""New "",""Zealan"",""d, "",""legall"",""y.""]",48
48,dev,48,"Mr Reid managed to drive the New Zealand's A1GP car, Black Beauty at speeds over 160km/h seven times over the bridge.","[""M"",""r"","" "",""Reid "",""man"",""ag"",""ed "",""t"",""o "",""drive "",""t"",""he "",""New "",""Zealan"",""d'"",""s "",""A1GP "",""car"","", "",""Black"","" "",""Beaut"",""y "",""at"","" "",""speeds "",""over"","" "",""160km/"",""h "",""sev en  "",""t"",""im es  "",""over"","" "",""t"",""he "",""bridge.""]",38
49,dev,49,"The New Zealand police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.","[""T"",""he "",""New "",""Zealan"",""d "",""pol"",""ice "",""had "",""t"",""rouble "",""using "",""t"",""heir "",""speed"","" "",""radar "",""gun"",""s "",""t"",""o "",""see"","" "",""how fast"","" "",""Mr "",""Reid "",""was "",""going "",""because"","" "",""of "",""how low "",""Black"","" "",""Beaut"",""y "",""is, "",""and "",""t"",""he "",""only "",""t"",""ime "",""t"",""he "",""pol"",""ice "",""man"",""ag"",""ed "",""t"",""o "",""clock "",""Mr "",""Reid "",""was "",""wh en  "",""he "",""slowed "",""down"","" "",""t"",""o "",""160km/"",""h.""]",65
50,dev,50,"In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged.","[""In "",""t"",""he "",""last"","" "",""3 "",""mon"",""t"",""hs, "",""over"","" "",""80 "",""arr"",""es te es  "",""were "",""rel"",""ease"",""d "",""fr"",""om "",""t"",""he "",""C en t"",""ral "",""Book"",""ing "",""facilit"",""y "",""wit"",""hout "",""being "",""for"",""mall"",""y "",""char"",""ged.""]",36
51,dev,51,"In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.","[""In "",""April"","" "",""t"",""hi s "",""year, "",""a "",""te mporary "",""r es t"",""aining "",""order"","" "",""was "",""iss"",""ued "",""by "",""Judge "",""Glyn"",""n"","" "",""against"","" "",""t"",""he "",""facilit"",""y "",""t"",""o "",""en force "",""t"",""he "",""rel"",""ease"","" "",""of "",""t"",""hose "",""hel"",""d "",""mor"",""e "",""t"",""han "",""24 "",""hours "",""af te r"","" "",""t"",""heir "",""int"",""ake "",""who "",""did "",""not"","" "",""recei"",""ve "",""a "",""hear"",""ing "",""by "",""a "",""cour"",""t"","" "",""comm"",""ission"",""er"","".""]",69
52,dev,52,"The commissioner sets bail, if granted, and formalizes the charges filed by the arresting officer. The charges are then entered into the state's computer system where the case is tracked.","[""T"",""he "",""comm"",""ission"",""er"","" "",""set"",""s "",""bail, "",""if gran te d, "",""and "",""for"",""maliz es  "",""t"",""he "",""char"",""g es  "",""filed "",""by "",""t"",""he "",""arr"",""es t"",""ing "",""off"",""icer"","". "",""T"",""he "",""char"",""g es  "",""are "",""t"",""h en  "",""en te red "",""int"",""o "",""t"",""he "",""st"",""a te '"",""s "",""comp"",""u te r "",""sys te m"","" "",""wher"",""e "",""t"",""he "",""case "",""is "",""t"",""racked.""]",54
53,dev,53,The hearing also marks the date for the suspect’s right to a speedy trial.,"[""T"",""he "",""hear"",""ing "",""also "",""mar"",""ks "",""t"",""he "",""da te  "",""for"","" "",""t"",""he "",""susp"",""ect"",""’s "",""right"","" "",""t"",""o "",""a "",""speedy "",""t"",""rial.""]",25
54,dev,54,"Peter Costello, Australian treasurer and the man most likely to succeed Prime Minister John Howard as Liberal party leader has thrown his support behind a nuclear power industry in Australia.","[""P"",""e te"",""r"","" "",""Cos te"",""ll"",""o, "",""Aust"",""ralian"","" "",""t"",""reasur"",""er"","" "",""and "",""t"",""he "",""man"","" "",""most"","" "",""likel"",""y "",""t"",""o "",""succeed "",""Prime "",""Min"",""is te r"","" "",""John"","" "",""Howard "",""as "",""Liber"",""al "",""part"",""y "",""leader"","" "",""has "",""t"",""hrown "",""hi s "",""support"","" "",""be hi"",""nd "",""a "",""nucl"",""ear "",""power "",""indust"",""ry "",""in "",""Aust"",""ralia.""]",57
55,dev,55,"Mr Costello said that when nuclear power generation becomes economically viable, Australia should pursue its use.","[""M"",""r"","" "",""Cos te"",""ll"",""o "",""said "",""t"",""hat "",""wh en  "",""nucl"",""ear"","" "",""power "",""g en er"",""ation"","" "",""becom es  "",""econom"",""icall"",""y "",""viable, "",""Aust"",""ralia "",""should"","" "",""pursu"",""e "",""its "",""use.""]",30
56,dev,56,"""If it becomes commercial, we should have it. That is, there's no in-principle objection to nuclear energy"" Mr Costello said.","[""\"""",""If it "",""becom es  "",""comm"",""er"",""cial"","", "",""we "",""should"","" "",""have "",""it. "",""T"",""hat "",""is, "",""t"",""here'"",""s "",""no "",""in-"",""princip"",""l"",""e "",""object"",""ion "",""t"",""o "",""nucl"",""ear"","" "",""en er"",""gy\"""","" "",""Mr "",""Cos te"",""ll"",""o "",""said.""]",38
57,dev,57,"According to Ansa, ""police were concerned by a couple of top-level hits they feared might spark a full-blown war of succession.","[""Ac"",""c"",""or"",""din"",""g "",""t"",""o "",""Ansa, "",""\"""",""pol"",""ice "",""wer"",""e "",""conc"",""er"",""ned "",""by "",""a "",""coup"",""l"",""e "",""of "",""t"",""op-"",""level"","" "",""hi ts "",""t"",""hey "",""feared "",""might"","" "",""spark "",""a "",""full"",""-"",""blow"",""n "",""war"","" "",""of "",""succ es s"",""ion"","".""]",44
