sentence_id,split,row_index,text,segments,segment_count
10,dev,10,"Около 11:29 протестующие двинулись вверх по Уайтхолл, мимо Трафальгарской площади, вдоль Стрэнда, мимо Олдвича и вверх по Кингсуэй в сторону района Холборн, где Консервативная партия проводила свой Весенний форум в гостинице Grand Connaught Rooms.","[""Ок"",""ол"","" "",""11:29 "",""про"",""естующ"",""ие "",""двин"",""ули"",""ь "",""ввер"","" "",""по "",""Уай"",""хол"",""л, "",""мимо "",""Трафальгар"",""к"",""ой "",""пло"",""ади, "",""вдоль "",""Стр"",""н"",""да, "",""мимо "",""Олдвича "",""и ввер"","" "",""по "",""Кин"",""гсуэй "",""в "",""сто"",""он"",""у "",""район"",""а "",""Холб"",""орн"","", "",""где "",""Кон"",""сер"",""ативн"",""ая "",""пар"",""ия "",""пров"",""одила "",""свой "",""Вес"",""ен"",""ний "",""фор"",""м "",""в "",""го"",""тин"",""ице "",""Grand"","" "",""Connaught "",""Rooms.""]",65
11,dev,11,Рекорд Надала в схватках один на один с канадцем —  7–2.,"[""Р"","""",""к"",""орд "",""Над"",""ла "",""в "",""схватках "",""один"","" "",""на "",""один"","" "",""с "",""кан"",""адцем"","" "",""— "","" 7–2.""]",19
12,dev,12,Недавно он проиграл Раоничу на турнире в Брисбене.,"[""Н"",""ед"",""вн"",""о "",""он"","" "",""проиграл "",""Раон"",""ичу "",""на "",""турн"",""ире "",""в "",""Бри"",""б"",""ен"",""е.""]",17
13,dev,13,"Надал набрал 88% всех очков в матче, выиграв 76 очков  в первой подаче.","[""Н"",""ад"",""л "",""наб"",""рал "",""88% "",""всех "",""очков"","" "",""в "",""матче, "",""выиг"",""ав"","" "",""76 "",""очков"","" "","" в "",""пер"",""ой "",""под"",""че.""]",22
14,dev,14,"После матча ""Король грунта"" сказал: ""Я так рад, что вернусь в финальные раунды самых важных мероприятий. Я здесь, чтобы попытаться выиграть"".","[""П"",""о"",""ле "",""матча "",""\""Ко"",""оль "",""гр"",""н"",""та\"" "",""ск"",""азал: "",""\""Я так"","" "",""рад, "",""что "",""вер"","""",""усь "",""в "",""фин"",""альн"",""ые "",""раун"",""ды "",""сам"",""ых "",""важн"",""ых "",""мер"",""п"",""риятий. "",""Я здесь, "",""чтобы "",""попытаться "",""выиг"",""ать\"".""]",36
15,dev,15,"""Панамские документы"" — это собирательное название приблизительно десяти миллионов документов панамской юридической фирмы Mossack Fonseca, просочившихся в прессу весной 2016 г.","[""\"""",""Пан"",""амск"",""ие "",""док"",""умен"",""ты\"" "",""— "",""это "",""соб"",""ирательн"",""ое "",""назв"",""ан"",""ие "",""при"",""лизительн"",""о "",""дес"",""яти "",""миллион"",""ов"","" "",""док"",""умен"",""тов"","" "",""пан"",""амск"",""ой "",""юридическ"",""ой "",""фирмы "",""Mossack "",""Fonseca, "",""про"",""о"",""ившихся "",""в "",""пре"",""су "",""вес"",""ной "",""2016 "",""г.""]",45
16,dev,16,"Документы показали, что четырнадцать банков помогли состоятельным клиентам спрятать миллиарды долларов США, чтобы избежать уплаты налогов и выполнения прочих нормативных требований.","[""Д"",""ок"",""умен"",""ты "",""пок"",""азали, "",""что "",""чет"",""рн"",""адцать "",""бан"",""ков"","" "",""пом"",""огли "",""со"",""тоятельн"",""ым "",""клиен"",""там "",""спрятать "",""миллиа"",""д"","" "",""долла"",""ов"","" "",""США, "",""чтоб"",""ы "",""изб"",""ежать "",""уплаты "",""нал"",""г"",""ов"","" "",""и выполнен"",""ия "",""про"",""их "",""нормативн"",""ых "",""треб"",""ов"",""ан"",""ий.""]",47
17,dev,17,"Британская газета The Guardian  предположила, что Deutsche Bank контролировал примерно треть из 1200 подставных компаний, использованных для этой цели.","[""Б"",""ри"",""ан"",""ск"",""ая "",""газета "",""The "",""Guard"",""ian "","" пред"",""положила, "",""что "",""Deutsche "",""Bank "",""кон"",""трол"",""иров"",""ал "",""при"",""ерн"",""о "",""тре"",""ь "",""из "",""1200 "",""под"",""тавн"",""ых "",""ком"",""пан"",""ий, "",""использов"",""ан"",""ных "",""для "",""этой "",""цели.""]",37
18,dev,18,"По всему миру происходили протесты, было несколько уголовных преследований, а главы правительств Исландии и Пакистана ушли в отставку.","[""П"",""о "",""всем"",""у "",""мир"","" "",""происходили "",""про"",""ест"","", "",""было "",""неск"",""олько "",""уголов"",""н"",""ых "",""пре"",""ледов"",""ан"",""ий, "",""а глав"",""ы "",""прав"",""ительств"","" "",""Ислан"",""дии "",""и Пак"",""истан"",""а "",""ушли "",""в "",""отставку.""]",33
19,dev,19,"Ма родился в Гонконге, учился в Нью-Йоркском университете и Гарвардской юридической школе. Он также когда-то имел постоянный вид на жительство в Америке (""грин-карту"").","[""М"",""а "",""родился "",""в "",""Гон"",""кон"",""ге, "",""учился "",""в "",""Нью-"",""Йоркск"",""ом "",""ун"",""ивер"",""итете "",""и Гарвард"",""к"",""ой "",""юридическ"",""ой "",""шк"",""оле. "",""Он"","" "",""так"",""же "",""когда-"",""то "",""имел "",""по"",""тоян"",""ный "",""вид "",""на "",""жительств"",""о "",""в "",""Америк"",""е "",""(\""грин"",""-"",""карту\"").""]",42
20,dev,20,"Во время проведения выборов Се намекал, что Ма может покинуть страну в случае кризиса.","[""В"",""о врем"",""я "",""пров"",""еден"",""ия "",""выбо"",""ов"","" "",""Се "",""намек"",""ал, "",""что "",""Ма "",""може"","" "",""пок"",""ин"",""уть "",""стр"",""н"",""у "",""в "",""случае "",""кри"",""иса.""]",26
21,dev,21,"Се также утверждал, что фотогеничный Ма больше выделялся внешностью, чем харизмой.","[""Се "",""так"",""же "",""утвержд"",""ал, "",""что "",""фото"","""",""ен"",""ичн"",""ый "",""Ма "",""больш"",""е "",""выд"",""лялся "",""вн"",""ешн"",""остью, "",""чем"","" "",""харизмой.""]",22
22,dev,22,"Несмотря на эти обвинения, Ма легко победил, выступая за более тесные связи с материковой частью Китая.","[""Н"",""есмо"",""р"","" "",""на "",""эти "",""обвин"",""ен"",""ия, "",""Ма "",""легк"",""о "",""поб"",""едил, "",""выс"",""упая "",""за "",""более "",""тес"",""н"",""ые "",""связи "",""с "",""матер"",""ков"",""ой "",""частью "",""Китая.""]",28
23,dev,23,Сегодняшний игрок дня — Алекс Овечкин из Washington Capitals.,"[""Сегодн"",""яшн"",""ий "",""игрок"","" "",""дня "",""— "",""Алек"",""с "",""Овечкин"","" "",""из "",""Was hi ngton "",""Cap"",""itals.""]",15
24,dev,24,"У него было 2 гола и 2 передачи в матче футбольного клуба ""Вашингтон"" против ""Атланта Трэшерз"", в котором первый одержал победу со счётом 5-3.","[""У "",""него "",""было "",""2 гола "",""и 2 пер"",""дачи "",""в "",""матче "",""футбольн"",""ого "",""клуба "",""\""Ваш"",""ин"",""гтон"",""\"" "",""про"",""ив "",""\""Атлан"",""та "",""Трэшерз\"""","", "",""в "",""кото"",""ом "",""пер"",""ый "",""одержал "",""поб"",""еду "",""со "",""счётом "",""5-3.""]",32
25,dev,25,"Первая голевая передача Овечкина в тот вечер принесла команде победный гол, выполненный новичком Никласом Бекстрёмом;","[""П"",""ер"",""ая "",""голев"",""ая "",""пер"",""дача "",""Овечкин"",""а "",""в "",""то"","" "",""вечер "",""при"","""",""есла "",""ком"",""ан"",""де "",""поб"",""едн"",""ый "",""гол, "",""выполнен"",""ный "",""нов"",""ичком "",""Никласом"","" "",""Бек"",""стрёмом;""]",31
26,dev,26,"Его второй целью в этот вечер был его 60-й гол в сезоне, в результате чего он становился первым игроком забившим 60 или больше голов в сезоне с 1995-96 гг., когда Джаромир Джагр  и Марио Лемьо оба добились этого достижения.","[""Ег"",""о "",""вто"",""ой "",""цел"",""ю "",""в "",""это"","" "",""вечер "",""был "",""его "",""60-"",""й "",""гол "",""в "",""сезон"",""е, "",""в "",""рез"",""льта"",""е "",""чего "",""он"","" "",""стан"",""ов"",""ился "",""пер"",""ым "",""игрок"",""ом "",""заб"",""ивш"",""им "",""60 "",""или "",""больш"",""е "",""голов"","" "",""в "",""сезон"",""е "",""с "",""1995-"",""96 "",""гг., "",""когда "",""Джаромир "",""Джаг"",""р "","" "",""и Мар"",""о "",""Лем"",""ьо "",""оба "",""доб"",""ились "",""этого "",""до"",""тижен"",""ия.""]",64
27,dev,27,"Баттен занял 190-е место в списке 400 богатейших американцев в 2008 году, его состояние оценивалось в 2,3 миллиарда долларов США.","[""Б"",""а"",""тен"","" "",""зан"",""ял "",""190-"",""е "",""место "",""в "",""списк"",""е "",""400 "",""бога"",""ейш"",""их "",""американ"",""цев"","" "",""в "",""2008 "",""году, "",""его "",""со"",""тоян"",""ие "",""оцен"",""ивало"",""ь "",""в "",""2,3 "",""миллиа"",""да "",""долларов"","" "",""США.""]",36
28,dev,28,Он окончил колледж искусств и наук Виргинского университета в 1950 году и был важным спонсором этого учреждения.,"[""Он"","" "",""ок"",""он"",""чил "",""кол"",""едж "",""иск"",""усств"","" "",""и наук "",""Виргин"",""ского "",""ун"",""ивер"",""итета "",""в "",""1950 "",""году "",""и был "",""важн"",""ым "",""спо"","""",""сором "",""этого "",""учрежден"",""ия.""]",28
29,dev,29,Иракская тюрьма Абу-Грейб была подожжена во время бунта.,"[""И"",""ак"",""ск"",""ая "",""тюрьма "",""Абу-"",""Грейб"","" "",""была "",""под"",""жж"",""ен"",""а "",""во "",""врем"",""я "",""бун"",""та.""]",18
30,dev,30,"Тюрьма получила скандальную известность после раскрытия издевательств над заключенными, происходивших в ней, когда она перешла под контроль американских военных.","[""Т"","""","""","""",""м"",""а "",""пол"",""чила "",""ск"",""ан"",""дальн"",""ую "",""известн"",""ость "",""по"",""ле "",""раск"",""рытия "",""изд"",""в"",""ател"",""ств"","" "",""над "",""зак"",""лючен"",""ными, "",""происходив"","""",""их "",""в "",""ней, "",""когда "",""он"",""а "",""пер"",""шла "",""под "",""кон"",""трол"",""ь "",""американ"",""ских "",""воен"",""ных.""]",45
31,dev,31,"Пике-младший попал в аварию на Гран-при Сингапура в 2008 году сразу после раннего пит-стопа Фернандо Алонсо, после чего пришлось задействовать машину безопасности.","[""П"",""ик"",""е-"",""млад"","""",""ий "",""поп"",""ал "",""в "",""аварию "",""на "",""Гран"",""-"",""при "",""Син"",""гап"",""ура "",""в "",""2008 "",""году "",""сразу "",""по"",""ле "",""ран"",""него "",""пит-"",""стоп"",""а "",""Фер"","""",""ан"",""до "",""Алон"",""со, "",""по"",""ле "",""чего "",""при"",""ло"",""ь "",""зад"",""йств"",""ов"",""ать "",""машин"",""у "",""без"",""п"",""асн"",""ости.""]",50
32,dev,32,"Когда машины впереди Алонсо отправились за топливом под машину безопасности, он двинулся вверх, чтобы взять победу.","[""К"",""ог"",""да "",""машин"",""ы "",""впер"",""ди "",""Алон"",""со "",""отправ"",""или"",""ь "",""за "",""топ"",""лив"",""ом "",""под "",""машин"",""у "",""без"",""п"",""асн"",""ости, "",""он"","" "",""двин"",""улся "",""ввер"","", "",""чтоб"",""ы "",""вз"",""ть "",""поб"",""еду.""]",35
33,dev,33,Пике-младший не был допущен к гонкам после Гран-при Венгрии 2009 года.,"[""П"",""ик"",""е-"",""млад"","""",""ий "",""не "",""был "",""допущен"","" "",""к "",""гон"",""кам "",""по"",""ле "",""Гран"",""-"",""при "",""Вен"",""грии "",""2009 "",""года.""]",22
34,dev,34,"Ровно в 08:46 весь город замер, обозначив тот самый момент, когда первый самолёт ударил по цели.","[""Р"","""",""в"",""н"",""о "",""в "",""08:46 "",""вес"",""ь "",""го"",""од "",""зам"",""ер, "",""обозн"",""ачив "",""то"","" "",""сам"",""ый "",""момен"",""т, "",""когда "",""пер"",""ый "",""сам"",""олёт "",""ударил "",""по "",""цели.""]",29
35,dev,35,"Были установлены два источника света, лучи от которых были направлены в ночное небо.","[""Б"",""ыли "",""устан"",""ов"",""лен"",""ы "",""два "",""исто"",""н"",""ика "",""све"",""а, "",""лучи "",""от "",""кото"",""ых "",""были "",""нап"",""рав"",""лен"",""ы "",""в "",""ночн"",""ое "",""небо.""]",25
36,dev,36,На этом месте ведется стройка пяти новых небоскрёбов с транспортным центром и мемориальным парком посередине.,"[""Н"",""а "",""этом "",""месте "",""вед"",""тся "",""стр"",""йк"",""а "",""пяти "",""нов"",""ых "",""небо"",""к"",""рёбов"","" "",""с "",""тран"",""спо"",""тн"",""ым "",""цен"",""тром"","" "",""и мем"",""о"",""иальн"",""ым "",""пар"",""ом "",""по"",""ередин"",""е.""]",33
37,dev,37,"У этого сериала PBS более двух дюжин наград ""Эмми"", и по продолжительности он уступает только ""Улице Сезам"" и ""Окрестностям дома мистера Роджерса"".","[""У "",""этого "",""сер"",""ала "",""PBS "",""более "",""двух "",""дюжин"","" "",""наг"","""",""ад "",""\""Эмми\"", "",""и по "",""прод"",""олжительн"",""ости "",""он"","" "",""уступает "",""тольк"",""о "",""\""Улице "",""Сезам"",""\"" "",""и \""Ок"",""рестн"",""остям "",""дом"",""а "",""мистер"","" "",""Роджер"",""а\"".""]",34
38,dev,38,Каждый эпизод шоу будет посвящен теме в определенной книге и потом станет исследовать эту тему с помощью разнообразных историй.,"[""К"",""аж"",""д"","""",""й "",""эпизод "",""шо"","" "",""будет "",""по"",""вящен"","" "",""тем"",""е "",""в "",""опред"",""елен"",""ной "",""книге "",""и по"",""ом "",""стан"",""ет "",""исследов"",""ать "",""эту "",""тем"",""у "",""с "",""пом"",""ощью "",""разн"",""ооб"",""разн"",""ых "",""исто"",""ий.""]",37
39,dev,39,"Каждое шоу также даст рекомендацию по поводу книги, которую стоит искать детям, когда они пойдут в библиотеку.","[""К"",""аж"",""д"",""ое "",""шо"","" "",""так"",""же "",""даст "",""рек"",""омен"",""дацию "",""по "",""пов"",""оду "",""книги, "",""кото"",""ую "",""стоит "",""иск"",""ать "",""детям, "",""когда "",""он"",""и "",""пойдут "",""в "",""библио"",""ек"",""у.""]",30
40,dev,40,"Джон Грант с канала WNED Buffalo (где показывают Reading Rainbow) сказал: ""Шоу Reading Rainbow показало детям, зачем нужно читать, ... привило любовь к чтению — [оно] побудило детей взять книгу в руки и прочитать ее"".","[""Д"",""жон"","" "",""Гран"",""т "",""с "",""кан"",""ала "",""WNED "",""Buffalo "",""(где "",""пок"",""азывают "",""Read"",""ing "",""Rainbow) "",""ск"",""азал: "",""\""Шо"","" "",""Reading "",""Rainbow "",""пок"",""азало "",""детям, "",""за"",""ем"","" "",""нужн"",""о "",""читать, "",""... "",""при"",""ило "",""люб"",""овь "",""к "",""чтен"",""ию "",""— "",""[он"",""о] "",""поб"",""удило "",""дет"",""й "",""вз"",""ть "",""книгу "",""в "",""руки "",""и про"",""итать "",""ее\"".""]",54
41,dev,41,"Некоторые, включая Джона Гранта, считают, что к завершению сериала привели одновременно и нехватка финансирования, и смена концепции образовательных ТВ-программ.","[""Н"",""ек"",""ото"",""ые, "",""включа"","" "",""Джон"",""а "",""Гран"",""та, "",""считают, "",""что "",""к "",""зав"",""ершен"",""ию "",""сер"",""ала "",""при"",""ели "",""одн"",""ов"",""рем"",""ен"",""но "",""и нехватка "",""фин"",""ан"",""сиров"",""ан"",""ия, "",""и смен"",""а "",""кон"",""цепции "",""образов"",""ательн"",""ых "",""ТВ-"",""прог"",""рамм.""]",41
42,dev,42,"Синоптики говорят, что шторм, находящийся примерно в 645 милях (1040 км) к западу от островов Кабо-Верде, скорее всего, закончится до того, как сможет стать угрозой каким-либо участкам суши.","[""Син"",""оп"",""тик"",""и "",""гово"",""ят, "",""что "",""што"",""м, "",""находящ"",""ийся "",""при"",""ерн"",""о "",""в "",""645 "",""милях "",""(1040 "",""км) "",""к "",""зап"",""ад"","" "",""от "",""остров"",""ов"","" "",""Каб"",""о-"",""Вер"",""е, "",""ск"",""орее "",""всего, "",""зак"",""он"",""чится "",""до "",""того, "",""как"","" "",""сможет "",""ста"",""ь "",""угрозой "",""как"",""им-"",""либ"",""о "",""уча"",""ткам "",""суши.""]",52
43,dev,43,"Скорость ветра урагана Фред в настоящее время 105 миль в час (165 км/ч), и он движется в направление северо-запада.","[""Ск"",""оро"",""ть "",""вет"",""а "",""ураган"",""а "",""Фред "",""в "",""насто"",""щ"",""ее "",""врем"",""я "",""105 "",""миль "",""в "",""час "",""(165 "",""км/ч), "",""и он"","" "",""движется "",""в "",""нап"",""рав"",""лен"",""ие "",""сев"",""еро-"",""зап"",""ада.""]",32
44,dev,44,"Фред является самым сильным тропическим циклоном, когда-либо зарегистрированным так далеко на юге и востоке в Атлантическом океане со времен появления спутниковой съемки, и всего лишь третьим крупным ураганом к востоку от 35 градусов з. ш. за всё время наблюдений.","[""Ф"","""",""д"","" "",""является "",""сам"",""ым "",""сильн"",""ым "",""троп"",""ическ"",""им "",""цик"",""лон"",""ом, "",""когда-"",""либ"",""о "",""за"",""егист"",""иров"",""ан"",""ным "",""так"","" "",""далек"",""о "",""на "",""юге "",""и во"",""ток"",""е "",""в "",""Атлан"",""тическ"",""ом "",""ок"",""еан"",""е "",""со "",""врем"",""ен"","" "",""по"",""влен"",""ия "",""спутн"",""иков"",""ой "",""съем"",""ки, "",""и всего "",""лишь "",""тре"",""ьим"","" "",""крупн"",""ым "",""ураган"",""ом "",""к "",""во"",""ток"",""у "",""от "",""35 "",""градусов"","" "",""з. "",""ш. "",""за "",""всё "",""врем"",""я "",""наб"",""люден"",""ий.""]",77
45,dev,45,24 сентября 1759 года Артур Гиннесс подписал контракт на 9000 лет аренды пивоварни St James' Gate Brewery в ирландском Дублине.,"[""24 "",""сен"",""тября "",""1759 "",""года "",""Артур "",""Гин"",""несс "",""под"",""исал "",""кон"",""тракт "",""на "",""9000 "",""лет "",""арен"",""ды "",""пивов"",""арн"",""и "",""St "",""Jam es '"","" "",""Ga te  "",""Brew"",""ery "",""в "",""ирлан"",""дск"",""ом "",""Дублин"",""е.""]",32
46,dev,46,"250 лет спустя ""Гиннесс"" превратился в глобальную компанию с ежегодным оборотом свыше 10 миллиардов евро (14,7 миллиардов долларов США).","[""250 "",""лет "",""спуст"","" "",""\""Гин"",""несс\"" "",""прев"",""ратился "",""в "",""глоб"",""альн"",""ую "",""ком"",""пан"",""ию "",""с "",""ежегодн"",""ым "",""обо"",""отом "",""свыше "",""10 "",""миллиа"",""дов"","" "",""евро "",""(14,7 "",""миллиа"",""дов"","" "",""долларов"","" "",""США).""]",33
47,dev,47,"Штурман команды из Новой Зеландии A1GP Джонни Рид сегодня вошел в историю, проехав по официальным данным быстрее всех по 48-летнему мосту Окленд Харбор Бридж в Новой Зеландии.","[""Ш"",""у"","""","""",""ан"","" "",""ком"",""ан"",""ды "",""из "",""Нов"",""ой "",""Зелан"",""дии "",""A1GP "",""Джон"",""ни "",""Рид "",""сегодн"",""я "",""во"",""ел "",""в "",""исто"",""ию, "",""проехав "",""по "",""официальн"",""ым "",""дан"",""ным "",""быстрее "",""всех "",""по "",""48-летн"",""ему "",""мо"",""ту "",""Ок"",""лен"",""д "",""Харбо"","" "",""Бри"",""ж "",""в "",""Нов"",""ой "",""Зелан"",""дии.""]",50
48,dev,48,"Мистеру Риду удалось проехать на новозеландском автомобиле Black Beauty, участвовавшем в ""А1 Гран-при"", со скоростью более 160 км/ч семь раз по мосту.","[""М"",""и"","""",""ер"","" "",""Рид"","" "",""удало"",""ь "",""проехать "",""на "",""нов"",""озелан"",""дск"",""ом "",""авто"","""",""об"",""иле "",""Black"","" "",""Beauty, "",""уча"",""тв"",""ов"",""авш"",""ем "",""в "",""\""А1 "",""Гран"",""-"",""при\"""","", "",""со "",""ск"",""оростью "",""более "",""160 "",""км/"",""ч "",""сем"",""ь "",""раз "",""по "",""мо"",""ту.""]",46
49,dev,49,"У новозеландской полиции были трудности с радарами для замера скорости и определением того, как быстро ехал мистер Рид из-за того, что Black Beauty довольно низкая, и единственный раз, когда полиции удалось засечь мистера Рида, это было тогда, когда он сбавил скорость до 160 км/ч.","[""У "",""нов"",""озелан"",""дск"",""ой "",""пол"",""ции "",""были "",""тр"",""дн"",""ости "",""с "",""рад"",""рами "",""для "",""зам"",""ера "",""ск"",""орости "",""и опред"",""елен"",""ием "",""того, "",""как"","" "",""быстро "",""ехал "",""мистер "",""Рид "",""из-"",""за "",""того, "",""что "",""Black "",""Beauty "",""дов"",""ольн"",""о "",""низк"",""ая, "",""и един"",""ств"",""ен"",""ный "",""раз, "",""когда "",""пол"",""ции "",""удало"",""ь "",""за"",""ечь "",""мистер"","" "",""Рида, "",""это "",""было "",""тогда, "",""когда "",""он"","" "",""сбавил "",""ск"",""орость "",""до "",""160 "",""км/"",""ч.""]",68
50,dev,50,За последние 3 месяца более 80 арестованных были освобождены из центра предварительного заключения без предъявления им официальных обвинений.,"[""З"",""а "",""по"",""ледн"",""ие "",""3 месяца "",""более "",""80 "",""арестов"",""ан"",""ных "",""были "",""освоб"",""ожден"",""ы "",""из "",""цен"",""тра "",""пред"",""в"",""арительн"",""ого "",""зак"",""лючен"",""ия "",""без "",""пред"",""ъявлен"",""ия "",""им "",""официальн"",""ых "",""обвин"",""ен"",""ий.""]",35
51,dev,51,"В апреле этого года судья Глинн издал судебный запрет в отношении данного учреждения, чтобы освободить тех, кто содержался в неволе более 24 часов после их поступления в тюрьму, и у которых не были проведены слушания у уполномоченного суда.","[""В"","" "",""ап"",""реле "",""этого "",""года "",""суд"",""я "",""Глин"",""н "",""изд"",""л "",""суд"",""бн"",""ый "",""зап"",""рет "",""в "",""отношен"",""ии "",""дан"",""ного "",""учрежден"",""ия, "",""чтоб"",""ы "",""освоб"",""одить "",""тех, "",""кто "",""содержался "",""в "",""нев"",""оле "",""более "",""24 "",""часов"","" "",""по"",""ле "",""их "",""по"",""туплен"",""ия "",""в "",""тюрьму, "",""и у "",""кото"",""ых "",""не "",""были "",""пров"",""еден"",""ы "",""слушан"",""ия "",""у "",""уполн"",""омо"",""ен"",""ного "",""суд"","".""]",63
