segment,segment_display,count,example_occurrences
ి,'ి',577,"[{""sentence_id"": 0, ""text"": ""సోమవారం, స్టాన్ఫోర్డ్ యూనివర్శిటీ స్కూల్ ఆఫ్ మెడిసిన్ శాస్త్రవేత్తలు కణాల రకాన్ని క్రమబద్ధీకరించగల కొత్త రోగనిర్ధారణ సాధనం యొక్క ఆవిష్కరణను ప్రకటించారు: ప్రామాణిక ఇంక్జెట్ ప్రింటర్లను ఉపయోగించి 1 యు.ఎస్.""}, {""sentence_id"": 4, ""text"": ""స్థానిక మీడియా ప్రతిస్పందిస్తున్నసమయంలో ఒక ఎయిర్ పోర్ట్ ఫైర్ వాహనం దొర్లినట్లు గా నివేదించింది.""}, {""sentence_id"": 6, ""text"": ""కాటలాన్-రాజధానికి వచ్చినప్పటి నుండి, విడాల్ క్లబ్ తరఫున 49 ఆటలు ఆడాడు.""}]"
ా ,'ా ',544,"[{""sentence_id"": 14, ""text"": ""మ్యాచ్ తర్వాత, King of Clay అని పిలవబడే రాఫెల్ నాదల్ ఇలా అన్నారు, “నాకు చాలా ముఖ్యమైన ఈవెంట్‌‌లలో‌ చివరి రౌండ్ వరకు ఉండడం చాలా ఉత్సాహంగా అనిపిస్తుంది. దీంట్లో తప్పకుండా గెలవడానికి నేను ప్రయత్నిస్తాను.”""}, {""sentence_id"": 34, ""text"": ""సరిగ్గా  ఉదయం 8:46 గంటలకు మొదటి జెట్ దాని లక్ష్యాన్ని తాకిన క్షణంలో నగరం అంతా నిశబ్దంగా మారిపోయింది.""}, {""sentence_id"": 38, ""text"": ""ప్రదర్శన యొక్క ప్రతి ఎపిసోడ్ ఒక నిర్దిష్ట పుస్తకంలోని ఒక నేపథ్యంపై దృష్టి కేంద్రీకరిస్తుంది తరువాత బహుళ కథల ద్వారా ఆ నేపథ్యమును అన్వేషిస్తాము.""}]"
ప,'ప',517,"[{""sentence_id"": 2, ""text"": ""సుమారు ఉదయం 9:30 గంటలకు స్థానిక సమయం (0230 UTC) వద్ద JAS 39C గ్రిపెన్ రన్వే పైకి దూసుకెళ్లి పేలిపోయింది, వాణిజ్య విమానాలు రాకుండా విమానాశ్రయాన్ని మూసివేయడం జరిగింది.""}, {""sentence_id"": 3, ""text"": ""పైలట్‌ను స్క్వాడ్రన్ లీడర్ దిలోక్రిత్ పట్టావీగా గుర్తించారు.""}, {""sentence_id"": 7, ""text"": ""ప్రధాని అధికారిక నివాసమైన డౌనింగ్ స్ట్రీట్ కు పోలీసు కాపలా ఉన్న ప్రవేశ ద్వారానికి ఎదురుగా శ్వేత హాల్ లో 11:00 స్థానిక సమయం (UTC+1) ఈ నిరసన ప్రారంభమైంది.""}]"
"""","'""'",493,"[{""sentence_id"": 15, ""text"": ""\""“Panama Papers\""\"" అనేది, 2016 వసంతకాలంలో పత్రికలకు లీక్ అయిన Panamanian న్యాయ సంస్థ Mossack Fonsecaకు చెందిన సుమారు 10 మిలియన్ డాక్యుమెంట్‌లను సూచించే నిర్ధిష్ట పదం.\""""}, {""sentence_id"": 19, ""text"": ""\""హాంకాంగ్‌లో పుట్టిన  మా, న్యూయార్క్ విశ్వవిద్యాలయం మరియు హార్వర్డ్ లా స్కూల్‌లో చదువుకున్నారు  మరియు ఒకప్పుడు అమెరికన్ శాశ్వత నివాసి \""\""గ్రీన్ కార్డ్\""\"" ను కలిగి ఉన్నారు.\""""}, {""sentence_id"": 40, ""text"": ""\""\""\""WNED బఫెలో (రెయిన్ బో యొక్క హోమ్ స్టేషన్ ను చదవడం) నుండి జాన్ గ్రాంట్ ఇలా అన్నాడు\""\""\""\"" రెయిన్ బో చదవడం పిల్లలకు ఎందుకు చదవాలో పిల్లలకు నేర్పించింది,... చదవడ౦ లోని ప్రేమ — [ప్రదర్శన] పిల్లలను ఒక పుస్తక౦ ఎ౦పిక చేసుకోవడానికి, చదవమని ప్రోత్సహి౦చేది.\""\""\""\""\""\""\""""}]"
ర,'ర',480,"[{""sentence_id"": 0, ""text"": ""సోమవారం, స్టాన్ఫోర్డ్ యూనివర్శిటీ స్కూల్ ఆఫ్ మెడిసిన్ శాస్త్రవేత్తలు కణాల రకాన్ని క్రమబద్ధీకరించగల కొత్త రోగనిర్ధారణ సాధనం యొక్క ఆవిష్కరణను ప్రకటించారు: ప్రామాణిక ఇంక్జెట్ ప్రింటర్లను ఉపయోగించి 1 యు.ఎస్.""}, {""sentence_id"": 7, ""text"": ""ప్రధాని అధికారిక నివాసమైన డౌనింగ్ స్ట్రీట్ కు పోలీసు కాపలా ఉన్న ప్రవేశ ద్వారానికి ఎదురుగా శ్వేత హాల్ లో 11:00 స్థానిక సమయం (UTC+1) ఈ నిరసన ప్రారంభమైంది.""}, {""sentence_id"": 11, ""text"": ""నాదల్ యొక్క హెడ్ టు హెడ్ టు హెడ్ రికార్డ్ కెనడియన్ వ్యతిరేకంగా 7–2.""}]"
ంది.,'ంది.',455,"[{""sentence_id"": 1, ""text"": ""ఇది తక్కువ ఆదాయం ఉన్న దేశాల్లోని రోగులకు క్యాన్సర్, క్షయ, హెచ్ ఐవి మరియు మలేరియాలను ముందస్తుగా గుర్తించవచ్చని లీడ్ పరిశోధకులు చెబుతున్నారు, రొమ్ము క్యాన్సర్ వంటి అస్వస్థతల కొరకు మనుగడ రేట్లు సంపన్న దేశాల్లో నివసిస్తుంది.""}, {""sentence_id"": 2, ""text"": ""సుమారు ఉదయం 9:30 గంటలకు స్థానిక సమయం (0230 UTC) వద్ద JAS 39C గ్రిపెన్ రన్వే పైకి దూసుకెళ్లి పేలిపోయింది, వాణిజ్య విమానాలు రాకుండా విమానాశ్రయాన్ని మూసివేయడం జరిగింది.""}, {""sentence_id"": 4, ""text"": ""స్థానిక మీడియా ప్రతిస్పందిస్తున్నసమయంలో ఒక ఎయిర్ పోర్ట్ ఫైర్ వాహనం దొర్లినట్లు గా నివేదించింది.""}]"
క ,'క ',372,"[{""sentence_id"": 0, ""text"": ""సోమవారం, స్టాన్ఫోర్డ్ యూనివర్శిటీ స్కూల్ ఆఫ్ మెడిసిన్ శాస్త్రవేత్తలు కణాల రకాన్ని క్రమబద్ధీకరించగల కొత్త రోగనిర్ధారణ సాధనం యొక్క ఆవిష్కరణను ప్రకటించారు: ప్రామాణిక ఇంక్జెట్ ప్రింటర్లను ఉపయోగించి 1 యు.ఎస్.""}, {""sentence_id"": 2, ""text"": ""సుమారు ఉదయం 9:30 గంటలకు స్థానిక సమయం (0230 UTC) వద్ద JAS 39C గ్రిపెన్ రన్వే పైకి దూసుకెళ్లి పేలిపోయింది, వాణిజ్య విమానాలు రాకుండా విమానాశ్రయాన్ని మూసివేయడం జరిగింది.""}, {""sentence_id"": 4, ""text"": ""స్థానిక మీడియా ప్రతిస్పందిస్తున్నసమయంలో ఒక ఎయిర్ పోర్ట్ ఫైర్ వాహనం దొర్లినట్లు గా నివేదించింది.""}]"
లు ,'లు ',367,"[{""sentence_id"": 1, ""text"": ""ఇది తక్కువ ఆదాయం ఉన్న దేశాల్లోని రోగులకు క్యాన్సర్, క్షయ, హెచ్ ఐవి మరియు మలేరియాలను ముందస్తుగా గుర్తించవచ్చని లీడ్ పరిశోధకులు చెబుతున్నారు, రొమ్ము క్యాన్సర్ వంటి అస్వస్థతల కొరకు మనుగడ రేట్లు సంపన్న దేశాల్లో నివసిస్తుంది.""}, {""sentence_id"": 8, ""text"": ""11:00 తరువాత, నిరసనకారులు వైట్‌హాల్‌‌‌లోని నార్త్‌బౌండ్ క్యారేజీపై ట్రాఫిక్‌ను అడ్డుకున్నారు.""}, {""sentence_id"": 16, ""text"": ""పన్నులు మరియు ఇతర నియమాలను నివారించడానికి పద్నాలుగు బ్యాంకులు ధనిక ఖాతాదారులకు బిలియన్ యు‌ఎస్ డాలర్ల సంపదని దాచడంలో సహాయపడ్డాయని డాక్యుమెంట్‌లు చూపించాయి.""}]"
మరియు ,'మరియు ',360,"[{""sentence_id"": 1, ""text"": ""ఇది తక్కువ ఆదాయం ఉన్న దేశాల్లోని రోగులకు క్యాన్సర్, క్షయ, హెచ్ ఐవి మరియు మలేరియాలను ముందస్తుగా గుర్తించవచ్చని లీడ్ పరిశోధకులు చెబుతున్నారు, రొమ్ము క్యాన్సర్ వంటి అస్వస్థతల కొరకు మనుగడ రేట్లు సంపన్న దేశాల్లో నివసిస్తుంది.""}, {""sentence_id"": 10, ""text"": ""సుమారు 11:29 గంటలకు, నిరసన వైట్‌హాల్ వైపుకు వెళ్ళి, ట్రాఫాల్గర్ స్క్వేర్ దాటి, స్ట్రాండ్ వెంట, ఆల్డ్‌విచ్ మరియు కింగ్స్‌వే మీదుగా కన్జర్వేటివ్ పార్టీ వారు తమ స్ప్రింగ్ ఫోరమ్‌ నిర్వహిస్తోన్న గ్రాండ్ కన్నాట్ రూమ్స్ హోటల్ ఉన్న హోల్బోర్న్ వైపుకు వెళ్ళింది.""}, {""sentence_id"": 19, ""text"": ""\""హాంకాంగ్‌లో పుట్టిన  మా, న్యూయార్క్ విశ్వవిద్యాలయం మరియు హార్వర్డ్ లా స్కూల్‌లో చదువుకున్నారు  మరియు ఒకప్పుడు అమెరికన్ శాశ్వత నివాసి \""\""గ్రీన్ కార్డ్\""\"" ను కలిగి ఉన్నారు.\""""}]"
న,'న',357,"[{""sentence_id"": 0, ""text"": ""సోమవారం, స్టాన్ఫోర్డ్ యూనివర్శిటీ స్కూల్ ఆఫ్ మెడిసిన్ శాస్త్రవేత్తలు కణాల రకాన్ని క్రమబద్ధీకరించగల కొత్త రోగనిర్ధారణ సాధనం యొక్క ఆవిష్కరణను ప్రకటించారు: ప్రామాణిక ఇంక్జెట్ ప్రింటర్లను ఉపయోగించి 1 యు.ఎస్.""}, {""sentence_id"": 9, ""text"": ""11:20 కి, పోలీసులు నిరసనకారులను పేవ్ మెంట్ పై తిరిగి కదలమని కోరారు, వారు ట్రాఫిక్ ను నిర్మించడానికి నిరసన తెలిపే హక్కును సమతుల్యం చేయాల్సిన అవసరం ఉందని పేర్కొన్నారు.""}, {""sentence_id"": 16, ""text"": ""పన్నులు మరియు ఇతర నియమాలను నివారించడానికి పద్నాలుగు బ్యాంకులు ధనిక ఖాతాదారులకు బిలియన్ యు‌ఎస్ డాలర్ల సంపదని దాచడంలో సహాయపడ్డాయని డాక్యుమెంట్‌లు చూపించాయి.""}]"
మరియ,'మరియ',342,"[{""sentence_id"": 16, ""text"": ""పన్నులు మరియు ఇతర నియమాలను నివారించడానికి పద్నాలుగు బ్యాంకులు ధనిక ఖాతాదారులకు బిలియన్ యు‌ఎస్ డాలర్ల సంపదని దాచడంలో సహాయపడ్డాయని డాక్యుమెంట్‌లు చూపించాయి.""}, {""sentence_id"": 18, ""text"": ""ప్రపంచవ్యాప్తంగా నిరసనలు, అనేక నేర విచారణలు జరిగాయి, ఐస్లాండ్ మరియు పాకిస్తాన్ ప్రభుత్వాల నాయకులు ఇద్దరూ రాజీనామా చేశారు.""}, {""sentence_id"": 36, ""text"": ""సైట్ దగ్గర ఐదు కొత్త స్కై‌స్కేపర్ల నిర్మాణం జరుగుతోంది, మధ్యలో ఒక రవాణా కేంద్రం మరియు  స్మారక ఉద్యానవనం ఉన్నాయి.""}]"
ఒక ,'ఒక ',341,"[{""sentence_id"": 4, ""text"": ""స్థానిక మీడియా ప్రతిస్పందిస్తున్నసమయంలో ఒక ఎయిర్ పోర్ట్ ఫైర్ వాహనం దొర్లినట్లు గా నివేదించింది.""}, {""sentence_id"": 22, ""text"": ""ఈ ఆరోపణలు ఉన్నప్పటికీ, చైనా ప్రధాన భూభాగంతో సన్నిహిత సంబంధాలను బలపరిచడంలో ఒక వేదికపై మా విజయం సాధించారు.""}, {""sentence_id"": 26, ""text"": ""జరోమిర్ జాగర్ మరియు మ్యారియో లెమియక్స్ ఇద్దరూ ఆ మైలురాయిని చేరుకున్నప్పుడు, రాత్రికి అతని రెండవ గోల్ ఈ సీజన్లో అతని 60వది, 1995-96 నుండి ఒక సీజన్లో 60 లేదా అంతకంటే ఎక్కువ గోల్స్ చేసిన మొదటి ఆటగాడిగా పేరు గాంచాడు.""}]"
గా ,'గా ',327,"[{""sentence_id"": 1, ""text"": ""ఇది తక్కువ ఆదాయం ఉన్న దేశాల్లోని రోగులకు క్యాన్సర్, క్షయ, హెచ్ ఐవి మరియు మలేరియాలను ముందస్తుగా గుర్తించవచ్చని లీడ్ పరిశోధకులు చెబుతున్నారు, రొమ్ము క్యాన్సర్ వంటి అస్వస్థతల కొరకు మనుగడ రేట్లు సంపన్న దేశాల్లో నివసిస్తుంది.""}, {""sentence_id"": 3, ""text"": ""పైలట్‌ను స్క్వాడ్రన్ లీడర్ దిలోక్రిత్ పట్టావీగా గుర్తించారు.""}, {""sentence_id"": 4, ""text"": ""స్థానిక మీడియా ప్రతిస్పందిస్తున్నసమయంలో ఒక ఎయిర్ పోర్ట్ ఫైర్ వాహనం దొర్లినట్లు గా నివేదించింది.""}]"
ల ,'ల ',289,"[{""sentence_id"": 0, ""text"": ""సోమవారం, స్టాన్ఫోర్డ్ యూనివర్శిటీ స్కూల్ ఆఫ్ మెడిసిన్ శాస్త్రవేత్తలు కణాల రకాన్ని క్రమబద్ధీకరించగల కొత్త రోగనిర్ధారణ సాధనం యొక్క ఆవిష్కరణను ప్రకటించారు: ప్రామాణిక ఇంక్జెట్ ప్రింటర్లను ఉపయోగించి 1 యు.ఎస్.""}, {""sentence_id"": 16, ""text"": ""పన్నులు మరియు ఇతర నియమాలను నివారించడానికి పద్నాలుగు బ్యాంకులు ధనిక ఖాతాదారులకు బిలియన్ యు‌ఎస్ డాలర్ల సంపదని దాచడంలో సహాయపడ్డాయని డాక్యుమెంట్‌లు చూపించాయి.""}, {""sentence_id"": 27, ""text"": ""2008 400 మంది రిచెస్ట్ అమెరికన్స్ జాబితాలో 2.3 బిలియన్ డాలర్ల సంపాదనతో బాటెన్ 190వ స్థానంలో నిలిచింది.""}]"
ఈ ,'ఈ ',263,"[{""sentence_id"": 7, ""text"": ""ప్రధాని అధికారిక నివాసమైన డౌనింగ్ స్ట్రీట్ కు పోలీసు కాపలా ఉన్న ప్రవేశ ద్వారానికి ఎదురుగా శ్వేత హాల్ లో 11:00 స్థానిక సమయం (UTC+1) ఈ నిరసన ప్రారంభమైంది.""}, {""sentence_id"": 22, ""text"": ""ఈ ఆరోపణలు ఉన్నప్పటికీ, చైనా ప్రధాన భూభాగంతో సన్నిహిత సంబంధాలను బలపరిచడంలో ఒక వేదికపై మా విజయం సాధించారు.""}, {""sentence_id"": 26, ""text"": ""జరోమిర్ జాగర్ మరియు మ్యారియో లెమియక్స్ ఇద్దరూ ఆ మైలురాయిని చేరుకున్నప్పుడు, రాత్రికి అతని రెండవ గోల్ ఈ సీజన్లో అతని 60వది, 1995-96 నుండి ఒక సీజన్లో 60 లేదా అంతకంటే ఎక్కువ గోల్స్ చేసిన మొదటి ఆటగాడిగా పేరు గాంచాడు.""}]"
అన,'అన',261,"[{""sentence_id"": 14, ""text"": ""మ్యాచ్ తర్వాత, King of Clay అని పిలవబడే రాఫెల్ నాదల్ ఇలా అన్నారు, “నాకు చాలా ముఖ్యమైన ఈవెంట్‌‌లలో‌ చివరి రౌండ్ వరకు ఉండడం చాలా ఉత్సాహంగా అనిపిస్తుంది. దీంట్లో తప్పకుండా గెలవడానికి నేను ప్రయత్నిస్తాను.”""}, {""sentence_id"": 18, ""text"": ""ప్రపంచవ్యాప్తంగా నిరసనలు, అనేక నేర విచారణలు జరిగాయి, ఐస్లాండ్ మరియు పాకిస్తాన్ ప్రభుత్వాల నాయకులు ఇద్దరూ రాజీనామా చేశారు.""}, {""sentence_id"": 38, ""text"": ""ప్రదర్శన యొక్క ప్రతి ఎపిసోడ్ ఒక నిర్దిష్ట పుస్తకంలోని ఒక నేపథ్యంపై దృష్టి కేంద్రీకరిస్తుంది తరువాత బహుళ కథల ద్వారా ఆ నేపథ్యమును అన్వేషిస్తాము.""}]"
ద,'ద',256,"[{""sentence_id"": 19, ""text"": ""\""హాంకాంగ్‌లో పుట్టిన  మా, న్యూయార్క్ విశ్వవిద్యాలయం మరియు హార్వర్డ్ లా స్కూల్‌లో చదువుకున్నారు  మరియు ఒకప్పుడు అమెరికన్ శాశ్వత నివాసి \""\""గ్రీన్ కార్డ్\""\"" ను కలిగి ఉన్నారు.\""""}, {""sentence_id"": 28, ""text"": ""అతను 1950లో వర్జీనియా విశ్వవిద్యాలయం యొక్క కాలేజ్ ఆఫ్ ఆర్ట్స్ & సైన్సెస్ నుండి పట్టభద్రుడయ్యాడు మరియు ఆ సంస్థకు గణనీయమైన దాత.""}, {""sentence_id"": 62, ""text"": ""ఈ భూమిపై అతిపెద్ద రోమన్ క్యాథలిక్ దేశం బ్రెజిల్, మరియు రోమన్ క్యాథలిక్ చర్చి దేశంలో స్వలింగ వివాహం చట్టబద్ధం చేయడాన్ని నిరంతరం వ్యతిరేకించింది.""}]"
స్ ,'స్ ',243,"[{""sentence_id"": 23, ""text"": ""టుడేస్ ప్లేయర్ ఆఫ్ ది డే అనేది వాషింగ్టన్ క్యాపిటల్స్ కు చెందిన అలెక్స్ ఓవెచ్కిన్.""}, {""sentence_id"": 24, ""text"": ""అట్లాంటా థ్రాసర్స్ పై వాషింగ్టన్ 5-3 విజయంలో అతను 2 గోల్స్  2 అసిస్ట్ లను కలిగి ఉన్నాడు.""}, {""sentence_id"": 26, ""text"": ""జరోమిర్ జాగర్ మరియు మ్యారియో లెమియక్స్ ఇద్దరూ ఆ మైలురాయిని చేరుకున్నప్పుడు, రాత్రికి అతని రెండవ గోల్ ఈ సీజన్లో అతని 60వది, 1995-96 నుండి ఒక సీజన్లో 60 లేదా అంతకంటే ఎక్కువ గోల్స్ చేసిన మొదటి ఆటగాడిగా పేరు గాంచాడు.""}]"
