segment,segment_display,count,example_occurrences
del ,'del ',624,"[{""sentence_id"": 1, ""text"": ""Los principales investigadores principales sostienen que esto puede permitir la detección precoz del cáncer, la tuberculosis, el VIH y la malaria en pacientes de países de bajos recursos, donde la tasa de supervivencia de enfermedades como el cáncer de mama puede ser la mitad de la de los países más avanzados.""}, {""sentence_id"": 2, ""text"": ""El JAS 39C Gripen impactó contra una pista cerca de las 9:30 de la mañana hora local (0230 UTC) y explotó, lo que causó el cierre del aeropuerto para vuelos comerciales.""}, {""sentence_id"": 4, ""text"": ""La prensa local informó que una patrulla de bomberos del aeropuerto volcó mientras prestaba servicio.""}]"
las ,'las ',576,"[{""sentence_id"": 0, ""text"": ""El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.""}, {""sentence_id"": 2, ""text"": ""El JAS 39C Gripen impactó contra una pista cerca de las 9:30 de la mañana hora local (0230 UTC) y explotó, lo que causó el cierre del aeropuerto para vuelos comerciales.""}, {""sentence_id"": 7, ""text"": ""La manifestación inició cerca de las 11:00 hora local (UTC +1) en Whitehall, frente a la puerta de acceso a Downing Street, residencia oficial del primer ministro, la cual contaba con vigilancia policial.""}]"
un ,'un ',566,"[{""sentence_id"": 0, ""text"": ""El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.""}, {""sentence_id"": 13, ""text"": ""En el partido, Nadal acumuló un 88% de puntos netos y ganó 76 en el primer servicio.""}, {""sentence_id"": 29, ""text"": ""La prisión de Abu Ghraib en Irak se incendió durante un motín.""}]"
es t,'es t',534,"[{""sentence_id"": 1, ""text"": ""Los principales investigadores principales sostienen que esto puede permitir la detección precoz del cáncer, la tuberculosis, el VIH y la malaria en pacientes de países de bajos recursos, donde la tasa de supervivencia de enfermedades como el cáncer de mama puede ser la mitad de la de los países más avanzados.""}, {""sentence_id"": 7, ""text"": ""La manifestación inició cerca de las 11:00 hora local (UTC +1) en Whitehall, frente a la puerta de acceso a Downing Street, residencia oficial del primer ministro, la cual contaba con vigilancia policial.""}, {""sentence_id"": 8, ""text"": ""Apenas pasadas las 11:00 h, los integrantes de la manifestación bloquearon la circulación del carril de Whitehall que va hacia el norte.""}]"
E,'E',533,"[{""sentence_id"": 0, ""text"": ""El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.""}, {""sentence_id"": 2, ""text"": ""El JAS 39C Gripen impactó contra una pista cerca de las 9:30 de la mañana hora local (0230 UTC) y explotó, lo que causó el cierre del aeropuerto para vuelos comerciales.""}, {""sentence_id"": 11, ""text"": ""El récord mano a mano de Nadal contra el canadiense fue de 7-2.""}]"
as ,'as ',504,"[{""sentence_id"": 16, ""text"": ""La documentación reveló que catorce entidades bancarias ayudaron a clientes acaudalados a ocultar riquezas que ascendían a miles de millones de dólares estadounidenses con el fin de evadir obligaciones impositivas y otras regulaciones.""}, {""sentence_id"": 22, ""text"": ""Ma logró una cómoda victoria, pese a estas acusaciones, en una plataforma partidaria de establecer relaciones más estrechas con la China continental.""}, {""sentence_id"": 25, ""text"": ""Ovechkin hizo su primera asistencia de la noche con el gol del triunfo del novato Nicklas Backstrom;""}]"
con ,'con ',482,"[{""sentence_id"": 0, ""text"": ""El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.""}, {""sentence_id"": 7, ""text"": ""La manifestación inició cerca de las 11:00 hora local (UTC +1) en Whitehall, frente a la puerta de acceso a Downing Street, residencia oficial del primer ministro, la cual contaba con vigilancia policial.""}, {""sentence_id"": 9, ""text"": ""A las 11:20, la policía solicitó a los manifestantes que retrocedieran a la acera, señalando que era necesario equilibrar el derecho a manifestarse con la acumulación de tránsito.""}]"
es  ,'es  ',481,"[{""sentence_id"": 1, ""text"": ""Los principales investigadores principales sostienen que esto puede permitir la detección precoz del cáncer, la tuberculosis, el VIH y la malaria en pacientes de países de bajos recursos, donde la tasa de supervivencia de enfermedades como el cáncer de mama puede ser la mitad de la de los países más avanzados.""}, {""sentence_id"": 15, ""text"": ""La expresión genérica «Papeles de Panamá» se refiere a los casi diez millones de documentos del despacho de abogados panameño Mossack Fonseca que se filtraron en los medios en la primavera de 2016.""}, {""sentence_id"": 16, ""text"": ""La documentación reveló que catorce entidades bancarias ayudaron a clientes acaudalados a ocultar riquezas que ascendían a miles de millones de dólares estadounidenses con el fin de evadir obligaciones impositivas y otras regulaciones.""}]"
l,'l',474,"[{""sentence_id"": 0, ""text"": ""El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.""}, {""sentence_id"": 2, ""text"": ""El JAS 39C Gripen impactó contra una pista cerca de las 9:30 de la mañana hora local (0230 UTC) y explotó, lo que causó el cierre del aeropuerto para vuelos comerciales.""}, {""sentence_id"": 8, ""text"": ""Apenas pasadas las 11:00 h, los integrantes de la manifestación bloquearon la circulación del carril de Whitehall que va hacia el norte.""}]"
una ,'una ',445,"[{""sentence_id"": 0, ""text"": ""El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.""}, {""sentence_id"": 2, ""text"": ""El JAS 39C Gripen impactó contra una pista cerca de las 9:30 de la mañana hora local (0230 UTC) y explotó, lo que causó el cierre del aeropuerto para vuelos comerciales.""}, {""sentence_id"": 4, ""text"": ""La prensa local informó que una patrulla de bomberos del aeropuerto volcó mientras prestaba servicio.""}]"
al ,'al ',429,"[{""sentence_id"": 3, ""text"": ""Se identificó al piloto como Dilokrit Pattavee, líder de escuadrón.""}, {""sentence_id"": 5, ""text"": ""Vidal, de 28 años de edad y procedente del Sevilla, se unió al Barça hace tres temporadas.""}, {""sentence_id"": 6, ""text"": ""Desde su mudanza a la capital catalana, Vidal jugó 49 partidos para el club.""}]"
por ,'por ',413,"[{""sentence_id"": 0, ""text"": ""El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.""}, {""sentence_id"": 10, ""text"": ""Cerca de las 11:29, la manifestación se abrió paso por Whitehall, siguió por Trafalgar Square, extendiéndose por Strand, pasando por Aldwych y subió por Kingsway hacia Holborn, lugar en el que se desarrollaba el Foro de Primavera en el hotel Grand Connaught Rooms, por parte del Partido Conservador.""}, {""sentence_id"": 12, ""text"": ""Fue derrotado, hace poco, por Raonic en el Brisbane Open.""}]"
L,'L',408,"[{""sentence_id"": 1, ""text"": ""Los principales investigadores principales sostienen que esto puede permitir la detección precoz del cáncer, la tuberculosis, el VIH y la malaria en pacientes de países de bajos recursos, donde la tasa de supervivencia de enfermedades como el cáncer de mama puede ser la mitad de la de los países más avanzados.""}, {""sentence_id"": 4, ""text"": ""La prensa local informó que una patrulla de bomberos del aeropuerto volcó mientras prestaba servicio.""}, {""sentence_id"": 7, ""text"": ""La manifestación inició cerca de las 11:00 hora local (UTC +1) en Whitehall, frente a la puerta de acceso a Downing Street, residencia oficial del primer ministro, la cual contaba con vigilancia policial.""}]"
e ,'e ',407,"[{""sentence_id"": 0, ""text"": ""El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.""}, {""sentence_id"": 1, ""text"": ""Los principales investigadores principales sostienen que esto puede permitir la detección precoz del cáncer, la tuberculosis, el VIH y la malaria en pacientes de países de bajos recursos, donde la tasa de supervivencia de enfermedades como el cáncer de mama puede ser la mitad de la de los países más avanzados.""}, {""sentence_id"": 6, ""text"": ""Desde su mudanza a la capital catalana, Vidal jugó 49 partidos para el club.""}]"
para ,'para ',370,"[{""sentence_id"": 2, ""text"": ""El JAS 39C Gripen impactó contra una pista cerca de las 9:30 de la mañana hora local (0230 UTC) y explotó, lo que causó el cierre del aeropuerto para vuelos comerciales.""}, {""sentence_id"": 6, ""text"": ""Desde su mudanza a la capital catalana, Vidal jugó 49 partidos para el club.""}, {""sentence_id"": 14, ""text"": ""Después del partido, el Rey del Polvo declaró: «Estoy emocionado de estar otra vez en las rondas finales de los torneos más importantes. He venido aquí para tratar de ganar».""}]"
su ,'su ',358,"[{""sentence_id"": 0, ""text"": ""El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.""}, {""sentence_id"": 6, ""text"": ""Desde su mudanza a la capital catalana, Vidal jugó 49 partidos para el club.""}, {""sentence_id"": 25, ""text"": ""Ovechkin hizo su primera asistencia de la noche con el gol del triunfo del novato Nicklas Backstrom;""}]"
,'',277,"[{""sentence_id"": 14, ""text"": ""Después del partido, el Rey del Polvo declaró: «Estoy emocionado de estar otra vez en las rondas finales de los torneos más importantes. He venido aquí para tratar de ganar».""}, {""sentence_id"": 15, ""text"": ""La expresión genérica «Papeles de Panamá» se refiere a los casi diez millones de documentos del despacho de abogados panameño Mossack Fonseca que se filtraron en los medios en la primavera de 2016.""}, {""sentence_id"": 19, ""text"": ""Ma, oriunda de Hong Kong, se formó en la Universidad de Nueva York y en la Escuela de Leyes de Harvard y alguna vez contó con una «tarjeta verde» de residente permanente en los Estados Unidos.""}]"
más ,'más ',270,"[{""sentence_id"": 1, ""text"": ""Los principales investigadores principales sostienen que esto puede permitir la detección precoz del cáncer, la tuberculosis, el VIH y la malaria en pacientes de países de bajos recursos, donde la tasa de supervivencia de enfermedades como el cáncer de mama puede ser la mitad de la de los países más avanzados.""}, {""sentence_id"": 14, ""text"": ""Después del partido, el Rey del Polvo declaró: «Estoy emocionado de estar otra vez en las rondas finales de los torneos más importantes. He venido aquí para tratar de ganar».""}, {""sentence_id"": 21, ""text"": ""Hsieh también manifestó que el agraciado Ma era más apariencia que contenido.""}]"
no ,'no ',264,"[{""sentence_id"": 71, ""text"": ""Luego de haber sido encontrados culpables de los cargos de soborno y corrupción, los reconocidos abogados de Grecia, Sakis Kechagioglou y George Nikolakopoulos, fueron encarcelados en la prisión de Korydallus, en Atenas.""}, {""sentence_id"": 75, ""text"": ""Fue categórica la negativa de Roberts a dar su opinión respecto de cuándo considera que inicia la vida humana, punto de gran importancia al abordar la ética del aborto, y dijo que no sería moralmente correcto comentar sobre detalles de casos probables.""}, {""sentence_id"": 84, ""text"": ""Los esfuerzos de rescate no solo se han frustrado a causa del devastador hielo, sino también debido a las condiciones climáticas extremas.""}]"
ar ,'ar ',246,"[{""sentence_id"": 9, ""text"": ""A las 11:20, la policía solicitó a los manifestantes que retrocedieran a la acera, señalando que era necesario equilibrar el derecho a manifestarse con la acumulación de tránsito.""}, {""sentence_id"": 14, ""text"": ""Después del partido, el Rey del Polvo declaró: «Estoy emocionado de estar otra vez en las rondas finales de los torneos más importantes. He venido aquí para tratar de ganar».""}, {""sentence_id"": 16, ""text"": ""La documentación reveló que catorce entidades bancarias ayudaron a clientes acaudalados a ocultar riquezas que ascendían a miles de millones de dólares estadounidenses con el fin de evadir obligaciones impositivas y otras regulaciones.""}]"
n,'n',240,"[{""sentence_id"": 0, ""text"": ""El lunes, los científicos de la facultad de medicina de la Universidad de Stanford anunciaron el invento de una nueva herramienta de diagnóstico que puede catalogar las células según su tipo: un pequeñísimo chip que se puede imprimir y fabricar con impresoras de inyección de uso corriente, por un posible costo de, aproximadamente, un centavo de dólar por cada uno.""}, {""sentence_id"": 13, ""text"": ""En el partido, Nadal acumuló un 88% de puntos netos y ganó 76 en el primer servicio.""}, {""sentence_id"": 36, ""text"": ""En el lugar se están edificando cinco nuevos rascacielos que contarán con una sede de transporte y un parque conmemorativo en el centro.""}]"
como ,'como ',231,"[{""sentence_id"": 1, ""text"": ""Los principales investigadores principales sostienen que esto puede permitir la detección precoz del cáncer, la tuberculosis, el VIH y la malaria en pacientes de países de bajos recursos, donde la tasa de supervivencia de enfermedades como el cáncer de mama puede ser la mitad de la de los países más avanzados.""}, {""sentence_id"": 3, ""text"": ""Se identificó al piloto como Dilokrit Pattavee, líder de escuadrón.""}, {""sentence_id"": 18, ""text"": ""Se llevaron a cabo manifestaciones a nivel mundial, se condujeron numerosos juicios criminales, y los jefes de estado tanto de Islandia como de Pakistán renunciaron.""}]"
S,'S',221,"[{""sentence_id"": 3, ""text"": ""Se identificó al piloto como Dilokrit Pattavee, líder de escuadrón.""}, {""sentence_id"": 18, ""text"": ""Se llevaron a cabo manifestaciones a nivel mundial, se condujeron numerosos juicios criminales, y los jefes de estado tanto de Islandia como de Pakistán renunciaron.""}, {""sentence_id"": 26, ""text"": ""Su segunda anotación de la noche fue su número 60 en la temporada, convirtiéndose en el primer jugador en hacer esa cantidad o más en una misma temporada desde 1995- 96, cuando tanto Jaromir Jagr como Mario Lemieux lograron ese récord.""}]"
re ,'re ',210,"[{""sentence_id"": 24, ""text"": ""Marcó 2 goles y 2 asistencias en el triunfo por 5 a 3 de Washington sobre los Thrashers de Atlanta.""}, {""sentence_id"": 39, ""text"": ""En cada episodio, además, se brindaba información sobre libros que recomendaban que los niños leyeran cuando visitaran una biblioteca.""}, {""sentence_id"": 47, ""text"": ""Jonny Reid, copiloto del equipo de Nueva Zelanda de A1GP, hizo historia hoy al consagrarse lícitamente como el conductor más veloz sobre el puente de Auckland Harbour, de 48 años de antigüedad, en Nueva Zelanda.""}]"
T,'T',190,"[{""sentence_id"": 7, ""text"": ""La manifestación inició cerca de las 11:00 hora local (UTC +1) en Whitehall, frente a la puerta de acceso a Downing Street, residencia oficial del primer ministro, la cual contaba con vigilancia policial.""}, {""sentence_id"": 10, ""text"": ""Cerca de las 11:29, la manifestación se abrió paso por Whitehall, siguió por Trafalgar Square, extendiéndose por Strand, pasando por Aldwych y subió por Kingsway hacia Holborn, lugar en el que se desarrollaba el Foro de Primavera en el hotel Grand Connaught Rooms, por parte del Partido Conservador.""}, {""sentence_id"": 17, ""text"": ""El periódico británico The Guardian señaló que Deutsche Bank tenía el control de cerca de la tercera parte de las 1200 compañías fantasma que se usaron para llevar esto a cabo.""}]"
", ","', '",189,"[{""sentence_id"": 1, ""text"": ""Los principales investigadores principales sostienen que esto puede permitir la detección precoz del cáncer, la tuberculosis, el VIH y la malaria en pacientes de países de bajos recursos, donde la tasa de supervivencia de enfermedades como el cáncer de mama puede ser la mitad de la de los países más avanzados.""}, {""sentence_id"": 7, ""text"": ""La manifestación inició cerca de las 11:00 hora local (UTC +1) en Whitehall, frente a la puerta de acceso a Downing Street, residencia oficial del primer ministro, la cual contaba con vigilancia policial.""}, {""sentence_id"": 10, ""text"": ""Cerca de las 11:29, la manifestación se abrió paso por Whitehall, siguió por Trafalgar Square, extendiéndose por Strand, pasando por Aldwych y subió por Kingsway hacia Holborn, lugar en el que se desarrollaba el Foro de Primavera en el hotel Grand Connaught Rooms, por parte del Partido Conservador.""}]"
ot,'ot',184,"[{""sentence_id"": 14, ""text"": ""Después del partido, el Rey del Polvo declaró: «Estoy emocionado de estar otra vez en las rondas finales de los torneos más importantes. He venido aquí para tratar de ganar».""}, {""sentence_id"": 16, ""text"": ""La documentación reveló que catorce entidades bancarias ayudaron a clientes acaudalados a ocultar riquezas que ascendían a miles de millones de dólares estadounidenses con el fin de evadir obligaciones impositivas y otras regulaciones.""}, {""sentence_id"": 68, ""text"": ""Los inquilinos de Lockwood Gardens estiman que podría haber otras 40 familias, o quizás más, que enfrentan el desalojo, dado que tomaron conocimiento de que la fuerza policial de la OHA conduce también una investigación en otras propiedades de vivienda pública en Oakland, que podrían estar afectadas por estafas habitacionales.""}]"
en t,'en t',183,"[{""sentence_id"": 16, ""text"": ""La documentación reveló que catorce entidades bancarias ayudaron a clientes acaudalados a ocultar riquezas que ascendían a miles de millones de dólares estadounidenses con el fin de evadir obligaciones impositivas y otras regulaciones.""}, {""sentence_id"": 119, ""text"": ""El juego se basa en la Segunda Batalla de Faluya, un enfrentamiento despiadado entre el ejército norteamericano y el iraquí.""}, {""sentence_id"": 137, ""text"": ""Con frecuencia, las concentraciones elevadas de la toxina en las aguas provocan la muerte de los peces.""}]"
comp,'comp',179,"[{""sentence_id"": 17, ""text"": ""El periódico británico The Guardian señaló que Deutsche Bank tenía el control de cerca de la tercera parte de las 1200 compañías fantasma que se usaron para llevar esto a cabo.""}, {""sentence_id"": 74, ""text"": ""Por otra parte, el alto magistrado, Evangelos Kalousis, se encuentra en prisión por haber sido encontrado culpable de corrupción y comportamiento degenerado.""}, {""sentence_id"": 96, ""text"": ""El Il-76 ha funcionado como un componente de gran importancia para la milicia rusa y soviética desde la década de 1970 y ya había sufrido un severo siniestro en Rusia, el mes pasado.""}]"
