sentence_id,split,row_index,text,segments,segment_count
24,dev,24,Marcó 2 goles y 2 asistencias en el triunfo por 5 a 3 de Washington sobre los Thrashers de Atlanta.,"[""M"",""ar"",""c"",""ó "",""2 gol"",""es  "",""y "",""2 "",""asis te n"",""cias "",""en  "",""el "",""t"",""riunfo "",""por "",""5 "",""a "",""3 "",""de "",""Was hi ngt"",""on "",""sob"",""re "",""los "",""T"",""hrashers "",""de "",""At"",""lanta.""]",29
25,dev,25,Ovechkin hizo su primera asistencia de la noche con el gol del triunfo del novato Nicklas Backstrom;,"[""Ov"",""ech"",""kin "",""hi zo "",""su "",""primer"",""a "",""asis te n"",""cia "",""de "",""la "",""noche "",""con "",""el "",""gol"","" "",""del "",""t"",""riunfo "",""del "",""novato "",""Nickl"",""as "",""Back"",""st"",""rom"","";""]",27
26,dev,26,"Su segunda anotación de la noche fue su número 60 en la temporada, convirtiéndose en el primer jugador en hacer esa cantidad o más en una misma temporada desde 1995- 96, cuando tanto Jaromir Jagr como Mario Lemieux lograron ese récord.","[""S"",""u "",""segund"",""a "",""anot"",""ación "",""de "",""la "",""noche "",""fue "",""su "",""númer"",""o "",""60 "",""en  "",""la "",""te mporada, "",""conv"",""irtiéndose"","" "",""en  "",""el "",""primer"","" "",""jugador "",""en  "",""hacer"","" "",""es a "",""cant"",""idad "",""o más "",""en  "",""una "",""misma "",""te mporada "",""d es de "",""1995-"","" "",""96, "",""cuand"",""o "",""t"",""anto "",""Jaromir "",""Jagr "",""como "",""Mar"",""io "",""Lemieux "",""lograron "",""es e "",""récor"",""d.""]",54
27,dev,27,"Batten alcanzó la posición 190 dentro del listado de los 400 norteamericanos más acaudalados de 2008, con una fortuna que se estima en $2300 millones de dólares.","[""B"",""at"",""te n "",""alcan"",""zó "",""la "",""posición "",""190 "",""d en t"",""ro "",""del "",""list"",""ado "",""de "",""los "",""400 "",""nor"",""te amer"",""ican"",""os "",""más "",""acaudalados "",""de "",""2008, "",""con "",""una "",""for"",""t"",""una "",""que "",""se "",""es t"",""ima "",""en  "",""$230"",""0 "",""mil"",""lon es  "",""de "",""dólar es.""]",40
28,dev,28,"Obtuvo su diploma en 1950, en la Facultad de Artes y Ciencias de la Universidad de Virginia. También realizó grandes contribuciones en su favor.","[""Ob"",""t"",""uvo "",""su "",""diploma "",""en  "",""1950, "",""en  "",""la "",""Facult"",""ad "",""de "",""Ar te s "",""y "",""Ci en c"",""ias "",""de "",""la "",""Univer"",""sidad "",""de "",""Virgin"",""ia. "",""T"",""ambién "",""realizó "",""grand"",""es  "",""cont"",""ribucion"",""es  "",""en  "",""su "",""favor"","".""]",35
29,dev,29,La prisión de Abu Ghraib en Irak se incendió durante un motín.,"[""L"",""a "",""prisión "",""de "",""Abu "",""Ghraib "",""en  "",""Irak "",""se "",""inc en dió "",""duran te  "",""un "",""mot"",""ín.""]",14
30,dev,30,"La cárcel se hizo conocida después de que salieran a la luz los abusos de prisioneros, luego de que las fuerzas norteamericanas asumieran el mando.","[""L"",""a "",""cárcel"","" "",""se "",""hi zo "",""conoc"",""ida "",""d es pués "",""de "",""que "",""sal"",""ieran "",""a "",""la "",""luz "",""los "",""abusos "",""de "",""prision"",""er"",""os, "",""luego "",""de "",""que "",""las "",""fuer"",""zas "",""nor"",""te amer"",""ican"",""as "",""asumieran "",""el "",""man"",""do.""]",36
31,dev,31,"Durante el Gran Premio de Singapur de 2008, justo después de una parada en boxes, Piquet Jr. se estrelló para forzar la salida del auto de seguridad y así beneficiar a Fernando Alonso.","[""D"",""ur"",""an te  "",""el "",""Gran"","" "",""Prem"",""io "",""de "",""Sin"",""gapur "",""de "",""2008, "",""just"",""o "",""d es pués "",""de "",""una "",""parada "",""en  "",""box es, "",""Piquet"","" "",""Jr. "",""se "",""es t"",""relló "",""para "",""for"",""zar "",""la "",""sal"",""ida "",""del "",""aut"",""o "",""de "",""segur"",""idad "",""y "",""así "",""b en eficiar"","" "",""a "",""Fer"",""nando "",""Alon"",""so.""]",48
32,dev,32,"Cuando los automóviles delante de Alonso se detuvieron para recargar combustible durante la pasada del coche de seguridad, él aumentó los cambios para obtener la victoria.","[""C"",""u"",""an"",""d"",""o "",""los "",""aut"",""omóvil"",""es  "",""delan te  "",""de "",""Alon"",""so "",""se "",""det"",""uvieron "",""para "",""recar"",""gar "",""comb"",""ust"",""ible "",""duran te  "",""la "",""pasada "",""del "",""coche "",""de "",""segur"",""idad, "",""él "",""aum en t"",""ó "",""los "",""cambios "",""para "",""ob te ner"","" "",""la "",""victoria.""]",40
33,dev,33,"Luego del GP de Hungría en el año 2009, expulsaron a Piquet Jr.","[""L"",""ueg"",""o "",""del "",""GP "",""de "",""Hungr"",""ía "",""en  "",""el "",""año "",""2009, "",""expulsaron "",""a "",""Piquet"","" "",""Jr.""]",17
34,dev,34,"Exactamente a las 8:46 a. m., la ciudad se volvió silencio, marcando el preciso instante en el que el primer avión alcanzó su objetivo.","[""E"",""x"",""act"",""am en te  "",""a "",""las "",""8:4"",""6 "",""a. "",""m., "",""la "",""ciudad "",""se "",""vol"",""vió "",""sil"",""en cio, "",""mar"",""c"",""and"",""o "",""el "",""preci"",""so "",""inst"",""an te  "",""en  "",""el "",""que "",""el "",""primer"","" "",""avión "",""alcan"",""zó "",""su "",""objet"",""ivo.""]",38
35,dev,35,Se montaron dos haces de luz direccionados al cielo en la noche.,"[""S"",""e"","" "",""mon"",""t"",""aron "",""dos "",""hac es  "",""de "",""luz "",""direccion"",""ados "",""al "",""cielo "",""en  "",""la "",""noche.""]",17
36,dev,36,En el lugar se están edificando cinco nuevos rascacielos que contarán con una sede de transporte y un parque conmemorativo en el centro.,"[""E"",""n"","" "",""el "",""lugar "",""se "",""es t"",""án "",""edifican"",""d"",""o "",""cinc"",""o "",""nuevos "",""rasc"",""aciel"",""os "",""que "",""cont"",""arán "",""con "",""una "",""sede "",""de "",""t"",""ransp"",""or te"","" "",""y "",""un "",""parque "",""conm"",""emor"",""ativo "",""en  "",""el "",""c en t"",""ro.""]",38
37,dev,37,El programa de PBS tiene más de veinticuatro premios Emmy y su duración es más breve que la de Plaza Sésamo y el Vecindario del Señor Roger.,"[""E"",""l"","" "",""progr"",""am"",""a "",""de "",""PBS "",""t"",""i en e "",""más "",""de "",""veinticuat"",""ro "",""prem"",""ios "",""Emmy "",""y "",""su "",""duración "",""es  más "",""brev"",""e "",""que "",""la "",""de "",""Plaza "",""Sésamo "",""y "",""el "",""Vecindario "",""del "",""Señor"","" "",""Roger.""]",35
38,dev,38,Cada episodio del programa se desarrollaría en torno a una temática abordada por un libro en particular y luego se exploraría ese tema mediante múltiples historias.,"[""C"",""ad"",""a "",""episodio "",""del "",""progr"",""am"",""a "",""se "",""d es arroll"",""aría "",""en  "",""t"",""orno "",""a "",""una "",""te mática "",""abor"",""dada "",""por "",""un "",""libr"",""o "",""en  "",""part"",""icul"",""ar "",""y "",""luego "",""se "",""exploraría "",""es e "",""te ma "",""med"",""ian"",""te  "",""mú"",""lt"",""ipl es  "",""hi st"",""orias.""]",41
39,dev,39,"En cada episodio, además, se brindaba información sobre libros que recomendaban que los niños leyeran cuando visitaran una biblioteca.","[""E"",""n"","" "",""cada "",""episodio, "",""adem"",""ás, "",""se "",""brindab"",""a "",""infor"",""mación"","" "",""sob"",""re "",""libr"",""os "",""que "",""recom en dab"",""an "",""que "",""los "",""niños "",""leyer"",""an "",""cuand"",""o "",""visit"",""aran "",""una "",""biblio te"",""ca.""]",32
40,dev,40,"John Grant, de WNED Buffalo (la estación más importante de Reading Rainbow) señaló que el programa «les enseñó a los más pequeños la razón de leer, […] el amor por la lectura; los incentivó a tomar un libro y leer».","[""John"","" "",""Gran"",""t"","", "",""de "",""WNED "",""Buffalo "",""(la "",""es t"",""ación "",""más "",""import"",""an te  "",""de "",""Read"",""in"",""g "",""Rainbow"","")"","" "",""señal"",""ó "",""que "",""el "",""program"",""a "","""","""",""l es   en señó "",""a "",""los "",""más "",""pequeñ"",""os "",""la "",""razón "",""de "",""leer, "",""["",""…]"","" "",""el "",""amor"","" "",""por "",""la "",""lect"",""ura; "",""los "",""inc en t"",""ivó "",""a "",""t"",""omar "",""un "",""libr"",""o "",""y "",""leer».""]",60
41,dev,41,"Hay quienes piensan, incluido John Grant, que tanto la crisis financiera como una modificación en la filosofía de la programación televisiva con fines educativos ayudaron a la cancelación de la serie.","[""H"",""ay "",""qui en es  "",""pi en san, "",""inc"",""l"",""uid"",""o "",""John"","" "",""Gran"",""t"","", "",""que "",""t"",""anto "",""la "",""crisis "",""fin"",""ancier"",""a "",""como "",""una "",""modificación "",""en  "",""la "",""filosof"",""ía "",""de "",""la "",""program"",""ación "",""te levisiv"",""a "",""con "",""fin"",""es  "",""educat"",""ivos "",""ayud"",""aron "",""a "",""la "",""canc"",""elación "",""de "",""la "",""ser"",""ie.""]",49
42,dev,42,"Según los meteorólogos, hay altas probabilidades de que la tormenta, que se localiza a unas 645 mi (1040 km) al oeste del archipiélago de Cabo Verde, se disperse antes de representar una amenaza para cualquier zona terrestre.","[""S"",""e"",""g"",""ú"",""n "",""los "",""me te or"",""ól"",""ogos, "",""hay "",""alt"",""as "",""probab"",""ilidad es  "",""de "",""que "",""la "",""t"",""orm en t"",""a, "",""que "",""se "",""local"",""iza "",""a "",""unas "",""645 "",""mi (1040 "",""km) "",""al "",""o es te  "",""del "",""arc hi"",""piél"",""ago "",""de "",""Cabo "",""Ver"",""de, "",""se "",""disp"",""er"",""se "",""an te s "",""de "",""repr"",""es en t"",""ar "",""una "",""am en aza "",""para "",""cualquier"","" "",""zona "",""te rr"",""es tre.""]",56
43,dev,43,"En la actualidad, los vientos de Fred alcanzan las 105 millas por hora (165 km/h) y se desplaza en dirección al noroeste.","[""E"",""n"","" "",""la "",""act"",""ualidad, "",""los "",""vi en t"",""os "",""de "",""Fr"",""ed"","" "",""alcan"",""zan"","" "",""las "",""105 "",""mil"",""las "",""por "",""hor"",""a "",""(165"","" "",""km/"",""h)"","" "",""y "",""se "",""d es plaza "",""en  "",""dirección "",""al "",""nor"",""o es te"","".""]",37
44,dev,44,Fred es el ciclón tropical más agresivo que se ha registrado hasta el sur y el este del Atlántico desde la llegada de las imágenes satelitales y solo el tercer gran huracán detectado al este del meridiano 35° O.,"[""F"",""r"",""ed"","" "",""es  el "",""cic"",""l"",""ón "",""t"",""rop"",""ical "",""más "",""agr"",""es ivo "",""que "",""se "",""ha "",""regist"",""rado "",""hast"",""a "",""el "",""sur"","" "",""y "",""el "",""es te  "",""del "",""At"",""lánt"",""ico "",""d es de "",""la "",""llegada "",""de "",""las "",""imág en es  "",""sa te lit"",""al es  "",""y "",""sol"",""o "",""el "",""te rcer"","" "",""gran "",""huracán "",""de te ct"",""ado "",""al "",""es te  "",""del "",""mer"",""idian"",""o "",""35"","" "",""O.""]",58
45,dev,45,"El 24 de septiembre de 1759, Arthur Guinness suscribió un contrato de arrendamiento de 9000 años de vigencia por la cervecería St. James's Gate en Dublín, Irlanda.","[""E"",""l"","" "",""24 "",""de "",""sept"",""iembr"",""e "",""de "",""1759, "",""Art"",""hur "",""Guin"",""n"",""es s"","" "",""susc"",""ribió "",""un "",""cont"",""rato "",""de "",""arr"",""en dami en t"",""o "",""de "",""9000 "",""años "",""de "",""vig en cia "",""por "",""la "",""cer"",""vecer"",""ía "",""St"","". "",""Jam es '"",""s "",""Ga te  "",""en  "",""Dublín, "",""Irlanda.""]",43
46,dev,46,"Un cuarto de milenio más tarde, Guinness se ha vuelto un negocio a nivel mundial que origina más de 10 mil millones de euros (14,7 mil millones de dólares) anualmente.","[""U"",""n"","" "",""cuar"",""t"",""o "",""de "",""mil"",""en io "",""más "",""t"",""arde, "",""Guin"",""n"",""es s"","" "",""se "",""ha "",""vuelto "",""un "",""negocio "",""a "",""nivel"","" "",""mundial "",""que "",""origin"",""a "",""más "",""de "",""10 "",""mil"","" "",""mil"",""lon es  "",""de "",""euros "",""(14,7"","" "",""mil"","" "",""mil"",""lon es  "",""de "",""dólar es )"","" "",""anualm"",""en te.""]",48
47,dev,47,"Jonny Reid, copiloto del equipo de Nueva Zelanda de A1GP, hizo historia hoy al consagrarse lícitamente como el conductor más veloz sobre el puente de Auckland Harbour, de 48 años de antigüedad, en Nueva Zelanda.","[""Jon"",""n"",""y "",""Reid, "",""cop"",""ilot"",""o "",""del "",""equipo "",""de "",""Nueva "",""Zelanda "",""de "",""A1GP, "",""hi zo "",""hi st"",""oria "",""hoy "",""al "",""consag"",""rarse "",""lícitam en te  "",""como "",""el "",""conduct"",""or "",""más "",""veloz "",""sob"",""re "",""el "",""pu en te  "",""de "",""Auck"",""l"",""and "",""Har"",""bour"","", "",""de "",""48 "",""años "",""de "",""ant"",""igüedad, "",""en  "",""Nueva "",""Zelanda.""]",48
48,dev,48,"Reid logró conducir siete veces a través del puente y superando los 160 km/h el Belleza Negra, el automóvil A1GP de Nueva Zelanda.","[""R"",""eid"","" "",""logró "",""conducir "",""sie te  "",""vec es  "",""a "",""t"",""ravés "",""del "",""pu en te  "",""y "",""super"",""ando "",""los "",""160 "",""km/"",""h "",""el "",""Bel"",""l"",""eza "",""Negra, "",""el "",""aut"",""omóvil"","" "",""A1GP "",""de "",""Nueva "",""Zelanda.""]",32
49,dev,49,"Debido a lo bajo que se encuentra Black Beauty, fue difícil para la policía de Nueva Zelanda determinar con sus radares de velocidad cuán rápido iba el Sr. Reid y en el único momento en el que pudieron medir su tiempo fue cuando desaceleró a 160 km/h.","[""D"",""eb"",""id"",""o "",""a "",""lo bajo "",""que "",""se "",""en cu en t"",""ra "",""Black"","" "",""Beaut"",""y, "",""fue "",""difícil"","" "",""para "",""la "",""policía "",""de "",""Nueva "",""Zelanda "",""de te rmin"",""ar "",""con "",""sus "",""radar es  "",""de "",""velocidad "",""cuán "",""rápido "",""iba "",""el "",""Sr. "",""Reid "",""y "",""en  "",""el "",""único "",""mom en t"",""o "",""en  "",""el "",""que "",""pudieron "",""med"",""ir "",""su "",""t"",""iempo "",""fue "",""cuand"",""o "",""d es acel"",""eró "",""a "",""160 "",""km/"",""h.""]",60
50,dev,50,"En los últimos tres meses, se liberaron más de 80 detenidos de la Reserva Central sin una acusación formal.","[""E"",""n"","" "",""los "",""últ"",""imos "",""t"",""r es  "",""m es es, "",""se "",""liber"",""aron "",""más "",""de "",""80 "",""de te nidos "",""de "",""la "",""R es erva "",""C en t"",""ral "",""sin"","" "",""una "",""acusación "",""for"",""mal.""]",27
