language,analysis_unit,text,count,bpe_unique_signatures,fxt_unique_signatures,fxt_seed_signature_count,has_fxt_seed_variation,most_common_bpe,most_common_fxt,seed_signatures
es,whitespace_word,3850,1,1,5,5,True,38|5|0,38|50,"{""42"": ""38|50"", ""43"": ""385|0"", ""44"": ""3|85|0"", ""45"": ""3|850"", ""46"": ""3850""}"
es,whitespace_word,6500,1,1,5,5,True,650|0,65|0|0,"{""42"": ""65|0|0"", ""43"": ""6|500"", ""44"": ""6500"", ""45"": ""6|5|0|0"", ""46"": ""65|00""}"
es,whitespace_word,802.11b,1,1,5,5,True,80|2|.|11|b,802.1|1b,"{""42"": ""802.1|1b"", ""43"": ""802.11b"", ""44"": ""8|02.1|1b"", ""45"": ""802|.1|1b"", ""46"": ""8|0|2.1|1b""}"
es,whitespace_word,Ayuntamiento,1,1,5,5,True,A|y|untamiento,A|yun|t|ami en t|o,"{""42"": ""A|yun|t|ami en t|o"", ""43"": ""Ay|un|t|ami en t|o"", ""44"": ""A|y|unt|ami en to"", ""45"": ""Ayun|t|ami en t|o"", ""46"": ""Ay|un|t|ami en to""}"
es,whitespace_word,"Black,",1,1,5,5,True,"Black|,","B|lack|,","{""42"": ""B|lack|,"", ""43"": ""B|l|ac|k|,"", ""44"": ""B|l|ack|,"", ""45"": ""B|l|ac|k,"", ""46"": ""B|l|ack,""}"
es,whitespace_word,CDF500,1,1,5,5,True,C|DF|500,CD|F|500,"{""42"": ""CD|F|500"", ""43"": ""C|D|F500"", ""44"": ""C|D|F|500"", ""45"": ""C|DF|500"", ""46"": ""C|D|F|50|0""}"
es,whitespace_word,Choudhary.,1,1,5,5,True,Ch|oud|h|ary|.,C|h|oudh|ar|y.,"{""42"": ""C|h|oudh|ar|y."", ""43"": ""C|houdh|ary."", ""44"": ""C|h|ou|dh|ary."", ""45"": ""C|houdh|ar|y."", ""46"": ""C|hou|dh|ar|y.""}"
es,whitespace_word,Considere,1,1,5,5,True,Cons|id|ere,C|onsid|er|e,"{""42"": ""C|onsid|er|e"", ""43"": ""C|onsider|e"", ""44"": ""C|on|s|id|er|e"", ""45"": ""C|on|sid|er|e"", ""46"": ""C|on|sider|e""}"
es,whitespace_word,Considero,1,1,5,5,True,Cons|id|ero,C|onsid|er|o,"{""42"": ""C|onsid|er|o"", ""43"": ""C|on|sid|er|o"", ""44"": ""C|on|si|der|o"", ""45"": ""C|on|sider|o"", ""46"": ""C|onsider|o""}"
es,whitespace_word,Disneylandia».,1,1,5,5,True,Dis|ney|land|ia|Â».,D|is|n|eylan|dia|.,"{""42"": ""D|is|n|eylan|dia|."", ""43"": ""D|is|neyl|an|dia|."", ""44"": ""D|is|n|eyl|an|dia|."", ""45"": ""D|isn|eylan|dia|."", ""46"": ""D|isn|eyl|an|d|ia|.""}"
es,whitespace_word,Dromaeosauridae.,1,1,5,5,True,D|rom|ae|os|aur|ida|e|.,D|r|omaeosaur|id|ae.,"{""42"": ""D|r|omaeosaur|id|ae."", ""43"": ""D|romaeosau|r|id|ae."", ""44"": ""D|r|omaeosau|r|id|ae."", ""45"": ""D|r|om|aeosaur|id|ae."", ""46"": ""D|r|om|aeosau|r|id|ae.""}"
es,whitespace_word,"Edimburgo,",1,1,5,5,True,"Ed|im|bur|go|,","E|d|imb|ur|go,","{""42"": ""E|d|imb|ur|go,"", ""43"": ""Ed|im|b|ur|go,"", ""44"": ""E|d|im|bur|go,"", ""45"": ""E|d|imbur|go,"", ""46"": ""E|d|imbur|g|o,""}"
es,whitespace_word,Ejecutivo,1,1,5,5,True,E|j|ecut|ivo,E|jec|u|t|ivo,"{""42"": ""E|jec|u|t|ivo"", ""43"": ""E|j|ecu|t|ivo"", ""44"": ""E|j|ecut|iv|o"", ""45"": ""E|j|ecut|ivo"", ""46"": ""E|j|ec|u|t|ivo""}"
es,whitespace_word,"Específicamente,",1,1,5,5,True,"Es|pec|ÃŃficamente|,","E|s|pecífic|am|en te,","{""42"": ""E|s|pecífic|am|en te,"", ""43"": ""E|s|pec|ífic|am|en te,"", ""44"": ""E|specífic|am en te,"", ""45"": ""E|sp|ecíf|ic|am|en te,"", ""46"": ""E|sp|ecífic|am en te,""}"
es,whitespace_word,Etelredo,1,1,5,5,True,E|tel|redo,E|te|lr|ed|o,"{""42"": ""E|te|lr|ed|o"", ""43"": ""E|te|l|r|edo"", ""44"": ""E|te|l|r|ed|o"", ""45"": ""E|te|lr|edo"", ""46"": ""E te l|r|ed|o""}"
es,whitespace_word,"Fairbanks,",1,1,5,5,True,"F|air|ban|ks|,","F|air|b|ank|s,","{""42"": ""F|air|b|ank|s,"", ""43"": ""F|airbank|s,"", ""44"": ""F|air|banks,"", ""45"": ""Fairb|anks,"", ""46"": ""Fair|bank|s,""}"
es,whitespace_word,"Grachtengordel),",1,1,5,5,True,"Gra|ch|ten|g|ord|el|),","G|r|ach te n|g|or|del|),","{""42"": ""G|r|ach te n|g|or|del|),"", ""43"": ""G|r|ach te|n|g|or|del|),"", ""44"": ""G|r|ach te n|gor|del|),"", ""45"": ""G|r|ach te ng|or|del|),"", ""46"": ""G|r|ach te n|g|or|del|)|,""}"
es,whitespace_word,Hesperonychus,1,1,5,5,True,H|esper|ony|ch|us,H|es p|er|onychus,"{""42"": ""H|es p|er|onychus"", ""43"": ""H|es per|on|yc|h|us"", ""44"": ""H|es per|onychus"", ""45"": ""H|es per|onyc|h|us"", ""46"": ""H|es per|on|yc|hus""}"
es,whitespace_word,Indo-Sarasvati;,1,1,5,5,True,In|do|-S|ar|as|v|ati|;,I|nd|o-|Sar|asv|at|i;,"{""42"": ""I|nd|o-|Sar|asv|at|i;"", ""43"": ""Ind|o-|Sar|asv|ati;"", ""44"": ""In|d|o-|Sarasv|at|i;"", ""45"": ""I|n|d|o-|Sar|asv|at|i;"", ""46"": ""Ind|o-|Sar|asv|at|i;""}"
es,whitespace_word,Inteligencia,1,1,5,5,True,In|t|elig|encia,In te lig en c|ia,"{""42"": ""In te lig en c|ia"", ""43"": ""In|te lig en|c|ia"", ""44"": ""In te l|ig en|c|ia"", ""45"": ""In|te lig|en|cia"", ""46"": ""In te lig|en c|ia""}"
es,whitespace_word,"Jeongeum,",1,1,5,5,True,"Je|on|ge|um|,","Jeon|geu|m|,","{""42"": ""Jeon|geu|m|,"", ""43"": ""Jeon|g|eu|m|,"", ""44"": ""Jeon|geum|,"", ""45"": ""Jeon|g|eum|,"", ""46"": ""Jeon|g|eum,""}"
es,whitespace_word,Jesucristo.,1,1,5,5,True,J|es|ucr|isto|.,J|es ucr|ist|o.,"{""42"": ""J|es ucr|ist|o."", ""43"": ""J es ucr|ist|o."", ""44"": ""J es ucr|is|t|o."", ""45"": ""J es uc|r|ist|o."", ""46"": ""J es u|crist|o.""}"
es,whitespace_word,Khandekwak.,1,1,5,5,True,K|han|de|k|w|ak|.,Khan|dekwak.,"{""42"": ""Khan|dekwak."", ""43"": ""Khand|ekwak."", ""44"": ""Khandekwak."", ""45"": ""K|handek|w|ak."", ""46"": ""Khandek|wak.""}"
es,whitespace_word,"Originalmente,",1,1,5,5,True,"Original|mente|,","Or|igin|alm|en te,","{""42"": ""Or|igin|alm|en te,"", ""43"": ""O|r|igin|alm|en te,"", ""44"": ""Or|igin|alm en te,"", ""45"": ""Or|iginalm en te,"", ""46"": ""O|r|igin|alm en te,""}"
es,whitespace_word,"Schwarzenegger,",1,1,5,5,True,"S|ch|war|z|ene|g|ger|,","S|chw|ar|z en egger|,","{""42"": ""S|chw|ar|z en egger|,"", ""43"": ""S|c|hw|arz en egger|,"", ""44"": ""S|chw|arz en egger|,"", ""45"": ""S|c|hw|ar|z|en egger|,"", ""46"": ""S|c|hw|ar|z en egger|,""}"
es,whitespace_word,"Zmapp,",1,1,5,5,True,"Z|m|app|,","Zmap|p|,","{""42"": ""Zmap|p|,"", ""43"": ""Z|m|app,"", ""44"": ""Z|mapp,"", ""45"": ""Z|m|ap|p|,"", ""46"": ""Zmap|p,""}"
es,whitespace_word,"Zoungla,",1,1,5,5,True,"Z|o|ung|la|,","Z|oung|l|a,","{""42"": ""Z|oung|l|a,"", ""43"": ""Z|oun|gla,"", ""44"": ""Zoungl|a,"", ""45"": ""Zoung|l|a,"", ""46"": ""Z|oun|gl|a,""}"
es,whitespace_word,[Wales],1,1,5,5,True,[|W|ales|],[|Wal|es ],"{""42"": ""[|Wal|es ]"", ""43"": ""[Wal|es ]"", ""44"": ""[W|al|es ]"", ""45"": ""[|W|al|es ]"", ""46"": ""[W|al es ]""}"
es,whitespace_word,aeropuertos,1,1,5,5,True,a|er|op|uer|tos,ae|r|opuer|t|os,"{""42"": ""ae|r|opuer|t|os"", ""43"": ""aer|op|u|ert|os"", ""44"": ""ae|r|op|uer|t|os"", ""45"": ""aer|op|uert|os"", ""46"": ""aer|op|uer|t|os""}"
es,whitespace_word,agudeza;,1,1,5,5,True,ag|ude|za|;,ag|ud|eza;,"{""42"": ""ag|ud|eza;"", ""43"": ""ag|ud|ez|a;"", ""44"": ""ag|udez|a;"", ""45"": ""ag|u|d|e|z|a;"", ""46"": ""ag|u|dez|a;""}"
es,whitespace_word,alumnos».,1,1,5,5,True,al|um|nos|Â».,al|um|n|os|.,"{""42"": ""al|um|n|os|."", ""43"": ""al|um|nos|."", ""44"": ""al|umnos|."", ""45"": ""al|umnos»."", ""46"": ""al|umn|os».""}"
es,whitespace_word,"antigüedades,",1,1,5,5,True,"ant|ig|Ã¼|edades|,","an|t|igü|edad es,","{""42"": ""an|t|igü|edad es,"", ""43"": ""an|t|igüed|ad es,"", ""44"": ""an|t|igüedad es,"", ""45"": ""an|t|ig|ü|edad es,"", ""46"": ""ant|igü|ed|ad es,""}"
es,whitespace_word,"arancelarias,",1,1,5,5,True,"aran|cel|arias|,","ar|anc|el|ar|ias,","{""42"": ""ar|anc|el|ar|ias,"", ""43"": ""a|r|an|c|el|ar|ias,"", ""44"": ""ar|an|c|elarias,"", ""45"": ""ar|an|c|elar|ias,"", ""46"": ""ar|an|c|el|arias,""}"
