language,text,count,bpe_unique_signatures,fxt_unique_signatures,fxt_seed_signature_count,has_fxt_seed_variation,most_common_bpe,most_common_fxt,seed_signatures
en,"Accompanied by those officials, he assured Texas citizens that steps were being taken to protect the public's safety.",1,1,5,5,True,"Ac|com|pan|ied|Ġby|Ġthose|Ġofficials|,|Ġhe|Ġass|ured|ĠTexas|Ġcitizens|Ġthat|Ġsteps|Ġwere|Ġbeing|Ġtaken|Ġto|Ġprotect|Ġthe|Ġpublic|'s|Ġsafety|.","Acc|om|p|an|ied||by|t|hose|off|icial|s,|he|ass|ur|ed|T|exas|cit|iz en|s|t|hat|s te ps|wer|e|being|t|ak en|t|o|pro te|ct||t|he|public|'|s|safet|y.","{""42"": ""Acc|om|p|an|ied||by|t|hose|off|icial|s,|he|ass|ur|ed|T|exas|cit|iz en|s|t|hat|s te ps|wer|e|being|t|ak en|t|o|pro te|ct||t|he|public|'|s|safet|y."", ""43"": ""Ac|c|om|p|anied||by|t|hose|off|icial|s,|he|ass|ur|ed|T|exas|cit|iz en|s||t|hat|s te ps|were|being|t|ak en|t|o|pro te|ct||t|he|public|'|s|saf|et|y."", ""44"": ""Ac|c|om|p|an|ied||by|t|hose|off|icial|s,|he|ass|ured|T|exas|cit|iz en|s|t|hat|s te ps|were|being|t|ak en|t|o|pro te|ct||t|he|public|'|s|safet|y."", ""45"": ""Ac|c|om|p|an|ied||by|t|hose|off|icial|s,|he|ass|ured|T|exas|cit|iz en s|t|hat|s te ps|were|being|t|ak en|t|o|pro te|ct||t|he|public|'|s|safet|y."", ""46"": ""Acc|omp|an|ied||by|t|hose|off|icial|s,|he|ass|ur|ed|T|exas|cit|iz en|s||t|hat|s te ps|were|being|t|ak en|t|o|pro te|ct||t|he|public|'|s|safet|y.""}"
en,"According to Ansa, ""police were concerned by a couple of top-level hits they feared might spark a full-blown war of succession.",1,1,5,5,True,"According|Ġto|ĠAn|sa|,|Ġ""|pol|ice|Ġwere|Ġconcerned|Ġby|Ġa|Ġcouple|Ġof|Ġtop|-level|Ġhits|Ġthey|Ġfear|ed|Ġmight|Ġs|park|Ġa|Ġfull|-b|l|own|Ġwar|Ġof|Ġsuccess|ion|.","A|c|cor|din|g|t|o|Ansa,|""|pol|ice|wer|e|conc|er|ned|by|a|coupl|e|of|t|op-|level||hi ts|t|hey|feared|might||spark|a|full|-|blow|n|war||of|succ es s|ion|.","{""42"": ""A|c|cor|din|g|t|o|Ansa,|\""|pol|ice|wer|e|conc|er|ned|by|a|coupl|e|of|t|op-|level||hi ts|t|hey|feared|might||spark|a|full|-|blow|n|war||of|succ es s|ion|."", ""43"": ""Ac|c|or|d|in|g|t|o|Ansa,|\""|pol|ice|were|conc|er|ned|by|a|coup|l|e|of|t|op-|level||hi ts|t|hey|fear|ed|might||spark|a|full|-|blow|n|war|of|succ es s|ion|."", ""44"": ""Acc|or|din|g|t|o|Ansa,|\""|pol|ice|were|conc|er|ned|by|a|couple|of|t|op-|level||hi ts|t|hey|fear|ed|might||spark|a|full|-|blow|n||war||of|succ|es s|ion|."", ""45"": ""Ac|c|or|din|g|t|o|Ansa,|\""|pol|ice|wer|e|conc|er|ned|by|a|coup|le|of|t|op-|level||hi ts|t|hey|feared|might||spark|a|full|-|blow|n|war||of|succ es sion|."", ""46"": ""Acc|or|din|g|t|o Ansa,|\""|pol|ice|wer|e|conc|er|ned|by|a|coup|le|of|t|op-|level||hi ts|t|hey|feared|might||spark|a|full|-|blown|war||of|succ es sion|.""}"
en,"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.",1,1,5,5,True,"According|Ġto|ĠJapan|'s|Ġnuclear|Ġagency|,|Ġradio|active|Ġca|es|ium|Ġand|Ġi|od|ine|Ġhas|Ġbeen|Ġidentified|Ġat|Ġthe|Ġplant|.","Ac|c|or|din|g|t|o Japan|'s|nucl|ear||ag en cy,|radioact|ive|ca es ium||and|iodin|e|has|be en|id en t|ified|at||t|he|plan|t|.","{""42"": ""Ac|c|or|din|g|t|o Japan|'s|nucl|ear||ag en cy,|radioact|ive|ca es ium||and|iodin|e|has|be en|id en t|ified|at||t|he|plan|t|."", ""43"": ""Ac|c|or|d|in|g|t|o|Japan|'|s|nucl|ear||ag en cy,|radioact|ive|ca es ium||and|iod|in|e|has|be en|id en t|ified|at||t|he|plan|t|."", ""44"": ""Ac|c|or|ding|t|o|Japan|'|s|nucl|ear||ag en cy,|radioact|ive|ca es ium||and|iod|in|e|has|be en|id en t|ified|at||t|he|plan|t|."", ""45"": ""Acc|or|din|g|t|o|Japan'|s|nucl|ear||ag en cy,|radioact|ive|ca es ium||and|iod|in|e|has|be en|id en t|ified|at||t|he|plan|t|."", ""46"": ""Ac|c|or|din|g|t|o Japan|'|s|nuclear|ag en cy,|radioact|ive|ca es ium||and|iodin|e|has|be en|id en t|ified|at||t|he|plan|t|.""}"
en,"According to Mick O'Flynn, the Acting Director Park Conservation and Heritage with the NPWS, the four shooters selected for the first shooting operation received comprehensive safety and training instruction.",1,1,5,5,True,"According|Ġto|ĠM|ick|ĠO|'|F|lyn|n|,|Ġthe|ĠAct|ing|ĠDirector|ĠPark|ĠConserv|ation|Ġand|ĠHer|itage|Ġwith|Ġthe|ĠN|P|WS|,|Ġthe|Ġfour|Ġshoot|ers|Ġselected|Ġfor|Ġthe|Ġfirst|Ġshooting|Ġoperation|Ġreceived|Ġcomprehensive|Ġsafety|Ġand|Ġtraining|Ġinstruction|.","Ac|c|or|din|g|t|o|Mick|O'|Flyn|n|,|t|he|Act|ing|Direct|or|Park|Conse|r|vat|ion||and|Her|it|age|wit|h|t|he|NPWS,|t|he|four|shoo te|rs|sel|ec te d|for||t|he|first||shoot|ing|operat|ion||recei|ved|comp|reh|en siv|e|safet|y|and|t|raining|inst|ru ct|ion.","{""42"": ""Ac|c|or|din|g|t|o|Mick|O'|Flyn|n|,|t|he|Act|ing|Direct|or|Park|Conse|r|vat|ion||and|Her|it|age|wit|h|t|he|NPWS,|t|he|four|shoo te|rs|sel|ec te d|for||t|he|first||shoot|ing|operat|ion||recei|ved|comp|reh|en siv|e|safet|y|and|t|raining|inst|ru ct|ion."", ""43"": ""Ac|c|or|d|in|g|t|o|Mick|O'|Flyn|n|,|t|he|Act|ing|Direct|or|Park|Conser|vat|ion||and|Her|it|age|wit|h|t|he|NPWS,|t|he|four||shoo te|rs|selec te d|for||t|he|first||shoot|ing|operat|ion|recei|ved|comp|reh|en s|iv|e|safet|y|and|t|raining|inst|ru ct|ion."", ""44"": ""Ac|c|or|din|g|t|o|Mick|O'|Flyn|n|,|t|he|Act|ing|Direct|or|Park|Conser|vat|ion||and|Her|it|age|wit|h|t|he|NPWS,|t|he|four||shoo te|rs|sel|ec te d|for||t|he|first||shoot|ing|operat|ion||recei|v|ed|comp|r|eh|en s|iv|e|safet|y|and|t|raining|inst|ru ct|ion."", ""45"": ""Acc|or|din|g|t|o|Mick|O'|Flyn|n|,|t|he|Act|ing|Direct|or|Park|Conse|r|vat|ion||and|Her|it|age|wit|h|t|he|NPWS,|t|he|four||shoo te|rs|sel|ec te d|for||t|he|first||shoot|ing|operat|ion||recei|ved|comp|reh|en siv|e|safet|y|and|t|raining|inst|ru ct|ion."", ""46"": ""Accor|din|g|t|o|Mick|O'|Flyn|n|,|t|he|Act|ing|Direct|or|Park|Conservat|ion||and|Her|it|age|wit|h|t|he|NPWS,|t|he|four||shoo te|rs|sel|ec te d|for||t|he|first||shoot|ing|operat|ion||recei|ved|comp|reh|en siv|e|safet|y|and|t|raining|inst|ru ct|ion.""}"
en,"According to park authorities, stay at least 100 yards/meters away from bears and wolves and 25 yards/meters from all other wild animals!",1,1,5,5,True,"According|Ġto|Ġpark|Ġauthorities|,|Ġstay|Ġat|Ġleast|Ġ|100|Ġyards|/|met|ers|Ġaway|Ġfrom|Ġbe|ars|Ġand|Ġw|ol|ves|Ġand|Ġ|25|Ġyards|/|met|ers|Ġfrom|Ġall|Ġother|Ġwild|Ġanimals|!","Acc|or|din|g|t|o|park|aut|horit|i es,|st|ay|at||least||100|yards/|me te rs|away|from|bear|s|and|wolv es|and|25|yard|s/|me te rs|from|all||ot|her|wild|animals!","{""42"": ""Acc|or|din|g|t|o|park|aut|horit|i es,|st|ay|at||least||100|yards/|me te rs|away|from|bear|s|and|wolv es|and|25|yard|s/|me te rs|from|all||ot|her|wild|animals!"", ""43"": ""Ac|c|or|d|in|g|t|o|park|aut|hor|it|i es,|st|ay|at||least||100|yards/|me te rs|away|fr|om|bear|s|and|wolv es|and|25|yar|ds/|me te rs|from|all||ot|her|wild|animals!"", ""44"": ""Acc|or|din|g|t|o|park|aut|horit|i es,|st|ay|at||least||100|yards/|me te rs|away|fr|om|bear|s|and|wolv es|and|25|yards/|me te rs|fr|om|all||ot|her|wild|animal|s!"", ""45"": ""Acc|or|din|g|t|o|park|aut|horit|i es,|st|ay|at||least||100|yards/|me te rs|away|fr|om|bear|s|and|wolv es|and|25|yards/|me te rs|from|all||ot|her|wild|animals!"", ""46"": ""Ac|cor|din|g|t|o|park|aut|horit|i es,|st|ay|at||least||100|yards/|me te rs|away|from|bears|and|wolv es|and|25|yar|ds/|me te rs|from|all||ot|her|wild|animal|s!""}"
en,"According to police, the driver of the vehicle that hit the photographer is unlikely to face criminal charges.",1,1,5,5,True,"According|Ġto|Ġpolice|,|Ġthe|Ġdriver|Ġof|Ġthe|Ġvehicle|Ġthat|Ġhit|Ġthe|Ġphotogra|pher|Ġis|Ġunlikely|Ġto|Ġface|Ġcriminal|Ġcharges|.","Ac|c|or|din|g|t|o|pol|ice,|t|he|driver||of|t|he|ve hi cl|e|t|hat|hi t|t|he|phot|ograph|er||is|unl|ikel|y|t|o|face|crimin|al|char|g es.","{""42"": ""Ac|c|or|din|g|t|o|pol|ice,|t|he|driver||of|t|he|ve hi cl|e|t|hat|hi t|t|he|phot|ograph|er||is|unl|ikel|y|t|o|face|crimin|al|char|g es."", ""43"": ""Ac|c|or|din|g|t|o|police,|t|he|driver||of|t|he|ve hi cl|e|t|hat|hi t|t|he|photograp|h|er||is|unl|ikel|y|t|o|face|criminal|charg es."", ""44"": ""Ac|c|or|d|in|g|t|o|pol|ice,|t|he|driver||of|t|he|ve hi cl|e|t|hat|hi t|t|he|phot|ograph|er||is|unl|ikel|y|t|o|face|criminal|char|g es."", ""45"": ""Ac|c|or|din|g|t|o|police,|t|he|driver||of|t|he|ve hi cle|t|hat|hi t|t|he|phot|ograph|er||is|unl|ikel|y|t|o|face|crimin|al|char|g es."", ""46"": ""Acc|or|d|in|g|t|o police,|t|he|driver||of|t|he|ve hi cle|t|hat|hi t|t|he|photograph|er||is|unl|ikel|y|t|o|face|crimin|al|char|g es.""}"
en,"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue.",1,1,5,5,True,"According|Ġto|Ġthe|Ġlatest|Ġbul|let|in|,|Ġsea|Ġlevel|Ġread|ings|Ġindicated|Ġa|Ġt|s|un|ami|Ġwas|Ġgenerated|.|ĠThere|Ġwas|Ġsome|Ġdefin|ite|Ġt|s|un|ami|Ġactivity|Ġrecorded|Ġnear|ĠP|ago|ĠP|ago|Ġand|ĠNi|ue|.","Ac|c|or|din|g|t|o|t|he|la te st||bull|etin,|sea|level||readin|gs|indica te d|a|t|sunami|was|g en er|a te d.|T|here|was|som|e|defin|i te|t|sunami|act|ivity|recor|ded|near||Pago|Pago|and|Niue.","{""42"": ""Ac|c|or|din|g|t|o|t|he|la te st||bull|etin,|sea|level||readin|gs|indica te d|a|t|sunami|was|g en er|a te d.|T|here|was|som|e|defin|i te|t|sunami|act|ivity|recor|ded|near||Pago|Pago|and|Niue."", ""43"": ""Ac|cor|din|g|t|o|t|he|la te st||bull|etin,|sea|level||read|ings|indica te d|a|t|sunami|was|g en er|a te d.|T|here|was|som|e|defin|i te|t|sunami|act|ivity|recor|ded|near||Pago|Pago|and|Niue."", ""44"": ""Ac|c|or|din|g|t|o|t|he|la te st||bull|et|in,|sea|level||read|ings|indica te d|a|t|sunami|was|g en er|a te d.|T|here|was|som|e|defin|i te|t|sunami|act|ivity|recor|ded||near||Pago|Pago|and|Niue."", ""45"": ""A|c|c|or|din|g|t|o|t|he|la te st||bull|etin,|sea|level|readin|gs|indica te d|a|t|sunami|was|g en er|a te d.|T|here|was|som|e|defin|i te|t|sunami|act|ivity|recor|ded|near||Pago|Pag|o|and|Niue."", ""46"": ""Ac|cor|din|g|t|o|t|he|la te st||bul|l|et|in,|sea|level||readings|indica te d|a|t|sunami|was|g en er|a te d.|T|here|was|som|e|defin|i te|t|sunami|act|ivity|recor|ded|near|Pago|Pago|and|Niue.""}"
en,"According to the lawsuit, waste from the UN camp was not properly sanitized, causing bacteria to enter the tributary of the Artibonite River, one of Haiti's largest.",1,1,5,5,True,"According|Ġto|Ġthe|Ġlaws|uit|,|Ġwaste|Ġfrom|Ġthe|ĠUN|Ġcamp|Ġwas|Ġnot|Ġproperly|Ġsan|it|ized|,|Ġcausing|Ġbacteria|Ġto|Ġenter|Ġthe|Ġtribut|ary|Ġof|Ġthe|ĠArt|ib|on|ite|ĠRiver|,|Ġone|Ġof|ĠH|ait|i|'s|Ġlargest|.","Acc|or|din|g|t|o|t|he|lawsuit|,|was te|from|t|he|UN|camp||was|not||prop|erl|y|sanit|ized,|causing|bac te r|ia|t|o|en te r|t|he|t|ributary|of|t|he|Art|iboni te|River|,|one|of|Hait|i'|s|lar|g es t|.","{""42"": ""Acc|or|din|g|t|o|t|he|lawsuit|,|was te|from|t|he|UN|camp||was|not||prop|erl|y|sanit|ized,|causing|bac te r|ia|t|o|en te r|t|he|t|ributary|of|t|he|Art|iboni te|River|,|one|of|Hait|i'|s|lar|g es t|."", ""43"": ""Ac|cor|din|g|t|o|t|he|lawsuit|,|was te|fr|om|t|he|UN|camp||was|not||prop|erl|y|sanit|ized,|causing|bac te r|ia|t|o|en te r|t|he|t|ributary|of|t|he|Art|iboni te|River|,|one|of|Hait|i'|s|lar|g es t|."", ""44"": ""Accor|din|g|t|o|t|he|lawsuit|,|was te|from|t|he|UN|camp||was|not||prop|erl|y|sanitized,|causing|bac te r|ia|t|o|en te r|t|he|t|ributary|of|t|he|Art|iboni te||River|,|one|of|Hait|i'|s|lar|g es t|."", ""45"": ""Ac|c|or|din|g|t|o|t|he|lawsuit|,|was te|fr|om|t|he|UN|camp||was|not||prop|erl|y|sanit|ized,|causing|bac te r|ia|t|o|en te r|t|he|t|ributary|of|t|he|Art|iboni te|River|,|one|of|Hait|i'|s|lar|g es t|."", ""46"": ""Ac|cor|din|g||t|o|t|he|lawsuit|,|was te|from|t|he|UN|camp||was|not||prop|er|l|y|sanit|ized,|causing|bac te r|ia|t|o|en te r|t|he|t|ributary|of|t|he|Art|iboni te|River|,|one|of|Hait|i'|s|lar|g es t|.""}"
en,"According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.",1,1,5,5,True,"According|Ġto|Ġthe|Ġstory|,|Ġhis|Ġmotiv|ation|Ġwas|Ġf|ame|Ġat|Ġany|Ġcost|.|ĠThe|ĠE|ph|es|ians|,|Ġout|ra|ged|,|Ġannounced|Ġthat|ĠH|eros|tr|atus|'|Ġname|Ġnever|Ġbe|Ġrecorded|.","Ac|c|or|din|g|t|o t|he|st|ory,|hi s|mot|ivation||was|fame|at||any|cost|.|T|he|Eph es ians,|out|raged,|ann|ounced|t|hat|Her|ost|ratus'||name|never||be|recor|ded|.","{""42"": ""Ac|c|or|din|g|t|o t|he|st|ory,|hi s|mot|ivation||was|fame|at||any|cost|.|T|he|Eph es ians,|out|raged,|ann|ounced|t|hat|Her|ost|ratus'||name|never||be|recor|ded|."", ""43"": ""Accor|din|g|t|o|t|he|st|ory,|hi s|mot|ivation||was|fame|at||any|cost|.|T|he|Eph es ian|s,|out|rag|ed,|ann|ounc|ed|t|hat|Her|ost|ratus'||name|never||be|recor|ded."", ""44"": ""Ac|c|or|din|g|t|o|t|he|st|ory,|hi s|mot|ivation||was|fame|at||any|cost|.|T|he|Eph es ian|s,|out|rag|ed|,|ann|ounc|ed|t|hat|Her|ost|ratus'||name|never||be|recor|ded."", ""45"": ""Ac|c|or|din|g|t|o|t|he|st|ory,|hi s|mot|ivation|was|fame|at||any|cost|.|T|he|Eph es ian|s,|out|rag|ed,|ann|ounc|ed|t|hat|Her|ost|ratus'||name|never||be|recor|ded."", ""46"": ""Ac|c|or|din|g|t|o|t|he|st|ory,|hi s|mot|ivation|was|fame|at||any|cost|.|T|he|Eph es ian|s,|out|rag|ed,|ann|ounc|ed|t|hat|Her|ost|ratus'|name|never||be|recor|ded.""}"
en,"Accordingly, at the finest such establishments one is apt to find the most luxurious bedding, maybe a handmade quilt or an antique bed.",1,1,5,5,True,"According|ly|,|Ġat|Ġthe|Ġfin|est|Ġsuch|Ġestablish|ments|Ġone|Ġis|Ġapt|Ġto|Ġfind|Ġthe|Ġmost|Ġlux|ur|ious|Ġbed|ding|,|Ġmaybe|Ġa|Ġhand|m|ade|Ġqu|ilt|Ġor|Ġan|Ġant|ique|Ġbed|.","Ac|c|or|din|gl|y,|at||t|he|fin|es t||such|es t|ablishm|en t|s|one|is|apt||t|o|fin|d|t|he|most||luxurious|beddin|g,|maybe|a|handm|ad|e|quilt||or|an|ant|ique|bed.","{""42"": ""Ac|c|or|din|gl|y,|at||t|he|fin|es t||such|es t|ablishm|en t|s|one|is|apt||t|o|fin|d|t|he|most||luxurious|beddin|g,|maybe|a|handm|ad|e|quilt||or|an|ant|ique|bed."", ""43"": ""Acc|or|din|gl|y,|at||t|he|fin|es t||such|es t|ablishm|en t|s|one|is|apt||t|o|fin|d|t|he|most||luxur|ious|bedd|ing,|maybe|a|handm|ade|quilt||or|an|ant|ique|bed."", ""44"": ""Acc|or|din|gl|y,|at||t|he|fin|es t||such|es t|ablishm|en t|s|one|is|apt|t|o|fin|d|t|he|most||luxurious|bedding,|maybe|a|handm|ade|quilt||or|an|ant|ique|bed."", ""45"": ""Acc|or|din|gl|y,|at||t|he|fin|es t||such|es t|ablishm|en t|s|one|is|apt||t|o|fin|d|t|he|most||luxurious|bedding,|maybe|a|handm|ade|quilt||or|an|ant|ique|bed."", ""46"": ""Ac|c|or|din|gl|y,|at||t|he|fin|es t||such|es t|ablishm|en t|s|one|is|apt|t|o|fin|d|t|he|most||luxurious|beddin|g,|maybe|a|handm|ade|quilt||or|an|ant|ique|bed.""}"
en,"Across the United States of America, there are approximately 400,000 known cases of Multiple Sclerosis (MS), leaving it as the leading neurological disease in younger and middle aged adults.",1,1,5,5,True,"Ac|ross|Ġthe|ĠUnited|ĠStates|Ġof|ĠAmerica|,|Ġthere|Ġare|Ġapproximately|Ġ|400|,|000|Ġknown|Ġcases|Ġof|ĠMult|ip|le|ĠS|cl|eros|is|Ġ(|MS|),|Ġleaving|Ġit|Ġas|Ġthe|Ġleading|Ġneuro|log|ical|Ġdisease|Ġin|Ġyounger|Ġand|Ġmiddle|Ġag|ed|Ġadults|.","Acr|oss||t|he|Uni te d|St|a te s|of|Amer|ica,|t|here|are|appr|oxima te l|y|400,0|00|known||cas es|of|Mul|t|iple|Sclerosi|s|(MS),|leaving|it|as|t|he|leading|neur|ol|og|ical|disease||in|younger||and|mid|dl|e|aged|adult|s.","{""42"": ""Acr|oss||t|he|Uni te d|St|a te s|of|Amer|ica,|t|here|are|appr|oxima te l|y|400,0|00|known||cas es|of|Mul|t|iple|Sclerosi|s|(MS),|leaving|it|as|t|he|leading|neur|ol|og|ical|disease||in|younger||and|mid|dl|e|aged|adult|s."", ""43"": ""Acr|oss|t|he|Uni te d|St|a te s|of|Amer|ica,|t|here|are|appr|oxim|a te l|y|400|,0|0|0|known||cas es|of|Mul|t|iple|Sclerosi|s||(MS)|,|leaving|it|as|t|he|leading|neur|ol|og|ical|disease||in|younger||and|mid|dl|e|aged|adult|s."", ""44"": ""Ac|r|oss|t|he|Uni te d|St|a te s|of|Amer|ica,|t|here|are|appr|oxim|a te ly|400,000|know|n|cas es|of|Mul|t|iple|Scl|er|osis|(MS)|,|leavin|g|it|as|t|he|leadin|g|neur|ol|og|ical||disease||in|younger||and|mid|dl|e|aged|adult|s."", ""45"": ""Acr|oss|t|he|Uni te d|St|a te s|of|Amer|ica,|t|here|are|appr|oxima te l|y|400,0|00|known|cas es|of|Mul|t|iple|Scler|osis|(MS)|,|leaving|it|as|t|he|leading|neur|ol|og|ical|disease||in|younger||and|mid|dl|e|aged|adul|t|s."", ""46"": ""Ac|r|oss||t|he|Uni te d|St|a te s|of|Amer|ica,|t|here|are|appr|oxima te l|y|400,0|00|known||cas es|of|Mul|t|iple|Scl|erosis||(MS)|,|leaving|it|as|t|he|leading|neurol|ogical|disease||in|younger||and|mid|dl|e|aged|adul|t|s.""}"
en,Adekoya has since been in Edinburgh Sheriff Court charged with murdering her son.,1,1,5,5,True,A|de|k|oya|Ġhas|Ġsince|Ġbeen|Ġin|ĠEd|in|burgh|ĠSher|iff|ĠCourt|Ġcharged|Ġwith|Ġmurder|ing|Ġher|Ġson|.,Ad|ek|oya|has|sin|ce|be en|in|Edin|burgh||Sher|iff|Cour|t||char|ged|wit|h|murder|ing|her||son|.,"{""42"": ""Ad|ek|oya|has|sin|ce|be en|in|Edin|burgh||Sher|iff|Cour|t||char|ged|wit|h|murder|ing|her||son|."", ""43"": ""Ad|ek|oya|has|sin|ce|be en|in|Edinburgh||Sher|iff|Cour|t||char|ged|wit|h|murder|ing|her||son|."", ""44"": ""Ad|ek|oya|has|sin|ce|be en|in|Edinbur|gh||Sher|iff|Cour|t||char|ged|wit|h|murd|er|ing|her||son|."", ""45"": ""Ad|ek|oya|has|sin|ce|be en|in|Edinburgh|Sher|iff|Court||char|ged|wit|h|murd|er|ing|her||son|."", ""46"": ""Ad|ek|oya|has|sin|ce|be en|in|Edinbur|gh||Sher|iff|Court||char|ged|wit|h|mur|der|ing|her||son.""}"
en,Advisories are merely a brief summary of the political situation in one country.,1,1,5,5,True,Ad|vis|ories|Ġare|Ġmerely|Ġa|Ġbrief|Ġsummary|Ġof|Ġthe|Ġpolitical|Ġsituation|Ġin|Ġone|Ġcountry|.,Ad|v|isor|i es|are|mer|el|y|a|brief|summ|ary|of|t|he|pol|itical|sit|uation||in|one|count|ry.,"{""42"": ""Ad|v|isor|i es|are|mer|el|y|a|brief|summ|ary|of|t|he|pol|itical|sit|uation||in|one|count|ry."", ""43"": ""Ad|v|isor|i es|are|mer|el|y|a|br|ief|summ|ary|of|t|he|pol|itical|sit|uation||in|one|count|ry."", ""44"": ""Ad|v|isor|i es|are|mer|ely|a|brief|summ|ary|of|t|he|political|sit|uation|in|one|count|ry."", ""45"": ""Ad|visor|i es|are|mer|el|y|a|brief|summ|ary|of|t|he|political|sit|uation||in|one|count|ry."", ""46"": ""Ad|visor|i es|are|mer|el|y|a|brief|summ|ary|of|t|he|pol|itical|sit|uation|in|one|count|ry.""}"
en,"After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.",1,1,5,5,True,"After|Ġa|Ġweek|Ġof|Ġlosses|Ġin|Ġthe|Ġmid|term|Ġelection|,|ĠBush|Ġtold|Ġan|Ġaudience|Ġabout|Ġthe|Ġexpansion|Ġof|Ġtrade|Ġin|ĠAsia|.","Af|te r||a|week|of|loss es|in|t|he|mid te r|m|elect|ion,|Bush|t|old|an|aud|i en c|e|about||t|he|expansion||of|t|rade|in|Asia.","{""42"": ""Af|te r||a|week|of|loss es|in|t|he|mid te r|m|elect|ion,|Bush|t|old|an|aud|i en c|e|about||t|he|expansion||of|t|rade|in|Asia."", ""43"": ""Af|te r||a|week|of|loss es|in|t|he|mid|te r|m||elect|ion,|Bush|t|old|an|aud|i en ce|about||t|he|expan|sion||of|t|rade|in|Asia."", ""44"": ""A|f|te r||a|week|of|loss es|in|t|he|mid|te r|m|elect|ion,|Bush||t|old|an|aud|i en ce|about||t|he|expan|sion||of|t|rade|in|Asia."", ""45"": ""Af|te r||a|week|of|loss|es|in|t|he|mid te r|m|elect|ion,|Bush|t|old|an|audi en c|e|about||t|he|expansion||of|t|rade|in|Asia."", ""46"": ""Af|te r||a|week|of|loss es|in|t|he|mid te r|m|elect|ion,|Bush|t|old|an|audi en ce|about||t|he|expansion||of|t|rade|in|Asia.""}"
en,After hundreds of hours of operation the filament in the bulb eventually burns out and the light bulb no longer works.,1,1,5,5,True,After|Ġhundreds|Ġof|Ġhours|Ġof|Ġoperation|Ġthe|Ġfil|ament|Ġin|Ġthe|Ġbul|b|Ġeventually|Ġburn|s|Ġout|Ġand|Ġthe|Ġlight|Ġbul|b|Ġno|Ġlonger|Ġworks|.,Af|te r||hund|r|eds|of|hours|of|operat|ion|t|he|filam en t||in|t|he|bulb||ev en t|uall|y|bur|ns|out||and|t|he|light||bulb||no|longer|wor|ks.,"{""42"": ""Af|te r||hund|r|eds|of|hours|of|operat|ion|t|he|filam en t||in|t|he|bulb||ev en t|uall|y|bur|ns|out||and|t|he|light||bulb||no|longer|wor|ks."", ""43"": ""Af|te r||hund|r|ed|s|of|hours|of|operat|ion||t|he|filam en t||in|t|he|bulb||ev en t|uall|y|bur|ns|out||and|t|he|light||bulb||no|longer|wor|ks."", ""44"": ""Af|te r||hundr|eds|of|hours|of|operat|ion||t|he|filam en t||in|t|he|bulb||ev en t|uall|y|bur|ns|out||and|t|he|light||bulb||no|lon|ger|wor|ks."", ""45"": ""Af|te r||hundr|eds|of|hours|of|operat|ion||t|he|filam en t||in|t|he|bulb||ev en t|uall|y|bur|ns|out||and|t|he|light||bulb||no|longer|wor|ks."", ""46"": ""Af|te r||hundr|eds|of|hours|of|operat|ion||t|he|filam en t||in|t|he|bulb||ev en t|uall|y|bur|ns|out||and|t|he|light|bulb||no|lon|ger|wor|ks.""}"
